日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2005-04-27,857.95,839.95,857.95,839.56,5943654,2978917961.0,2.15,-1.79,-15.29,0.05
2005-04-28,837.38,860.62,863.45,825.51,7643112,3771427201.0,4.52,2.46,20.67,0.07
2005-04-29,860.39,847.61,860.39,845.44,6013685,2897477422.0,1.74,-1.51,-13.01,0.05
2005-05-09,848.09,818.4,851.21,818.11,4206100,2068561512.0,3.91,-3.45,-29.21,0.04
2005-05-10,814.77,818.09,818.5,791.1,4946935,2367569440.0,3.35,-0.04,-0.31,0.04
2005-05-11,816.82,811.57,822.77,809.58,4637579,2279227682.0,1.61,-0.8,-6.52,0.04
2005-05-12,810.16,807.51,814.89,799.82,4597105,2220225105.0,1.86,-0.5,-4.06,0.04
2005-05-13,806.73,814.88,819.42,801.87,5197528,2399090157.0,2.17,0.91,7.37,0.04
2005-05-16,814.06,808.17,814.06,802.82,4537502,2010607218.0,1.38,-0.82,-6.71,0.04
2005-05-17,806.81,818.46,821.05,803.42,4955081,2184321836.0,2.18,1.27,10.29,0.04
2005-05-18,818.12,824.64,824.77,811.04,4558077,1982282524.0,1.68,0.76,6.18,0.04
2005-05-19,824.83,824.94,828.58,814.15,4776276,2170371655.0,1.75,0.04,0.3,0.04
2005-05-20,824.57,819.13,828.08,818.37,4327522,1945065867.0,1.18,-0.7,-5.81,0.04
2005-05-23,816.2,793.72,816.2,793.05,4312715,1802802915.0,2.83,-3.1,-25.41,0.04
2005-05-24,791.13,808.74,811.67,788.82,4695292,1976718785.0,2.88,1.89,15.02,0.04
2005-05-25,808.52,809.7,817.67,803.94,5294537,2206568910.0,1.7,0.12,0.96,0.05
2005-05-26,808.66,799.02,812.69,795.43,4838787,2104358596.0,2.13,-1.32,-10.68,0.04
2005-05-27,797.18,791.0,806.25,789.86,4167631,1818239407.0,2.05,-1.0,-8.02,0.04
2005-05-30,788.64,797.53,799.4,783.85,3848708,1627664116.0,1.97,0.83,6.53,0.03
2005-05-31,798.33,796.87,802.04,793.88,4299736,1769831486.0,1.02,-0.08,-0.66,0.04
2005-06-01,795.82,778.67,795.82,774.35,4648727,1920798554.0,2.69,-2.28,-18.2,0.04
2005-06-02,777.47,769.42,779.23,764.15,4950638,2099951737.0,1.94,-1.19,-9.25,0.04
2005-06-03,767.67,765.97,772.83,755.26,4586315,1841785231.0,2.28,-0.45,-3.45,0.04
2005-06-06,764.66,778.21,778.4,751.32,4763542,1973905289.0,3.54,1.6,12.24,0.04
2005-06-07,779.72,779.84,795.42,776.12,7087300,3116981334.0,2.48,0.21,1.63,0.06
2005-06-08,782.01,841.36,845.06,782.01,14973544,6612786780.0,8.08,7.89,61.52,0.13
2005-06-09,840.23,849.73,858.75,829.28,15311451,7083905756.0,3.5,0.99,8.37,0.13
2005-06-10,850.02,831.61,850.02,827.75,10035948,4618584575.0,2.62,-2.13,-18.12,0.09
2005-06-13,830.8,834.25,837.38,818.58,6894838,3143331122.0,2.26,0.32,2.64,0.06
2005-06-14,835.35,818.19,841.33,817.53,7401586,3214101518.0,2.85,-1.93,-16.06,0.06
2005-06-15,815.73,796.26,815.73,794.85,5884532,2611882535.0,2.55,-2.68,-21.93,0.05
2005-06-16,795.76,803.95,804.04,786.01,5514482,2463681172.0,2.26,0.97,7.69,0.05
2005-06-17,805.75,800.14,809.58,796.89,5478499,2541412672.0,1.58,-0.47,-3.81,0.05
2005-06-20,799.47,823.73,823.91,786.43,7966476,3695814708.0,4.68,2.95,23.59,0.07
2005-06-21,823.54,816.2,824.04,813.28,6385113,2928451825.0,1.31,-0.91,-7.53,0.05
2005-06-22,814.91,818.65,819.49,808.77,4992737,2228747206.0,1.31,0.3,2.45,0.04
2005-06-23,818.19,809.35,821.46,808.56,5246658,2368349381.0,1.58,-1.14,-9.3,0.05
2005-06-24,807.68,813.2,813.28,802.49,4276755,1868202982.0,1.33,0.48,3.85,0.04
2005-06-27,817.28,834.35,838.42,817.28,9280984,4445204662.0,2.6,2.6,21.15,0.08
2005-06-28,832.16,819.05,832.16,817.29,5747787,2677620074.0,1.78,-1.83,-15.3,0.05
2005-06-29,818.09,814.06,821.08,813.08,5149890,2397803068.0,0.98,-0.61,-4.99,0.04
2005-06-30,813.15,791.5,813.15,790.76,5354700,2487038569.0,2.75,-2.77,-22.56,0.05
2005-07-01,789.18,760.35,789.18,758.71,6469073,2803467961.0,3.85,-3.94,-31.15,0.06
2005-07-04,756.03,749.48,756.03,732.86,5909701,2464867355.0,3.05,-1.43,-10.87,0.05
2005-07-05,747.89,744.6,752.77,739.62,4391462,1957584553.0,1.75,-0.65,-4.88,0.04
2005-07-06,744.8,743.44,750.3,738.38,4280243,1849285309.0,1.6,-0.16,-1.16,0.04
2005-07-07,743.32,747.42,751.13,740.49,3925134,1689526507.0,1.43,0.54,3.98,0.03
2005-07-08,746.29,722.85,746.29,722.28,5099620,2074276437.0,3.21,-3.29,-24.57,0.04
2005-07-11,725.64,714.48,742.95,712.97,5045519,2115139680.0,4.15,-1.16,-8.37,0.04
2005-07-12,712.31,739.53,740.59,708.99,6903271,2925420187.0,4.42,3.51,25.05,0.06
2005-07-13,738.61,732.44,738.74,729.59,5718450,2534914868.0,1.24,-0.96,-7.09,0.05
2005-07-14,732.01,732.54,740.05,729.27,5236366,2238519576.0,1.47,0.01,0.1,0.04
2005-07-15,732.67,714.49,736.41,712.44,5942104,2376343496.0,3.27,-2.46,-18.05,0.05
2005-07-18,712.32,696.85,712.32,694.85,4817896,1869008405.0,2.45,-2.47,-17.64,0.04
2005-07-19,695.77,703.07,705.08,692.7,4185245,1665130039.0,1.78,0.89,6.22,0.04
2005-07-20,703.17,707.29,711.01,699.19,4243009,1771294806.0,1.68,0.6,4.22,0.04
2005-07-21,707.05,704.79,707.94,695.38,4745981,1948020673.0,1.78,-0.35,-2.5,0.04
2005-07-22,704.61,721.45,728.52,704.23,9508555,3877378333.0,3.45,2.36,16.66,0.08
2005-07-25,720.61,718.87,720.99,714.68,5771020,2427919376.0,0.87,-0.36,-2.58,0.05
2005-07-26,718.62,735.86,736.72,718.6,9191361,3765644687.0,2.52,2.36,16.99,0.08
2005-07-27,736.29,750.02,750.09,731.08,9472478,3880395437.0,2.58,1.92,14.16,0.08
2005-07-28,750.4,747.23,755.94,744.02,10747152,4372350126.0,1.59,-0.37,-2.79,0.09
2005-07-29,746.59,744.83,748.38,739.4,7056953,2815158251.0,1.2,-0.32,-2.4,0.06
2005-08-01,744.77,750.49,751.05,742.9,6317943,2559324066.0,1.09,0.76,5.66,0.05
2005-08-02,750.96,763.29,763.29,746.82,8902167,3550207898.0,2.19,1.71,12.8,0.08
2005-08-03,764.94,769.75,781.03,763.87,14083549,5550136894.0,2.25,0.85,6.46,0.12
2005-08-04,767.57,765.26,769.34,761.36,8661784,3626523924.0,1.04,-0.58,-4.49,0.07
2005-08-05,765.39,787.82,787.93,765.39,12490262,5533624993.0,2.95,2.95,22.56,0.11
2005-08-08,792.4,800.12,805.6,790.18,15361394,7002623029.0,1.96,1.56,12.3,0.13
2005-08-09,800.84,814.19,814.26,794.18,14016400,6101487287.0,2.51,1.76,14.07,0.12
2005-08-10,814.76,823.84,823.99,804.52,15201123,6584951194.0,2.39,1.19,9.65,0.13
2005-08-11,823.72,832.84,833.68,820.29,16463304,7294366339.0,1.63,1.09,9.0,0.14
2005-08-12,833.46,816.39,839.52,811.38,17643086,7822259553.0,3.38,-1.98,-16.45,0.15
2005-08-15,814.84,839.67,839.68,814.56,12625261,5910134742.0,3.08,2.85,23.28,0.11
2005-08-16,841.32,839.26,846.66,830.73,15515941,7207373072.0,1.9,-0.05,-0.41,0.13
2005-08-17,837.9,854.53,854.61,823.44,16792374,7512966671.0,3.71,1.82,15.27,0.14
2005-08-18,855.88,820.66,865.69,819.88,21332119,9560360288.0,5.36,-3.96,-33.87,0.18
2005-08-19,816.96,820.87,828.12,803.28,13860548,6154915639.0,3.03,0.03,0.21,0.12
2005-08-22,819.48,831.5,833.27,817.17,9724413,4163217016.0,1.96,1.29,10.63,0.08
2005-08-23,830.74,816.91,830.74,809.46,9183851,3972885901.0,2.56,-1.75,-14.59,0.08
2005-08-24,816.74,826.72,826.73,816.61,8841057,3843597951.0,1.24,1.2,9.81,0.08
2005-08-25,827.01,836.42,836.58,821.58,10375848,4467612011.0,1.81,1.17,9.7,0.09
2005-08-26,837.41,840.43,842.3,830.58,11880800,5071290126.0,1.4,0.48,4.01,0.1
2005-08-29,839.31,832.25,840.04,826.36,10782556,4519192344.0,1.63,-0.97,-8.18,0.09
2005-08-30,831.49,827.55,834.21,827.09,9242035,4041234187.0,0.86,-0.56,-4.7,0.08
2005-08-31,827.23,845.14,845.15,822.17,11349943,4923412337.0,2.78,2.13,17.59,0.1
2005-09-01,845.93,865.41,865.41,842.81,17034066,7438827221.0,2.67,2.4,20.27,0.15
2005-09-02,866.55,872.49,874.16,861.48,15365547,6860942930.0,1.47,0.82,7.08,0.13
2005-09-05,873.86,884.29,884.4,871.88,12504192,5688037076.0,1.43,1.35,11.8,0.11
2005-09-06,885.36,862.49,892.22,860.36,17050903,7680093922.0,3.6,-2.47,-21.8,0.15
2005-09-07,860.38,888.13,888.18,857.76,13957595,6427215445.0,3.53,2.97,25.64,0.12
2005-09-08,890.19,889.69,894.74,878.28,14699157,6867746252.0,1.85,0.18,1.56,0.13
2005-09-09,889.55,879.5,893.83,875.61,10399467,4923128531.0,2.05,-1.15,-10.19,0.09
2005-09-12,878.73,883.56,883.56,874.77,7656523,3536951802.0,1.0,0.46,4.06,0.07
2005-09-13,884.25,904.31,904.31,883.46,12496272,5855690757.0,2.36,2.35,20.75,0.11
2005-09-14,906.21,914.98,915.13,902.56,16597333,7824404409.0,1.39,1.18,10.67,0.14
2005-09-15,914.91,918.51,920.95,910.77,13582384,6488990073.0,1.11,0.39,3.53,0.12
2005-09-16,918.26,917.64,918.8,910.84,10961532,5247184805.0,0.87,-0.09,-0.87,0.09
2005-09-19,918.13,930.49,930.59,915.93,12056208,5691535255.0,1.6,1.4,12.85,0.1
2005-09-20,931.88,924.16,931.89,915.14,15747605,7657830324.0,1.8,-0.68,-6.33,0.14
2005-09-21,921.92,909.79,922.18,908.98,15603139,7226512985.0,1.43,-1.55,-14.37,0.13
2005-09-22,906.05,880.01,907.29,866.95,14408321,6671951660.0,4.43,-3.27,-29.78,0.12
2005-09-23,876.31,868.55,883.54,868.16,9799784,4676865548.0,1.75,-1.3,-11.46,0.08
2005-09-26,867.22,874.84,875.03,862.19,6965689,3388518590.0,1.48,0.72,6.29,0.06
2005-09-27,875.1,856.96,877.66,856.5,8805881,4224674796.0,2.42,-2.04,-17.88,0.08
2005-09-28,855.8,852.36,863.81,849.89,7510781,3557058811.0,1.62,-0.54,-4.6,0.06
2005-09-29,852.04,871.29,871.49,852.04,8835360,4257378974.0,2.28,2.22,18.93,0.08
2005-09-30,871.23,869.51,873.11,866.83,7529963,3718773617.0,0.72,-0.2,-1.78,0.06
2005-10-10,870.05,858.75,870.05,857.97,6119495,2951252757.0,1.39,-1.24,-10.76,0.05
2005-10-11,857.64,878.62,878.69,854.27,7635267,3795362544.0,2.84,2.31,19.87,0.07
2005-10-12,879.05,887.71,891.86,874.98,9459205,4850252978.0,1.92,1.03,9.09,0.08
2005-10-13,888.3,883.45,890.86,881.23,8287048,4252389601.0,1.08,-0.48,-4.26,0.07
2005-10-14,882.87,876.05,883.84,873.46,7954049,3964014247.0,1.17,-0.84,-7.4,0.07
2005-10-17,874.85,878.76,878.89,868.46,7687888,3784372720.0,1.19,0.31,2.71,0.07
2005-10-18,878.78,893.7,893.98,878.45,9716210,4925305812.0,1.77,1.7,14.94,0.08
2005-10-19,893.47,886.31,900.68,884.99,9843633,4721479562.0,1.76,-0.83,-7.39,0.08
2005-10-20,885.34,886.55,886.84,872.48,9521935,4825303991.0,1.62,0.03,0.24,0.08
2005-10-21,886.43,895.03,898.25,885.28,10024927,5016318205.0,1.46,0.96,8.48,0.09
2005-10-24,895.43,897.76,899.44,891.96,8789354,4214112192.0,0.84,0.31,2.73,0.08
2005-10-25,896.69,877.58,896.69,877.54,8676966,4083950279.0,2.13,-2.25,-20.18,0.07
2005-10-26,875.54,854.03,876.41,853.6,9382014,4389740208.0,2.6,-2.68,-23.55,0.08
2005-10-27,851.08,847.59,856.97,841.86,8103937,3752921927.0,1.77,-0.75,-6.44,0.07
2005-10-28,846.7,825.06,850.91,814.12,8668966,3980409645.0,4.34,-2.66,-22.53,0.07
2005-10-31,823.23,828.66,831.18,819.36,6492574,2962992897.0,1.43,0.44,3.6,0.06
2005-11-01,827.89,823.33,827.89,808.4,6944239,3125533566.0,2.35,-0.64,-5.33,0.06
2005-11-02,823.21,840.32,843.15,823.21,9095992,4040775904.0,2.42,2.06,16.99,0.08
2005-11-03,839.86,828.91,842.52,826.12,7559623,3426888486.0,1.95,-1.36,-11.41,0.06
2005-11-04,828.04,835.12,835.22,820.9,6449610,3104914686.0,1.73,0.75,6.21,0.06
2005-11-07,835.06,842.0,842.06,829.74,6132963,2821363619.0,1.48,0.82,6.88,0.05
2005-11-08,841.93,848.97,849.11,835.81,7297838,3303265390.0,1.58,0.83,6.97,0.06
2005-11-09,848.74,845.11,852.03,844.76,7612746,3571895901.0,0.86,-0.45,-3.86,0.07
2005-11-10,843.62,821.27,843.62,820.64,8439580,3914752386.0,2.72,-2.82,-23.84,0.07
2005-11-11,818.72,823.96,828.39,814.72,6380093,2808468946.0,1.66,0.33,2.69,0.05
2005-11-14,821.78,827.57,827.58,819.19,4468436,1921799553.0,1.02,0.44,3.61,0.04
2005-11-15,827.52,820.49,832.99,816.79,5871615,2615555590.0,1.96,-0.86,-7.08,0.05
2005-11-16,820.07,826.69,826.69,808.21,5542224,2344493570.0,2.25,0.76,6.2,0.05
2005-11-17,827.22,825.8,830.37,823.0,5533816,2365641062.0,0.89,-0.11,-0.89,0.05
2005-11-18,824.8,843.74,845.7,824.36,9690756,4229046189.0,2.58,2.17,17.94,0.08
2005-11-21,844.63,846.96,849.3,842.44,6608677,2877318510.0,0.81,0.38,3.22,0.06
2005-11-22,847.18,831.77,847.45,831.37,6275090,2812886141.0,1.9,-1.79,-15.19,0.05
2005-11-23,831.7,838.12,838.56,828.07,4940421,2233518032.0,1.26,0.76,6.35,0.04
2005-11-24,837.68,841.7,843.96,836.86,5531201,2482279680.0,0.85,0.43,3.58,0.05
2005-11-25,841.71,841.13,841.78,836.44,4849548,2156572262.0,0.63,-0.07,-0.57,0.04
2005-11-28,841.21,838.34,841.88,835.05,4591305,2153318286.0,0.81,-0.33,-2.79,0.04
2005-11-29,839.25,827.01,839.25,826.44,4499554,2057572878.0,1.53,-1.35,-11.33,0.04
2005-11-30,826.34,829.5,829.7,821.67,4805174,2293872243.0,0.97,0.3,2.49,0.04
2005-12-01,829.34,828.19,832.12,824.28,3927208,1862984123.0,0.95,-0.16,-1.31,0.03
2005-12-02,827.15,817.86,827.91,816.42,4399086,1933484767.0,1.39,-1.25,-10.33,0.04
2005-12-05,819.79,796.93,819.79,796.34,4895370,2126599956.0,2.87,-2.56,-20.93,0.04
2005-12-06,795.11,798.88,800.58,792.11,3727782,1632508124.0,1.06,0.24,1.95,0.03
2005-12-07,800.18,806.78,806.89,798.29,3755355,1696603323.0,1.08,0.99,7.9,0.03
2005-12-08,807.41,805.56,808.9,801.19,3896999,1749825135.0,0.96,-0.15,-1.22,0.03
2005-12-09,805.52,819.2,819.53,803.81,5563455,2517195976.0,1.95,1.69,13.64,0.05
2005-12-12,820.11,824.52,825.61,817.93,5468310,2505643034.0,0.94,0.65,5.32,0.05
2005-12-13,824.63,824.86,824.96,815.35,4917438,2266932497.0,1.17,0.04,0.34,0.04
2005-12-14,824.86,832.51,833.47,819.53,5933929,2648663890.0,1.69,0.93,7.65,0.05
2005-12-15,833.47,827.54,837.48,826.61,6089472,2877301198.0,1.31,-0.6,-4.97,0.05
2005-12-16,827.16,834.54,834.66,824.52,5199474,2459177637.0,1.23,0.85,7.0,0.04
2005-12-19,834.96,834.71,836.47,831.98,4859568,2214327148.0,0.54,0.02,0.17,0.04
2005-12-20,834.89,836.12,836.28,829.36,4454202,2031096992.0,0.83,0.17,1.41,0.04
2005-12-21,836.63,830.77,838.14,829.19,5205742,2292433378.0,1.07,-0.64,-5.35,0.04
2005-12-22,830.45,835.5,835.56,828.32,5080676,2362375114.0,0.87,0.57,4.73,0.04
2005-12-23,835.77,845.59,845.63,835.54,6446099,3001294031.0,1.21,1.21,10.09,0.06
2005-12-26,846.93,853.17,855.13,846.8,7860415,3672350801.0,0.99,0.9,7.58,0.07
2005-12-27,854.75,854.53,855.97,849.48,6528869,3109676602.0,0.76,0.16,1.36,0.06
2005-12-28,854.64,857.21,857.26,852.22,5615717,2732415116.0,0.59,0.31,2.68,0.05
2005-12-29,858.41,866.75,866.78,858.41,8617095,4216989537.0,0.98,1.11,9.54,0.07
2005-12-30,868.44,860.13,869.26,857.71,7552316,3926993057.0,1.33,-0.76,-6.62,0.06
2006-01-04,860.04,871.73,871.96,859.31,8039010,4000198215.0,1.47,1.35,11.6,0.07
2006-01-05,872.09,882.73,882.81,871.6,10885811,5213044132.0,1.29,1.26,11.0,0.09
2006-01-06,884.92,891.94,896.06,879.18,13370231,6451093877.0,1.91,1.04,9.21,0.11
2006-01-09,893.53,905.07,905.43,892.21,12361296,6030602226.0,1.48,1.47,13.13,0.11
2006-01-10,907.64,911.19,911.29,898.73,11200080,5314702723.0,1.39,0.68,6.12,0.1
2006-01-11,910.76,906.5,915.02,901.4,12953141,6188643247.0,1.49,-0.51,-4.69,0.11
2006-01-12,906.94,927.42,927.42,905.43,14024614,6571664360.0,2.43,2.31,20.92,0.12
2006-01-13,930.3,932.5,935.53,924.55,14459388,6715980154.0,1.18,0.55,5.08,0.12
2006-01-16,933.22,920.33,935.53,919.92,12592136,6025374116.0,1.67,-1.31,-12.17,0.11
2006-01-17,918.52,919.28,922.68,914.38,8918319,4382590624.0,0.9,-0.11,-1.05,0.08
2006-01-18,920.06,939.14,939.22,919.63,11474786,5567521521.0,2.13,2.16,19.86,0.1
2006-01-19,941.17,949.91,950.04,935.76,13989234,6660488215.0,1.52,1.15,10.77,0.12
2006-01-20,950.63,952.77,954.65,943.12,14779172,7271723190.0,1.21,0.3,2.86,0.13
2006-01-23,955.09,961.07,962.08,946.6,14125714,6867931556.0,1.62,0.87,8.3,0.12
2006-01-24,961.65,960.35,969.43,956.98,14103819,7093103730.0,1.3,-0.07,-0.72,0.12
2006-01-25,960.03,957.79,963.74,947.3,12817111,6429186424.0,1.71,-0.27,-2.56,0.11
2006-02-06,961.03,980.91,980.99,960.32,12923121,6494041689.0,2.16,2.41,23.12,0.11
2006-02-07,983.34,981.57,989.7,970.31,17016907,8731551777.0,1.98,0.07,0.66,0.15
2006-02-08,979.15,982.94,983.04,970.41,13588630,6721582402.0,1.29,0.14,1.37,0.12
2006-02-09,982.18,969.58,982.18,967.31,11835024,5767868742.0,1.51,-1.36,-13.36,0.1
2006-02-10,971.25,980.8,980.8,970.83,11797244,5779585861.0,1.03,1.16,11.22,0.1
2006-02-13,981.63,977.4,981.71,967.13,11393721,5621309832.0,1.49,-0.35,-3.4,0.1
2006-02-14,977.28,986.06,986.06,976.16,10447628,5125475701.0,1.01,0.89,8.66,0.09
2006-02-15,987.09,986.16,990.49,982.03,12322016,5915206923.0,0.86,0.01,0.1,0.11
2006-02-16,986.33,958.59,986.33,958.18,14477526,6889036469.0,2.85,-2.8,-27.57,0.12
2006-02-17,961.25,949.99,962.5,949.43,11246007,5393894628.0,1.36,-0.9,-8.6,0.1
2006-02-20,949.03,943.77,952.42,942.71,9821570,4625165797.0,1.02,-0.65,-6.22,0.08
2006-02-21,943.11,960.02,960.09,933.37,10166777,4634345661.0,2.83,1.72,16.25,0.09
2006-02-22,960.1,959.95,967.61,957.66,10339439,4748612576.0,1.04,-0.01,-0.07,0.09
