date,open,high,low,close,volume,amount
2004-01-02,2011.08,2022.37,1999.77,2006.6801,1666780032,3350190000000
2004-01-05,2020.78,2047.36,2020.78,2047.36,2362909952,4806320000000
2004-01-06,2044.55,2061.54,2039.63,2057.3701,2273220096,4661860000000
2004-01-07,2056.75,2078.0901,2047.02,2077.6799,2294279936,4737420000000
2004-01-08,2089.6001,2100.25,2078.05,2100.25,2683950080,5614920000000
2004-01-09,2083.6399,2113.3301,2077.0901,2086.9199,2482759936,5189580000000
2004-01-12,2093.54,2112.52,2085.1499,2111.78,2284009984,4798130000000
2004-01-13,2113.1101,2114.9099,2080.29,2096.4399,2385700096,5012800000000
2004-01-14,2104.29,2111.73,2094.3201,2111.1299,2099970048,4421210000000
2004-01-15,2101.8601,2121.6101,2088.1001,2109.0801,2235589888,4706280000000
2004-01-16,2126.1201,2140.47,2119.3501,2140.46,2614390016,5572830000000
2004-01-20,2149.03,2149.8501,2130.2,2147.98,2574190080,5519750000000
2004-01-21,2139.3301,2150.1101,2120.2,2142.45,2421860096,5177990000000
2004-01-22,2146.3201,2152.1201,2119.01,2119.01,2353370112,5022360000000
2004-01-23,2124.76,2138.4099,2108.45,2123.8701,2253910016,4787020000000
2004-01-26,2120.5601,2153.8301,2115.3401,2153.8301,1946050048,4156550000000
2004-01-27,2148.05,2152.75,2116.04,2116.04,2151259904,4589110000000
2004-01-28,2125.02,2128.0,2073.1499,2077.3701,2319549952,4873110000000
2004-01-29,2085.54,2087.3301,2041.0699,2068.23,2637760000,5461590000000
2004-01-30,2068.3601,2078.8799,2058.54,2066.1499,1931180032,3993650000000
2004-02-02,2072.1299,2085.49,2053.79,2063.1499,1915680000,3962850000000
2004-02-03,2061.28,2071.4399,2057.3301,2066.21,1844839936,3807870000000
2004-02-04,2042.83,2044.6801,2013.92,2014.14,2267579904,4600680000000
2004-02-05,2024.48,2031.39,2012.79,2019.5601,1956029952,3955200000000
2004-02-06,2025.96,2064.01,2025.91,2064.01,1855510016,3794470000000
2004-02-09,2069.29,2074.27,2060.4399,2060.5701,1745350016,3606140000000
2004-02-10,2061.1001,2075.3301,2060.4399,2075.3301,1656760064,3426260000000
2004-02-11,2072.8999,2089.6599,2064.77,2089.6599,2185700096,4544610000000
2004-02-12,2084.02,2091.22,2072.0601,2073.6101,1937689984,4030840000000
2004-02-13,2080.1699,2085.71,2049.76,2053.5601,1818019968,3758390000000
2004-02-17,2068.4199,2084.72,2068.01,2080.3501,1618060032,3358080000000
2004-02-18,2084.23,2088.51,2072.1899,2076.47,1781240064,3705600000000
2004-02-19,2091.71,2094.9199,2045.96,2045.96,2065539968,4274920000000
2004-02-20,2052.1299,2052.3601,2022.79,2037.9301,1914329984,3907730000000
2004-02-23,2044.41,2045.1,1999.59,2007.52,1953330048,3953840000000
2004-02-24,2000.75,2018.0699,1991.05,2005.4399,2069420032,4146760000000
2004-02-25,2010.59,2024.2,2007.73,2022.98,1707139968,3442230000000
2004-02-26,2018.91,2037.17,2012.83,2032.5699,1752839936,3550150000000
2004-02-27,2036.67,2044.77,2018.83,2029.8199,1871779968,3804430000000
2004-03-01,2036.92,2057.8,2032.64,2057.8,1697920000,3474440000000
2004-03-02,2056.3799,2064.3999,2039.65,2039.65,1871949952,3837530000000
2004-03-03,2037.11,2039.3101,2020.29,2033.36,1814850048,3688710000000
2004-03-04,2034.73,2055.1201,2031.84,2055.1101,1799069952,3677660000000
2004-03-05,2037.33,2069.02,2034.1801,2047.63,2045229952,4186670000000
2004-03-08,2052.0701,2058.25,2008.78,2008.78,2044259968,4153880000000
2004-03-09,2008.75,2011.83,1987.29,1995.16,2105449984,4212490000000
2004-03-10,1997.11,2007.25,1963.13,1964.15,2159820032,4282730000000
2004-03-11,1953.59,1982.58,1943.89,1943.89,2191369984,4286290000000
2004-03-12,1961.0,1984.73,1959.49,1984.73,1707129984,3367290000000
2004-03-15,1977.78,1977.78,1939.2,1939.2,1723289984,3375050000000
2004-03-16,1952.78,1961.99,1927.6899,1943.09,1963640064,3822000000000
2004-03-17,1956.52,1980.3101,1956.52,1976.76,1678770048,3303030000000
2004-03-18,1971.26,1972.3101,1947.5601,1962.4399,1677760000,3294100000000
2004-03-19,1964.97,1970.15,1940.47,1940.47,1645680000,3215680000000
2004-03-22,1929.02,1929.28,1897.63,1909.9,1982240000,3798880000000
2004-03-23,1923.23,1928.61,1898.9399,1901.8,1835180032,3510970000000
2004-03-24,1908.04,1922.51,1896.91,1909.48,1839440000,3511920000000
2004-03-25,1923.22,1967.17,1923.22,1967.17,1968620032,3829350000000
2004-03-26,1963.52,1976.76,1960.02,1960.02,1579820032,3104470000000
2004-03-29,1975.4301,1996.23,1975.4301,1992.5699,1706000000,3386270000000
2004-03-30,1985.67,2000.6801,1981.4399,2000.63,1598550016,3184480000000
2004-03-31,2001.09,2004.0,1985.04,1994.22,1861459968,3715640000000
2004-04-01,1996.45,2019.09,1996.45,2015.01,1833430016,3679240000000
2004-04-02,2046.05,2057.1699,2037.1899,2057.1699,2183739904,4475350000000
2004-04-05,2055.99,2079.1201,2054.3401,2079.1201,1736300032,3589180000000
2004-04-06,2064.1299,2068.27,2053.3201,2059.8999,1811100032,3733410000000
