date,标普500指数,道琼斯工业平均指数,纳斯达克综合指数,香港恒生指数,中国上证指数,中国深证指数,沪深300指数,上证50,中证500,上证红利,中证红利,日经225指数,韩国KOSPI指数,MSCI新加坡指数,MSCI加拿大指数,MSCI欧盟指数
1990-05-14,,,,2976.44,,,,,,,,,,,,
1990-05-15,,,,2965.09,,,,,,,,,,,,
1990-05-16,,,,2948.89,,,,,,,,,,,,
1990-05-17,,,,2917.63,,,,,,,,,,,,
1990-05-18,,,,2925.89,,,,,,,,,,,,
1990-05-21,,,,2930.83,,,,,,,,,,,,
1990-05-22,,,,2970.87,,,,,,,,,,,,
1990-05-23,,,,3028.31,,,,,,,,,,,,
1990-05-24,,,,3048.01,,,,,,,,,,,,
1990-05-25,,,,3059.5,,,,,,,,,,,,
1990-05-29,,,,3048.55,,,,,,,,,,,,
1990-05-30,,,,3083.35,,,,,,,,,,,,
1990-05-31,,,,3132.32,,,,,,,,,,,,
1990-06-01,,,,3159.17,,,,,,,,,,,,
1990-06-04,,,,3153.22,,,,,,,,,,,,
1990-06-05,,,,3159.06,,,,,,,,,,,,
1990-06-06,,,,3172.49,,,,,,,,,,,,
1990-06-07,,,,3145.3,,,,,,,,,,,,
1990-06-08,,,,3174.33,,,,,,,,,,,,
1990-06-11,,,,3154.99,,,,,,,,,,,,
1990-06-12,,,,3203.0,,,,,,,,,,,,
1990-06-13,,,,3185.14,,,,,,,,,,,,
1990-06-14,,,,3191.55,,,,,,,,,,,,
1990-06-15,,,,3201.52,,,,,,,,,,,,
1990-06-19,,,,3229.02,,,,,,,,,,,,
1990-06-20,,,,3234.39,,,,,,,,,,,,
1990-06-21,,,,3246.21,,,,,,,,,,,,
1990-06-22,,,,3250.44,,,,,,,,,,,,
1990-06-25,,,,3276.44,,,,,,,,,,,,
1990-06-26,,,,3292.35,,,,,,,,,,,,
1990-06-27,,,,3284.47,,,,,,,,,,,,
1990-06-28,,,,3273.28,,,,,,,,,,,,
1990-06-29,,,,3278.24,,,,,,,,,,,,
1990-07-02,,,,3319.47,,,,,,,,,,,,
1990-07-03,,,,3356.55,,,,,,,,,,,,
1990-07-04,,,,3363.49,,,,,,,,,,,,
1990-07-05,,,,3356.44,,,,,,,,,,,,
1990-07-06,,,,3357.61,,,,,,,,,,,,
1990-07-09,,,,3385.15,,,,,,,,,,,,
1990-07-10,,,,3408.16,,,,,,,,,,,,
1990-07-11,,,,3440.93,,,,,,,,,,,,
1990-07-12,,,,3468.59,,,,,,,,,,,,
1990-07-13,,,,3507.16,,,,,,,,,,,,
1990-07-16,,,,3488.85,,,,,,,,,,,,
1990-07-17,,,,3463.94,,,,,,,,,,,,
1990-07-18,,,,3528.29,,,,,,,,,,,,
1990-07-19,,,,3523.58,,,,,,,,,,,,
1990-07-20,,,,3540.43,,,,,,,,,,,,
1990-07-23,,,,3559.89,,,,,,,,,,,,
1990-07-24,,,,3495.87,,,,,,,,,,,,
1990-07-25,,,,3520.54,,,,,,,,,,,,
1990-07-26,,,,3483.59,,,,,,,,,,,,
1990-07-27,,,,3485.8,,,,,,,,,,,,
1990-07-30,,,,3445.41,,,,,,,,,,,,
1990-07-31,,,,3438.49,,,,,,,,,,,,
1990-08-01,,,,3468.64,,,,,,,,,,,,
1990-08-02,,,,3415.18,,,,,,,,,,,,
1990-08-03,,,,3356.95,,,,,,,,,,,,
1990-08-06,,,,3107.98,,,,,,,,,,,,
1990-08-07,,,,3098.69,,,,,,,,,,,,
1990-08-08,,,,3145.57,,,,,,,,,,,,
1990-08-09,,,,3091.12,,,,,,,,,,,,
1990-08-10,,,,3078.97,,,,,,,,,,,,
1990-08-13,,,,3040.28,,,,,,,,,,,,
1990-08-14,,,,3067.53,,,,,,,,,,,,
1990-08-15,,,,3178.27,,,,,,,,,,,,
1990-08-16,,,,3183.29,,,,,,,,,,,,
1990-08-17,,,,3122.64,,,,,,,,,,,,
1990-08-20,,,,3052.84,,,,,,,,,,,,
1990-08-21,,,,3040.0,,,,,,,,,,,,
1990-08-22,,,,2954.93,,,,,,,,,,,,
1990-08-23,,,,2871.14,,,,,,,,,,,,
1990-08-24,,,,2918.01,,,,,,,,,,,,
1990-08-28,,,,3078.94,,,,,,,,,,,,
1990-08-29,,,,3015.95,,,,,,,,,,,,
1990-08-30,,,,3064.19,,,,,,,,,,,,
1990-08-31,,,,3087.5,,,,,,,,,,,,
1990-09-03,,,,3066.81,,,,,,,,,,,,
1990-09-04,,,,3054.16,,,,,,,,,,,,
1990-09-05,,,,3039.69,,,,,,,,,,,,
1990-09-06,,,,3032.85,,,,,,,,,,,,
1990-09-07,,,,3047.91,,,,,,,,,,,,
1990-09-10,,,,3087.74,,,,,,,,,,,,
1990-09-11,,,,3083.57,,,,,,,,,,,,
1990-09-12,,,,3105.04,,,,,,,,,,,,
1990-09-13,,,,3093.97,,,,,,,,,,,,
1990-09-14,,,,3062.04,,,,,,,,,,,,
1990-09-17,,,,3019.87,,,,,,,,,,,,
1990-09-18,,,,2996.66,,,,,,,,,,,,
1990-09-19,,,,2980.95,,,,,,,,,,,,
1990-09-20,,,,2984.54,,,,,,,,,,,,
1990-09-21,,,,2931.86,,,,,,,,,,,,
1990-09-24,,,,2861.77,,,,,,,,,,,,
1990-09-25,,,,2807.5,,,,,,,,,,,,
1990-09-26,,,,2778.74,,,,,,,,,,,,
1990-09-27,,,,2767.95,,,,,,,,,,,,
1990-09-28,,,,2760.82,,,,,,,,,,,,
1990-10-01,,,,2791.26,,,,,,,,,,,,
1990-10-02,,,,2905.48,,,,,,,,,,,,
1990-10-03,,,,2862.55,,,,,,,,,,,,
1990-10-05,,,,2850.45,,,,,,,,,,,,
1990-10-08,,,,2925.48,,,,,,,,,,,,
1990-10-09,,,,2913.52,,,,,,,,,,,,
1990-10-10,,,,2872.41,,,,,,,,,,,,
1990-10-11,,,,2884.41,,,,,,,,,,,,
1990-10-12,,,,2915.26,,,,,,,,,,,,
1990-10-15,,,,2916.38,,,,,,,,,,,,
1990-10-16,,,,2949.57,,,,,,,,,,,,
1990-10-17,,,,2958.54,,,,,,,,,,,,
1990-10-18,,,,2950.52,,,,,,,,,,,,
1990-10-19,,,,2991.95,,,,,,,,,,,,
1990-10-22,,,,3015.56,,,,,,,,,,,,
1990-10-23,,,,3081.23,,,,,,,,,,,,
1990-10-24,,,,3042.08,,,,,,,,,,,,
1990-10-25,,,,3050.88,,,,,,,,,,,,
1990-10-29,,,,3063.53,,,,,,,,,,,,
1990-10-30,,,,3011.65,,,,,,,,,,,,
1990-10-31,,,,2990.96,,,,,,,,,,,,
1990-11-01,,,,2968.74,,,,,,,,,,,,
1990-11-02,,,,2978.92,,,,,,,,,,,,
1990-11-05,,,,2967.24,,,,,,,,,,,,
1990-11-06,,,,2966.71,,,,,,,,,,,,
1990-11-07,,,,2955.19,,,,,,,,,,,,
1990-11-08,,,,2932.44,,,,,,,,,,,,
1990-11-09,,,,2932.92,,,,,,,,,,,,
1990-11-12,,,,2949.56,,,,,,,,,,,,
1990-11-13,,,,2998.97,,,,,,,,,,,,
1990-11-14,,,,3006.82,,,,,,,,,,,,
1990-11-15,,,,2990.47,,,,,,,,,,,,
1990-11-16,,,,3008.66,,,,,,,,,,,,
1990-11-19,,,,3042.58,,,,,,,,,,,,
1990-11-20,,,,3031.92,,,,,,,,,,,,
1990-11-21,,,,3013.66,,,,,,,,,,,,
1990-11-22,,,,3023.08,,,,,,,,,,,,
1990-11-23,,,,3016.06,,,,,,,,,,,,
1990-11-26,,,,2995.52,,,,,,,,,,,,
1990-11-27,,,,2998.94,,,,,,,,,,,,
1990-11-28,,,,2986.39,,,,,,,,,,,,
1990-11-29,,,,2978.35,,,,,,,,,,,,
1990-11-30,,,,2965.06,,,,,,,,,,,,
1990-12-03,,,,3020.17,,,,,,,,,,,,
1990-12-04,,,,3020.84,,,,,,,,,,,,
1990-12-05,,,,3066.23,,,,,,,,,,,,
1990-12-06,,,,3126.79,,,,,,,,,,,,
1990-12-07,,,,3163.69,,,,,,,,,,,,
1990-12-10,,,,3149.13,,,,,,,,,,,,
1990-12-11,,,,3144.62,,,,,,,,,,,,
1990-12-12,,,,3160.79,,,,,,,,,,,,
1990-12-13,,,,3150.12,,,,,,,,,,,,
1990-12-14,,,,3125.69,,,,,,,,,,,,
1990-12-17,,,,3051.92,,,,,,,,,,,,
1990-12-18,,,,3066.65,,,,,,,,,,,,
1990-12-19,,,,3083.44,99.98,,,,,,,,,,,
1990-12-20,,,,3078.21,104.39,,,,,,,,,,,
1990-12-21,,,,3079.67,109.13,,,,,,,,,,,
1990-12-24,,,,3060.95,114.55,,,,,,,,,,,
1990-12-25,,,,,120.25,,,,,,,,,,,
1990-12-26,,,,,125.27,,,,,,,,,,,
1990-12-27,,,,3066.71,125.28,,,,,,,,,,,
1990-12-28,,,,3053.73,126.45,,,,,,,,,,,
1990-12-31,,,,3024.55,127.61,,,,,,,,,,,
1991-01-02,,,,3031.34,128.84,,,,,,,,,,,
1991-01-03,,,,3004.88,130.14,,,,,,,,,,,
1991-01-04,,,,3046.61,131.44,,,,,,,,,,,
1991-01-07,,,,3026.52,132.06,,,,,,,,,,,
1991-01-08,,,,3009.42,132.68,,,,,,,,,,,
1991-01-09,,,,3027.6,133.34,,,,,,,,,,,
1991-01-10,,,,3035.53,133.97,,,,,,,,,,,
1991-01-11,,,,3058.37,134.6,,,,,,,,,,,
1991-01-14,,,,3037.62,134.67,,,,,,,,,,,
1991-01-15,,,,3000.82,134.74,,,,,,,,,,,
1991-01-16,,,,2984.01,134.24,,,,,,,,,,,
1991-01-17,,,,3087.83,134.25,,,,,,,,,,,
1991-01-18,,,,3072.17,134.24,,,,,,,,,,,
1991-01-21,,,,3066.98,134.24,,,,,,,,,,,
1991-01-22,,,,3062.08,133.72,,,,,,,,,,,
1991-01-23,,,,3090.4,133.17,,,,,,,,,,,
1991-01-24,,,,3140.5,132.61,,,,,,,,,,,
1991-01-25,,,,3206.36,132.05,,,,,,,,,,,
1991-01-28,,,,3198.29,131.46,,,,,,,,,,,
1991-01-29,,,,3192.9,130.95,,,,,,,,,,,
1991-01-30,,,,3200.89,130.44,,,,,,,,,,,
1991-01-31,,,,3243.3,129.97,,,,,,,,,,,
1991-02-01,,,,3223.49,129.51,,,,,,,,,,,
1991-02-04,,,,3250.43,129.05,,,,,,,,,,,
1991-02-05,,,,3345.41,128.58,,,,,,,,,,,
1991-02-06,,,,3365.46,129.14,,,,,,,,,,,
1991-02-07,,,,3333.98,129.79,,,,,,,,,,,
1991-02-08,,,,3359.09,130.38,,,,,,,,,,,
1991-02-11,,,,3394.08,130.97,,,,,,,,,,,
1991-02-12,,,,3395.0,131.35,,,,,,,,,,,
1991-02-13,,,,3412.66,131.92,,,,,,,,,,,
1991-02-14,,,,,132.53,,,,,,,,,,,
1991-02-18,,,,3473.42,,,,,,,,,,,,
1991-02-19,,,,3467.84,133.13,,,,,,,,,,,
1991-02-20,,,,3492.16,133.67,,,,,,,,,,,
1991-02-21,,,,3477.61,134.28,,,,,,,,,,,
1991-02-22,,,,3475.34,134.87,,,,,,,,,,,
1991-02-25,,,,3520.45,134.4,,,,,,,,,,,
1991-02-26,,,,3532.43,133.93,,,,,,,,,,,
1991-02-27,,,,3512.79,133.47,,,,,,,,,,,
1991-02-28,,,,3552.14,133.01,,,,,,,,,,,
1991-03-01,,,,3552.37,132.53,,,,,,,,,,,
1991-03-04,,,,3564.34,131.99,,,,,,,,,,,
1991-03-05,,,,3600.49,131.46,,,,,,,,,,,
1991-03-06,,,,3647.33,130.94,,,,,,,,,,,
1991-03-07,,,,3658.24,130.41,,,,,,,,,,,
1991-03-08,,,,3653.19,129.89,,,,,,,,,,,
1991-03-11,,,,3669.03,129.31,,,,,,,,,,,
1991-03-12,,,,3658.07,128.77,,,,,,,,,,,
1991-03-13,,,,3634.48,126.15,,,,,,,,,,,
1991-03-14,,,,3627.91,125.63,,,,,,,,,,,
1991-03-15,,,,3722.39,125.17,,,,,,,,,,,
1991-03-18,,,,3724.35,124.71,,,,,,,,,,,
1991-03-19,,,,3751.4,124.22,,,,,,,,,,,
1991-03-20,,,,3683.41,123.66,,,,,,,,,,,
1991-03-21,,,,3661.16,123.12,,,,,,,,,,,
1991-03-22,,,,3716.15,122.62,,,,,,,,,,,
1991-03-25,,,,3718.55,122.12,,,,,,,,,,,
1991-03-26,,,,3683.9,121.62,,,,,,,,,,,
1991-03-27,,,,3691.82,121.12,,,,,,,,,,,
1991-03-28,,,,3745.97,120.61,,,,,,,,,,,
1991-03-29,,,,,120.19,,,,,,,,,,,
1991-04-01,,,,,120.73,,,,,,,,,,,
1991-04-02,,,,3789.99,121.21,,,,,,,,,,,
1991-04-03,,,,3869.7,121.71,988.05,,,,,,,,,,
1991-04-04,,,,3849.15,121.72,983.11,,,,,,,,,,
1991-04-05,,,,,121.54,978.27,,,,,,,,,,
1991-04-06,,,,,,973.42,,,,,,,,,,
1991-04-08,,,,3812.01,121.09,968.57,,,,,,,,,,
1991-04-09,,,,3757.3,120.62,963.73,,,,,,,,,,
1991-04-10,,,,3777.62,120.16,958.88,,,,,,,,,,
1991-04-11,,,,3703.93,119.64,954.03,,,,,,,,,,
1991-04-12,,,,3742.0,119.21,949.31,,,,,,,,,,
1991-04-13,,,,,,944.58,,,,,,,,,,
1991-04-15,,,,3714.37,118.77,939.98,,,,,,,,,,
1991-04-16,,,,3717.46,118.34,935.38,,,,,,,,,,
1991-04-17,,,,3687.01,117.9,930.78,,,,,,,,,,
1991-04-18,,,,3699.26,117.45,926.18,,,,,,,,,,
1991-04-19,,,,3667.4,117.08,921.58,,,,,,,,,,
1991-04-20,,,,,,916.98,,,,,,,,,,
1991-04-22,,,,3582.49,116.63,912.38,,,,,,,,,,
1991-04-23,,,,3569.64,116.19,907.78,,,,,,,,,,
1991-04-24,,,,3605.29,115.79,903.31,,,,,,,,,,
1991-04-25,,,,3594.38,115.36,898.84,,,,,,,,,,
1991-04-26,,,,3625.8,115.56,894.36,,,,,,,,,,
1991-04-27,,,,,,889.89,,,,,,,,,,
1991-04-29,,,,3624.72,114.75,885.43,,,,,,,,,,
1991-04-30,,,,3588.36,113.94,880.98,,,,,,,,,,
1991-05-01,,,,3631.23,,,,,,,,,,,,
1991-05-02,,,,3726.14,113.16,876.57,,,,,,,,,,
1991-05-03,,,,3737.88,112.41,872.16,,,,,,,,,,
1991-05-04,,,,,,867.75,,,,,,,,,,
1991-05-06,,,,3704.43,111.61,863.35,,,,,,,,,,
1991-05-07,,,,3741.51,110.82,859.06,,,,,,,,,,
1991-05-08,,,,3747.8,110.03,854.78,,,,,,,,,,
1991-05-09,,,,3744.46,109.29,850.5,,,,,,,,,,
1991-05-10,,,,3750.2,108.53,846.22,,,,,,,,,,
1991-05-11,,,,,,841.94,,,,,,,,,,
1991-05-13,,,,3767.63,107.84,837.66,,,,,,,,,,
1991-05-14,,,,3785.14,107.19,835.01,,,,,,,,,,
1991-05-15,,,,3789.69,106.57,832.54,,,,,,,,,,
1991-05-16,,,,3859.66,105.77,830.06,,,,,,,,,,
1991-05-17,,,,3882.84,106.75,827.72,,,,,,,,,,
1991-05-18,,,,,,825.2,,,,,,,,,,
1991-05-20,,,,3917.09,107.82,822.67,,,,,,,,,,
1991-05-21,,,,3829.88,108.81,820.15,,,,,,,,,,
1991-05-22,,,,3826.62,108.25,817.63,,,,,,,,,,
1991-05-23,,,,3778.79,109.08,813.59,,,,,,,,,,
1991-05-24,,,,3703.98,110.08,809.56,,,,,,,,,,
1991-05-25,,,,,,805.52,,,,,,,,,,
1991-05-27,,,,3575.52,110.66,801.48,,,,,,,,,,
1991-05-28,,,,3594.78,111.68,797.98,,,,,,,,,,
1991-05-29,,,,3625.39,112.75,794.61,,,,,,,,,,
1991-05-30,,,,3679.72,113.82,791.23,,,,,,,,,,
1991-05-31,,,,3707.01,114.83,787.85,,,,,,,,,,
1991-06-01,,,,,,784.48,,,,,,,,,,
1991-06-03,,,,3688.14,115.97,781.1,,,,,,,,,,
1991-06-04,,,,3667.62,117.12,777.72,,,,,,,,,,
1991-06-05,,,,3690.01,118.17,774.35,,,,,,,,,,
1991-06-06,,,,3678.19,119.35,771.26,,,,,,,,,,
1991-06-07,,,,3637.77,120.47,768.16,,,,,,,,,,
1991-06-08,,,,,,758.74,,,,,,,,,,
1991-06-10,,,,3621.19,121.67,733.65,,,,,,,,,,
1991-06-11,,,,3631.48,122.89,756.51,,,,,,,,,,
1991-06-12,,,,3627.9,124.11,753.06,,,,,,,,,,
1991-06-13,,,,3632.55,125.34,745.92,,,,,,,,,,
1991-06-14,,,,3639.15,124.53,735.67,,,,,,,,,,
1991-06-15,,,,,,728.36,,,,,,,,,,
1991-06-17,,,,,125.77,721.0,,,,,,,,,,
1991-06-18,,,,,127.03,721.21,,,,,,,,,,
1991-06-19,,,,3626.13,128.29,717.33,,,,,,,,,,
1991-06-20,,,,3593.38,129.57,710.12,,,,,,,,,,
1991-06-21,,,,3565.14,130.86,704.41,,,,,,,,,,
1991-06-22,,,,,,698.33,,,,,,,,,,
1991-06-24,,,,3569.54,132.17,689.79,,,,,,,,,,
1991-06-25,,,,3604.26,133.49,690.09,,,,,,,,,,
1991-06-26,,,,3634.64,134.83,693.96,,,,,,,,,,
1991-06-27,,,,3629.79,136.19,694.9,,,,,,,,,,
1991-06-28,,,,3668.64,137.56,691.41,,,,,,,,,,
1991-06-29,,,,,,690.48,,,,,,,,,,
1991-07-01,,,,3738.85,136.85,684.01,,,,,,,,,,
1991-07-02,,,,3772.91,135.96,670.15,,,,,,,,,,
1991-07-03,,,,3796.57,135.27,669.06,,,,,,,,,,
1991-07-04,,,,3850.71,136.63,661.61,,,,,,,,,,
1991-07-05,,,,3892.71,135.96,652.38,,,,,,,,,,
1991-07-06,,,,,,643.19,,,,,,,,,,
1991-07-08,,,,3880.73,135.28,628.45,,,,,,,,,,
1991-07-09,,,,3904.19,134.64,611.99,,,,,,,,,,
1991-07-10,,,,3901.23,133.99,614.92,,,,,,,,,,
1991-07-11,,,,3892.12,133.38,608.27,,,,,,,,,,
1991-07-12,,,,3915.17,132.8,603.02,,,,,,,,,,
1991-07-13,,,,,,602.69,,,,,,,,,,
1991-07-15,,,,3945.12,133.14,594.38,,,,,,,,,,
1991-07-16,,,,3997.67,134.47,584.85,,,,,,,,,,
1991-07-17,,,,3962.46,135.81,576.75,,,,,,,,,,
1991-07-18,,,,3976.83,137.17,608.91,,,,,,,,,,
1991-07-19,,,,4009.35,136.7,616.73,,,,,,,,,,
1991-07-20,,,,,,602.9,,,,,,,,,,
1991-07-22,,,,3988.35,138.07,601.76,,,,,,,,,,
1991-07-23,,,,4009.82,139.39,601.9,,,,,,,,,,
1991-07-24,,,,4028.77,140.68,598.81,,,,,,,,,,
1991-07-25,,,,4012.62,140.19,594.61,,,,,,,,,,
1991-07-26,,,,4031.29,140.66,586.01,,,,,,,,,,
1991-07-27,,,,,,585.45,,,,,,,,,,
1991-07-29,,,,4016.29,141.52,579.73,,,,,,,,,,
1991-07-30,,,,3991.83,142.39,577.15,,,,,,,,,,
1991-07-31,,,,4009.58,143.8,578.42,,,,,,,,,,
1991-08-01,,,,4030.01,145.24,579.32,,,,,,,,,,
1991-08-02,,,,4059.4,146.68,577.96,,,,,,,,,,
1991-08-03,,,,,,579.11,,,,,,,,,,
1991-08-05,,,,4063.01,148.15,578.18,,,,,,,,,,
1991-08-06,,,,4021.27,149.62,576.83,,,,,,,,,,
1991-08-07,,,,4061.31,151.12,576.33,,,,,,,,,,
1991-08-08,,,,4046.56,152.61,574.52,,,,,,,,,,
1991-08-09,,,,4024.01,154.1,572.8,,,,,,,,,,
1991-08-10,,,,,,575.12,,,,,,,,,,
1991-08-12,,,,4070.14,155.54,572.79,,,,,,,,,,
1991-08-13,,,,4052.7,157.07,571.4,,,,,,,,,,
1991-08-14,,,,4079.01,158.63,570.54,,,,,,,,,,
1991-08-15,,,,4073.34,160.21,568.71,,,,,,,,,,
1991-08-16,,,,4063.28,161.6,570.96,,,,,,,,,,
1991-08-17,,,,,,447.21,,,,,,,,,,
1991-08-19,,,,3722.75,163.21,458.02,,,,,,,,,,
1991-08-20,,,,3848.44,164.84,449.1,,,,,,,,,,
1991-08-21,,,,3863.68,166.49,445.99,,,,,,,,,,
1991-08-22,,,,4045.57,168.16,437.26,,,,,,,,,,
1991-08-23,,,,4021.02,169.81,435.63,,,,,,,,,,
1991-08-24,,,,,,444.14,,,,,,,,,,
1991-08-26,,,,,171.51,441.41,,,,,,,,,,
1991-08-27,,,,3981.96,173.19,437.08,,,,,,,,,,
1991-08-28,,,,3968.14,174.92,436.05,,,,,,,,,,
1991-08-29,,,,3960.23,176.66,435.37,,,,,,,,,,
1991-08-30,,,,3998.26,178.43,433.77,,,,,,,,,,
1991-08-31,,,,,,432.92,,,,,,,,,,
1991-09-02,,,,4023.54,180.22,431.79,,,,,,,,,,
1991-09-03,,,,4025.07,181.97,429.33,,,,,,,,,,
1991-09-04,,,,4006.45,183.69,425.99,,,,,,,,,,
1991-09-05,,,,3990.16,185.51,419.58,,,,,,,,,,
1991-09-06,,,,3970.91,187.36,402.5,,,,,,,,,,
1991-09-07,,,,,,405.75,,,,,,,,,,
1991-09-09,,,,3940.54,189.24,409.76,,,,,,,,,,
1991-09-10,,,,3959.27,188.33,410.44,,,,,,,,,,
1991-09-11,,,,3966.93,187.22,417.53,,,,,,,,,,
1991-09-12,,,,3970.1,186.22,419.04,,,,,,,,,,
1991-09-13,,,,3974.12,187.79,418.51,,,,,,,,,,
1991-09-14,,,,,,416.84,,,,,,,,,,
1991-09-16,,,,3953.53,189.66,413.86,,,,,,,,,,
1991-09-17,,,,3938.71,188.65,412.51,,,,,,,,,,
1991-09-18,,,,3900.48,187.63,410.99,,,,,,,,,,
1991-09-19,,,,3863.68,186.88,408.18,,,,,,,,,,
1991-09-20,,,,3910.34,185.92,407.54,,,,,,,,,,
1991-09-21,,,,,,408.13,,,,,,,,,,
1991-09-23,,,,,185.0,408.43,,,,,,,,,,
1991-09-24,,,,3904.19,184.08,406.96,,,,,,,,,,
1991-09-25,,,,3901.95,183.19,409.03,,,,,,,,,,
1991-09-26,,,,3927.98,182.33,410.32,,,,,,,,,,
1991-09-27,,,,3938.72,181.82,413.78,,,,,,,,,,
1991-09-28,,,,,,415.48,,,,,,,,,,
1991-09-29,,,,,,417.37,,,,,,,,,,
1991-09-30,,,,3956.69,180.92,,,,,,,,,,,
1991-10-01,,,,4023.87,,,,,,,,,,,,
1991-10-02,,,,4062.07,,,,,,,,,,,,
1991-10-03,,,,4093.41,182.48,442.05,,,,,,,,,,
1991-10-04,,,,4067.69,184.29,438.35,,,,,,,,,,
1991-10-05,,,,,,442.25,,,,,,,,,,
1991-10-07,,,,4060.37,186.0,491.26,,,,,,,,,,
1991-10-08,,,,4066.85,187.49,586.49,,,,,,,,,,
1991-10-09,,,,4076.38,189.12,712.85,,,,,,,,,,
1991-10-10,,,,4056.22,191.01,641.41,,,,,,,,,,
1991-10-11,,,,4017.98,192.85,667.99,,,,,,,,,,
1991-10-12,,,,,,687.2,,,,,,,,,,
1991-10-14,,,,4022.21,194.67,692.0,,,,,,,,,,
1991-10-15,,,,4033.75,196.61,656.81,,,,,,,,,,
1991-10-16,,,,,198.57,648.78,,,,,,,,,,
1991-10-17,,,,4018.43,200.51,672.13,,,,,,,,,,
1991-10-18,,,,4015.91,202.51,675.86,,,,,,,,,,
1991-10-19,,,,,,673.82,,,,,,,,,,
1991-10-21,,,,3998.74,204.53,670.9,,,,,,,,,,
1991-10-22,,,,3981.66,206.53,659.23,,,,,,,,,,
1991-10-23,,,,4021.38,208.25,665.87,,,,,,,,,,
1991-10-24,,,,3989.34,210.07,672.97,,,,,,,,,,
1991-10-25,,,,3971.9,211.86,675.11,,,,,,,,,,
1991-10-26,,,,,,674.57,,,,,,,,,,
1991-10-28,,,,3988.6,213.98,707.92,,,,,,,,,,
1991-10-29,,,,4000.05,215.78,725.95,,,,,,,,,,
1991-10-30,,,,4020.04,216.43,733.7,,,,,,,,,,
1991-10-31,,,,4038.74,218.6,779.81,,,,,,,,,,
1991-11-01,,,,4037.82,220.72,833.8,,,,,,,,,,
1991-11-02,,,,,,838.7,,,,,,,,,,
1991-11-04,,,,4083.04,222.77,918.11,,,,,,,,,,
1991-11-05,,,,4146.54,224.65,919.05,,,,,,,,,,
1991-11-06,,,,4173.57,226.88,879.2,,,,,,,,,,
1991-11-07,,,,4184.74,228.93,899.59,,,,,,,,,,
1991-11-08,,,,4236.64,231.22,914.82,,,,,,,,,,
1991-11-09,,,,,,965.26,,,,,,,,,,
1991-11-11,,,,4230.91,233.55,,,,,,,,,,,
1991-11-12,,,,4253.02,235.8,1122.72,,,,,,,,,,
1991-11-13,,,,4240.28,236.67,1149.97,,,,,,,,,,
1991-11-14,,,,4211.32,237.45,1186.84,,,,,,,,,,
1991-11-15,,,,4271.34,238.25,1142.06,,,,,,,,,,
1991-11-16,,,,,,1111.52,,,,,,,,,,
1991-11-18,,,,4198.21,240.62,917.6,,,,,,,,,,
1991-11-19,,,,4261.23,242.24,1065.5,,,,,,,,,,
1991-11-20,,,,4200.94,244.5,1062.21,,,,,,,,,,
1991-11-21,,,,4234.57,246.31,1009.91,,,,,,,,,,
1991-11-22,,,,4243.07,248.53,1039.52,,,,,,,,,,
1991-11-23,,,,,,1035.89,,,,,,,,,,
1991-11-25,,,,4220.74,250.85,994.93,,,,,,,,,,
1991-11-26,,,,4202.1,252.97,929.58,,,,,,,,,,
1991-11-27,,,,4179.3,255.45,975.31,,,,,,,,,,
1991-11-28,,,,4145.61,257.35,936.05,,,,,,,,,,
1991-11-29,,,,4149.8,259.6,899.8,,,,,,,,,,
1991-11-30,,,,,,881.49,,,,,,,,,,
1991-12-02,,,,4094.42,262.19,873.26,,,,,,,,,,
1991-12-03,,,,4124.38,264.81,909.47,,,,,,,,,,
1991-12-04,,,,4161.59,265.77,911.56,,,,,,,,,,
1991-12-05,,,,4157.15,266.66,879.01,,,,,,,,,,
1991-12-06,,,,4190.04,269.35,893.58,,,,,,,,,,
1991-12-07,,,,,,902.66,,,,,,,,,,
1991-12-09,,,,4203.2,270.27,911.79,,,,,,,,,,
1991-12-10,,,,4128.32,272.91,922.39,,,,,,,,,,
1991-12-11,,,,4097.23,273.71,916.16,,,,,,,,,,
1991-12-12,,,,4096.0,274.41,900.16,,,,,,,,,,
1991-12-13,,,,4155.48,277.0,879.26,,,,,,,,,,
1991-12-14,,,,,,890.76,,,,,,,,,,
1991-12-16,,,,4171.66,277.85,898.15,,,,,,,,,,
1991-12-17,,,,4185.03,278.68,890.63,,,,,,,,,,
1991-12-18,,,,4177.67,279.51,891.0,,,,,,,,,,
1991-12-19,,,,4182.81,280.17,887.33,,,,,,,,,,
1991-12-20,,,,4142.61,282.83,886.13,,,,,,,,,,
1991-12-21,,,,,,888.37,,,,,,,,,,
1991-12-23,,,,4146.12,285.65,898.97,,,,,,,,,,
1991-12-24,,,,4192.76,286.22,962.97,,,,,,,,,,
1991-12-25,,,,,287.15,959.07,,,,,,,,,,
1991-12-26,,,,,288.03,930.27,,,,,,,,,,
1991-12-27,,,,4236.2,290.85,944.38,,,,,,,,,,
1991-12-28,,,,,,965.55,,,,,,,,,,
1991-12-30,,,,4275.2,291.71,953.42,,,,,,,,,,
1991-12-31,,,,4297.33,292.75,963.57,,,,,,,,,,
1992-01-02,,,,4301.78,293.75,964.7,,,,,,,,,,
1992-01-03,,,,4307.13,296.52,962.16,,,,,,,,,,
1992-01-06,,,,4306.97,297.68,973.08,,,,,,,,,,
1992-01-07,,,,4347.93,298.77,986.99,,,,,,,,,,
1992-01-08,,,,4337.67,299.66,979.09,,,,,,,,,,
