日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2005-06-07,816.43,810.67,831.33,809.71,19307,896154647.0,2.66,-0.37,-3.03,0.0
2005-06-08,826.08,879.31,882.38,818.9,56093,2718000868.0,7.83,8.47,68.64,0.0
2005-06-09,881.3,885.82,903.46,867.0,56883,2794290950.0,4.15,0.74,6.51,0.0
2005-06-10,885.89,875.21,885.89,868.48,34492,1704155503.0,1.97,-1.2,-10.61,0.0
2005-06-13,862.66,859.38,867.3,846.23,27158,1322202990.0,2.41,-1.81,-15.83,0.0
2005-06-14,861.18,858.4,877.64,857.54,26452,1344177531.0,2.34,-0.11,-0.98,0.0
2005-06-15,855.67,851.18,860.33,846.71,19946,1042008134.0,1.59,-0.84,-7.22,0.0
2005-06-16,850.69,863.35,864.02,845.6,20113,1041274501.0,2.16,1.43,12.17,0.0
2005-06-17,870.54,872.52,878.8,866.96,33756,1743876900.0,1.37,1.06,9.17,0.0
2005-06-20,873.61,885.68,886.01,865.42,24453,1133967845.0,2.36,1.51,13.16,0.0
2005-06-21,886.47,878.8,886.47,877.19,18539,819093103.0,1.05,-0.78,-6.88,0.0
2005-06-22,876.12,875.11,877.51,870.33,13064,559185039.0,0.82,-0.42,-3.69,0.0
2005-06-23,875.0,870.2,877.49,869.81,12935,554422280.0,0.88,-0.56,-4.91,0.0
2005-06-24,869.95,875.61,875.82,867.47,13004,542817531.0,0.96,0.62,5.41,0.0
2005-06-27,879.06,888.17,890.29,879.06,25010,1095252557.0,1.28,1.43,12.56,0.0
2005-06-28,885.69,880.36,885.69,878.65,15018,638908293.0,0.79,-0.88,-7.81,0.0
2005-06-29,896.52,883.65,896.52,882.51,32358,1578723642.0,1.59,0.37,3.29,0.0
2005-06-30,882.44,866.57,882.44,865.17,18623,816314241.0,1.95,-1.93,-17.08,0.0
2005-07-01,864.5,860.5,869.99,858.49,16907,747085940.0,1.33,-0.7,-6.07,0.0
2005-07-04,856.67,855.51,856.67,845.66,16108,671426514.0,1.28,-0.58,-4.99,0.0
2005-07-05,847.58,843.83,849.09,837.99,13404,706886155.0,1.3,-1.37,-11.68,0.0
2005-07-06,845.07,837.61,847.34,834.81,11026,513810648.0,1.48,-0.74,-6.22,0.0
2005-07-07,837.11,842.62,846.46,835.2,9738,417769058.0,1.34,0.6,5.01,0.0
2005-07-08,841.24,828.78,841.25,827.19,11746,525632034.0,1.67,-1.64,-13.84,0.0
2005-07-11,833.45,822.79,845.63,820.33,14599,675290008.0,3.05,-0.72,-5.99,0.0
2005-07-12,817.76,846.07,848.22,815.79,27694,1340868781.0,3.94,2.83,23.28,0.0
2005-07-13,844.08,841.36,848.45,835.84,14297,674602813.0,1.49,-0.56,-4.71,0.0
2005-07-14,838.02,843.46,851.12,835.37,19940,947497461.0,1.87,0.25,2.1,0.0
2005-07-15,843.62,834.64,849.16,831.47,17454,758561966.0,2.1,-1.05,-8.82,0.0
2005-07-18,831.48,825.25,833.53,822.86,11717,491843206.0,1.28,-1.13,-9.39,0.0
2005-07-19,824.13,824.26,828.55,817.23,12088,529807722.0,1.37,-0.12,-0.99,0.0
2005-07-20,824.19,834.37,835.02,821.52,14938,700476088.0,1.64,1.23,10.11,0.0
2005-07-21,834.39,838.17,838.54,829.28,19167,895730813.0,1.11,0.46,3.8,0.0
2005-07-22,840.59,848.18,854.59,833.95,44921,2054952848.0,2.46,1.19,10.01,0.0
2005-07-25,847.43,846.38,850.4,844.12,17627,817105474.0,0.74,-0.21,-1.8,0.0
2005-07-26,847.37,865.04,867.91,847.37,38899,1791007667.0,2.43,2.2,18.66,0.0
2005-07-27,864.71,879.8,880.07,864.03,33949,1512465199.0,1.85,1.71,14.76,0.0
2005-07-28,880.44,876.81,882.36,874.27,22899,1009314861.0,0.92,-0.34,-2.99,0.0
2005-07-29,875.64,874.57,877.98,871.1,27190,1039399704.0,0.78,-0.26,-2.24,0.0
2005-08-01,874.44,879.01,882.51,874.29,22601,852300166.0,0.94,0.51,4.44,0.0
2005-08-02,880.16,886.83,887.02,877.81,22786,956601653.0,1.05,0.89,7.82,0.0
2005-08-03,887.88,889.61,897.29,885.53,41207,1598675829.0,1.33,0.31,2.78,0.0
2005-08-04,888.38,888.36,891.09,885.39,24083,919577381.0,0.64,-0.14,-1.25,0.0
2005-08-05,888.04,902.53,902.82,887.93,30026,1232793560.0,1.68,1.6,14.17,0.0
2005-08-08,904.62,910.8,915.3,904.62,34955,1460743912.0,1.18,0.92,8.27,0.0
2005-08-09,909.75,918.43,918.7,906.07,31489,1321093603.0,1.39,0.84,7.63,0.0
2005-08-10,918.62,922.26,922.52,911.25,33141,1450755209.0,1.23,0.42,3.83,0.0
2005-08-11,922.42,928.33,929.69,922.07,41839,1862329712.0,0.83,0.66,6.07,0.0
2005-08-12,932.67,924.96,937.24,920.54,54209,2395080565.0,1.8,-0.36,-3.37,0.0
2005-08-15,924.84,935.37,935.94,923.46,30537,1344877400.0,1.35,1.13,10.41,0.0
2005-08-16,935.95,927.19,937.88,923.69,32551,1440346615.0,1.52,-0.87,-8.18,0.0
2005-08-17,929.4,933.74,934.4,917.31,37157,1671275061.0,1.84,0.71,6.55,0.0
2005-08-18,953.43,923.16,958.02,921.48,89428,4032994883.0,3.91,-1.13,-10.58,0.0
2005-08-19,920.99,925.54,931.34,915.19,46694,2056349560.0,1.75,0.26,2.38,0.0
2005-08-22,928.6,928.48,933.12,921.54,52362,2432619310.0,1.25,0.32,2.94,0.0
2005-08-23,929.59,922.43,929.74,914.93,33160,1524039958.0,1.6,-0.65,-6.05,0.0
2005-08-24,924.33,931.89,937.62,924.33,36586,1681884636.0,1.44,1.03,9.46,0.0
2005-08-25,932.79,929.11,935.32,920.19,42129,1883791549.0,1.62,-0.3,-2.78,0.0
2005-08-26,928.67,925.01,928.67,920.56,34975,1537011387.0,0.87,-0.44,-4.1,0.0
2005-08-29,926.14,909.43,926.14,906.52,32624,1439892615.0,2.12,-1.68,-15.58,0.0
2005-08-30,906.95,907.34,913.36,903.44,23628,1017139633.0,1.09,-0.23,-2.09,0.0
2005-08-31,906.95,920.84,921.67,904.44,25825,1114075327.0,1.9,1.49,13.5,0.0
2005-09-01,921.36,933.31,934.28,917.63,42318,1825089242.0,1.81,1.35,12.47,0.0
2005-09-02,934.3,932.88,934.54,926.06,29806,1306772970.0,0.91,-0.05,-0.43,0.0
2005-09-05,932.32,934.96,935.92,927.2,30784,1332286369.0,0.93,0.22,2.08,0.0
2005-09-06,935.21,916.97,936.0,915.25,36487,1621328014.0,2.22,-1.92,-17.99,0.0
2005-09-07,915.42,929.5,930.4,914.33,34806,1584666967.0,1.75,1.37,12.53,0.0
2005-09-08,931.55,933.23,937.88,927.14,39204,1868982012.0,1.16,0.4,3.73,0.0
2005-09-09,933.75,932.49,940.31,927.84,29107,1358569167.0,1.34,-0.08,-0.74,0.0
2005-09-12,932.42,932.53,937.04,928.8,21226,954000114.0,0.88,0.0,0.04,0.0
2005-09-13,932.57,941.9,942.18,929.59,28421,1317018349.0,1.35,1.0,9.37,0.0
2005-09-14,943.46,947.07,947.33,939.58,33098,1525995783.0,0.82,0.55,5.17,0.0
2005-09-15,947.56,951.54,951.88,944.17,31038,1482121706.0,0.81,0.47,4.47,0.0
2005-09-16,951.94,947.82,952.56,944.94,24543,1154226379.0,0.8,-0.39,-3.72,0.0
2005-09-19,949.34,957.26,957.47,946.9,28408,1452945340.0,1.12,1.0,9.44,0.0
2005-09-20,958.48,951.67,960.38,947.93,42678,1973498785.0,1.3,-0.58,-5.59,0.0
2005-09-21,952.19,935.86,952.19,933.39,40290,1822414699.0,1.98,-1.66,-15.81,0.0
2005-09-22,934.2,916.05,934.2,907.58,35055,1602306068.0,2.84,-2.12,-19.81,0.0
2005-09-23,914.48,912.6,919.81,910.19,20123,918920296.0,1.05,-0.38,-3.45,0.0
2005-09-26,911.52,910.7,916.11,907.64,17647,818647677.0,0.93,-0.21,-1.9,0.0
2005-09-27,911.07,899.48,914.22,898.13,21703,1013340981.0,1.77,-1.23,-11.22,0.0
2005-09-28,897.44,895.66,905.58,893.44,17397,792414862.0,1.35,-0.42,-3.82,0.0
2005-09-29,897.54,907.41,907.88,897.54,24860,1128681607.0,1.15,1.31,11.75,0.0
2005-09-30,907.63,911.09,913.42,903.68,17943,841120827.0,1.07,0.41,3.68,0.0
2005-10-10,909.99,898.99,910.27,897.02,12930,581800629.0,1.45,-1.33,-12.1,0.0
2005-10-11,899.1,908.78,908.88,895.21,14482,675810166.0,1.52,1.09,9.79,0.0
2005-10-12,909.94,909.64,912.9,904.76,21369,992941988.0,0.9,0.09,0.86,0.0
2005-10-13,911.01,904.42,913.39,904.05,19446,907417897.0,1.03,-0.57,-5.22,0.0
2005-10-14,903.87,892.95,906.38,889.73,17425,843801133.0,1.84,-1.27,-11.47,0.0
2005-10-17,892.34,878.42,892.34,872.04,19078,824382629.0,2.27,-1.63,-14.53,0.0
2005-10-18,877.21,881.62,883.15,875.81,17848,788877790.0,0.84,0.36,3.2,0.0
2005-10-19,881.66,875.88,887.76,874.53,16977,770343507.0,1.5,-0.65,-5.74,0.0
2005-10-20,874.72,874.78,875.49,864.5,19158,822172897.0,1.25,-0.13,-1.1,0.0
2005-10-21,874.89,876.92,879.54,872.03,21546,934590182.0,0.86,0.24,2.14,0.0
2005-10-24,877.63,871.13,877.63,864.97,37137,1502045148.0,1.44,-0.66,-5.79,0.0
2005-10-25,871.16,860.05,871.16,859.28,27267,1153674182.0,1.36,-1.27,-11.08,0.0
2005-10-26,857.97,841.51,857.97,837.61,25995,1050200122.0,2.37,-2.16,-18.54,0.0
2005-10-27,838.91,836.12,839.35,828.99,30794,1267361181.0,1.23,-0.64,-5.39,0.0
2005-10-28,834.58,830.1,838.44,820.1,22501,931109417.0,2.19,-0.72,-6.02,0.0
2005-10-31,828.19,838.37,840.93,824.93,17605,734454640.0,1.93,1.0,8.27,0.0
2005-11-01,837.0,832.85,837.85,824.25,16766,694117370.0,1.62,-0.66,-5.52,0.0
2005-11-02,832.4,844.46,848.48,832.4,22441,902222048.0,1.93,1.39,11.61,0.0
2005-11-03,844.32,835.46,848.27,832.33,20329,801952214.0,1.89,-1.07,-9.0,0.0
2005-11-04,836.18,841.09,841.56,831.54,15463,664307364.0,1.2,0.67,5.63,0.0
2005-11-07,841.38,841.71,842.04,831.87,11840,484318020.0,1.21,0.07,0.62,0.0
2005-11-08,841.25,845.99,846.52,834.78,17279,709770300.0,1.39,0.51,4.28,0.0
2005-11-09,845.83,845.02,851.91,843.07,21652,881937363.0,1.04,-0.11,-0.97,0.0
2005-11-10,846.14,827.36,846.14,826.08,20761,857595422.0,2.37,-2.09,-17.66,0.0
2005-11-11,826.16,824.7,829.33,819.61,16625,669582854.0,1.17,-0.32,-2.66,0.0
2005-11-14,824.33,820.74,824.33,816.97,11903,459573987.0,0.89,-0.48,-3.96,0.0
2005-11-15,820.27,819.72,827.45,816.88,15243,617072426.0,1.29,-0.12,-1.02,0.0
2005-11-16,820.13,833.64,834.02,809.89,22821,873937176.0,2.94,1.7,13.92,0.0
2005-11-17,833.08,828.94,834.47,827.44,17087,673172463.0,0.84,-0.56,-4.7,0.0
2005-11-18,828.25,847.74,854.53,827.7,37913,1526879209.0,3.24,2.27,18.8,0.0
2005-11-21,848.12,849.79,853.05,845.61,17634,697569174.0,0.88,0.24,2.05,0.0
2005-11-22,849.95,833.54,849.95,833.38,17570,686758450.0,1.95,-1.91,-16.25,0.0
2005-11-23,832.28,839.3,840.98,829.07,13835,536158102.0,1.43,0.69,5.76,0.0
2005-11-24,839.7,844.86,853.1,839.19,25445,991707956.0,1.66,0.66,5.56,0.0
2005-11-25,844.66,844.02,845.54,838.5,11216,437844750.0,0.83,-0.1,-0.84,0.0
2005-11-28,841.76,841.05,847.19,837.62,12096,492658028.0,1.13,-0.35,-2.97,0.0
2005-11-29,839.75,829.99,840.28,828.07,12201,481108446.0,1.45,-1.32,-11.06,0.0
2005-11-30,828.89,829.09,829.72,823.85,9472,376154872.0,0.71,-0.11,-0.9,0.0
2005-12-01,828.55,829.54,833.16,824.71,9141,406446120.0,1.02,0.05,0.45,0.0
2005-12-02,829.97,829.66,834.31,825.16,12622,501968099.0,1.1,0.01,0.12,0.0
2005-12-05,829.21,820.58,829.21,818.66,12421,473392735.0,1.27,-1.09,-9.08,0.0
2005-12-06,819.32,829.23,831.29,816.67,16544,660458251.0,1.78,1.05,8.65,0.0
2005-12-07,829.79,839.45,839.88,828.05,17442,710507747.0,1.43,1.23,10.22,0.0
2005-12-08,840.79,838.42,843.61,834.57,15866,650833604.0,1.08,-0.12,-1.03,0.0
2005-12-09,838.42,849.42,851.81,836.46,19205,793017969.0,1.83,1.31,11.0,0.0
2005-12-12,850.97,849.38,851.43,845.53,14350,625344140.0,0.69,0.0,-0.04,0.0
2005-12-13,848.68,851.26,851.41,842.68,17092,716753406.0,1.03,0.22,1.88,0.0
2005-12-14,849.95,854.37,856.54,844.1,22190,865465095.0,1.46,0.37,3.11,0.0
2005-12-15,854.68,855.81,863.0,853.77,29193,1175609231.0,1.08,0.17,1.44,0.0
2005-12-16,855.22,861.27,862.23,854.08,20953,784820064.0,0.95,0.64,5.46,0.0
2005-12-19,863.74,869.36,872.15,860.41,29920,1098797103.0,1.36,0.94,8.09,0.0
2005-12-20,869.3,870.56,870.58,863.27,20674,792901865.0,0.84,0.14,1.2,0.0
2005-12-21,869.94,865.01,874.63,863.25,19969,826089398.0,1.31,-0.64,-5.55,0.0
2005-12-22,863.62,869.17,869.96,861.69,19177,815586640.0,0.96,0.48,4.16,0.0
2005-12-23,869.88,875.62,875.76,868.41,20976,883283140.0,0.85,0.74,6.45,0.0
2005-12-26,876.74,886.53,889.77,876.13,35839,1475279376.0,1.56,1.25,10.91,0.0
2005-12-27,887.46,888.33,890.94,883.52,26572,1130860215.0,0.84,0.2,1.8,0.0
2005-12-28,888.37,895.09,895.26,886.09,29694,1199510456.0,1.03,0.76,6.76,0.0
2005-12-29,895.03,898.4,898.66,892.95,35448,1516978326.0,0.64,0.37,3.31,0.0
2005-12-30,899.27,891.02,901.06,888.91,35286,1569009197.0,1.35,-0.82,-7.38,0.0
2006-01-04,888.19,901.88,901.99,886.01,45174,1899937595.0,1.79,1.22,10.86,0.0
2006-01-05,902.89,917.23,919.66,901.01,58131,2406223916.0,2.07,1.7,15.35,0.0
2006-01-06,917.75,923.19,929.65,911.87,62043,2607259940.0,1.94,0.65,5.96,0.0
2006-01-09,923.96,923.68,926.41,916.01,47763,2026701987.0,1.13,0.05,0.49,0.0
2006-01-10,923.08,924.12,924.36,911.63,43693,1840136366.0,1.38,0.05,0.44,0.0
2006-01-11,922.72,918.89,928.69,913.66,52370,2141190651.0,1.63,-0.57,-5.23,0.0
2006-01-12,918.38,927.35,928.21,912.17,45592,1952439114.0,1.75,0.92,8.46,0.0
2006-01-13,927.76,921.03,929.22,916.63,40484,1762537525.0,1.36,-0.68,-6.32,0.0
2006-01-16,920.82,907.05,921.16,906.91,41179,1722314005.0,1.55,-1.52,-13.98,0.0
2006-01-17,906.02,913.02,913.68,904.9,31106,1313120469.0,0.97,0.66,5.97,0.0
2006-01-18,912.97,930.55,931.94,911.43,41278,1739526174.0,2.25,1.92,17.53,0.0
2006-01-19,933.38,945.27,947.28,925.78,65534,2655014763.0,2.31,1.58,14.72,0.0
2006-01-20,944.41,947.33,949.75,941.29,56736,2344185999.0,0.89,0.22,2.06,0.0
2006-01-23,948.03,948.24,951.15,942.73,44959,1901466995.0,0.89,0.1,0.91,0.0
2006-01-24,948.7,946.59,953.93,941.94,39978,1738005403.0,1.26,-0.17,-1.65,0.0
2006-01-25,946.95,955.0,955.45,943.08,38108,1758376573.0,1.31,0.89,8.41,0.0
2006-02-06,958.21,978.32,978.63,958.21,51810,2259136713.0,2.14,2.44,23.32,0.0
2006-02-07,980.17,975.22,986.73,966.67,65112,2866308231.0,2.05,-0.32,-3.1,0.0
2006-02-08,976.91,979.35,981.99,969.06,63098,2816792620.0,1.33,0.42,4.13,0.0
2006-02-09,978.87,967.51,980.89,964.8,47738,2070217714.0,1.64,-1.21,-11.84,0.0
2006-02-10,967.59,978.94,979.74,961.67,45454,1987766430.0,1.87,1.18,11.43,0.0
2006-02-13,978.77,977.05,980.7,967.35,38287,1664356726.0,1.36,-0.19,-1.89,0.0
2006-02-14,977.76,976.02,978.25,969.8,30587,1326778186.0,0.86,-0.11,-1.03,0.0
2006-02-15,977.77,983.92,988.88,977.77,58918,2785461309.0,1.14,0.81,7.9,0.0
2006-02-16,984.75,959.42,984.75,957.49,52301,2349507802.0,2.77,-2.49,-24.5,0.0
2006-02-17,957.07,958.66,968.56,953.43,40577,1764654199.0,1.58,-0.08,-0.76,0.0
2006-02-20,959.43,962.18,969.07,956.39,34342,1610352970.0,1.32,0.37,3.52,0.0
2006-02-21,961.37,984.04,984.56,956.39,55619,2430224501.0,2.93,2.27,21.86,0.0
2006-02-22,985.43,983.63,995.72,980.33,65141,2800677210.0,1.56,-0.04,-0.41,0.0
2006-02-23,983.51,988.18,989.16,976.55,40844,1862933285.0,1.28,0.46,4.55,0.0
2006-02-24,990.92,997.23,998.51,988.83,48536,2232509291.0,0.98,0.92,9.05,0.0
2006-02-27,997.71,992.39,999.77,989.77,37192,1643194843.0,1.0,-0.49,-4.84,0.0
2006-02-28,989.98,993.25,995.27,977.27,34646,1493922439.0,1.81,0.09,0.86,0.0
2006-03-01,993.97,998.38,999.7,991.77,32979,1460733943.0,0.8,0.52,5.13,0.0
2006-03-02,998.29,981.51,999.04,978.82,44739,1938488667.0,2.03,-1.69,-16.87,0.0
2006-03-03,980.34,990.72,992.32,975.82,40725,1889432472.0,1.68,0.94,9.21,0.0
