股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
301488,豪恩汽电,20.0,138.4,-,-,-,23.07,0.0,-,135.86,-,-,115.33,12732800000,3240246819,0.301488,深A,2025-08-29 09:22:42,2025-08-29
300972,万辰集团,19.55,211.0,-,-,-,34.5,0.0,-,41.97,-,-,176.5,39586778082,34486567317,0.300972,深A,2025-08-29 09:22:42,2025-08-29
300389,艾比森,19.05,17.5,-,-,-,2.8,0.0,-,27.81,-,-,14.7,6459255548,4080673118,0.300389,深A,2025-08-29 09:22:42,2025-08-29
301123,奕东电子,14.41,54.7,-,-,-,6.89,0.0,-,1064.34,-,-,47.81,12777920000,12777920000,0.301123,深A,2025-08-29 09:22:42,2025-08-29
831906,舜宇精工,13.43,34.13,-,-,-,4.04,0.0,-,35.08,-,-,30.09,2217426100,1132543401,0.831906,深A,2025-08-29 09:22:43,2025-08-29
688286,敏芯股份,13.1,96.0,-,-,-,11.12,0.0,-,106.73,-,-,84.88,5377221984,5377221984,1.688286,沪A,2025-08-29 09:22:48,2025-08-29
300955,嘉亨家化,13.04,30.0,-,-,-,3.46,0.0,-,-47.05,-,-,26.54,3024000000,3024000000,0.300955,深A,2025-08-29 09:22:42,2025-08-29
300394,天孚通信,10.75,199.36,-,-,-,19.35,0.0,-,86.18,-,-,180.01,154985632030,154673931673,0.300394,深A,2025-08-29 09:22:42,2025-08-29
301326,捷邦科技,10.44,118.0,-,-,-,11.15,0.0,-,-112.43,-,-,106.85,8550224304,3192675024,0.301326,深A,2025-08-29 09:22:42,2025-08-29
873223,荣亿精密,10.38,18.5,-,-,-,1.74,0.0,-,-278.51,-,-,16.76,2909772500,1509299375,0.873223,深A,2025-08-29 09:22:43,2025-08-29
301526,国际复材,10.04,8.66,-,-,-,0.79,0.0,-,70.59,-,-,7.87,32655803896,12162042713,0.301526,深A,2025-08-29 09:22:42,2025-08-29
600156,华升股份,10.04,10.52,-,-,-,0.96,0.0,-,-156.04,-,-,9.56,4230204585,4230204585,1.600156,沪A,2025-08-29 09:22:50,2025-08-29
603177,德创环保,10.02,14.5,-,-,-,1.32,0.0,-,85.74,-,-,13.18,2989233000,2960784000,1.603177,沪A,2025-08-29 09:22:47,2025-08-29
601869,长飞光纤,10.01,91.25,-,-,-,8.3,0.0,-,116.82,-,-,82.95,69158841105,37078371153,1.601869,沪A,2025-08-29 09:22:49,2025-08-29
600176,中国巨石,10.01,15.61,-,-,-,1.42,0.0,-,18.52,-,-,14.19,62488964324,62488964324,1.600176,沪A,2025-08-29 09:22:50,2025-08-29
600895,张江高科,10.01,42.54,-,-,-,3.87,0.0,-,89.23,-,-,38.67,65881253457,65881253457,1.600895,沪A,2025-08-29 09:22:50,2025-08-29
603068,博通集成,10.0,51.38,-,-,-,4.67,0.0,-,200.94,-,-,46.71,7728834753,7728834753,1.603068,沪A,2025-08-29 09:22:45,2025-08-29
