股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
920112,N巴兰仕,185.17,45.0,-,-,-,29.22,0.0,-,23.8,-,-,15.78,3690000000,1043235000,0.920112,深A,2025-08-28 09:22:05,2025-08-28
300435,中泰股份,19.49,19.8,-,-,-,3.23,0.0,-,28.35,-,-,16.57,7637117400,7302529674,0.300435,深A,2025-08-28 09:22:06,2025-08-28
831641,格利尔,19.35,22.88,-,-,-,3.71,0.0,-,272.52,-,-,19.17,1717716000,1021760054,0.831641,深A,2025-08-28 09:22:05,2025-08-28
688228,开普云,14.14,129.78,-,-,-,16.08,0.0,-,1159.88,-,-,113.7,8762517187,8762517187,1.688228,沪A,2025-08-28 09:22:09,2025-08-28
688189,南新制药,13.66,19.3,-,-,-,2.32,0.0,-,-164.91,-,-,16.98,5295920000,5295920000,1.688189,沪A,2025-08-28 09:22:08,2025-08-28
300389,艾比森,13.14,13.86,-,-,-,1.61,0.0,-,22.03,-,-,12.25,5115730394,3231893109,0.300389,深A,2025-08-28 09:22:06,2025-08-28
300125,*ST聆达,11.96,9.36,-,-,-,1.0,0.0,-,-11.95,-,-,8.36,2504735953,2484409899,0.300125,深A,2025-08-28 09:22:06,2025-08-28
688638,誉辰智能,11.5,42.48,-,-,-,4.38,0.0,-,-21.67,-,-,38.1,2378880000,1124064215,1.688638,沪A,2025-08-28 09:21:57,2025-08-28
832885,星辰科技,10.64,26.93,-,-,-,2.59,0.0,-,105.11,-,-,24.34,4576171812,2370475090,0.832885,深A,2025-08-28 09:22:05,2025-08-28
301488,豪恩汽电,10.17,105.88,-,-,-,9.77,0.0,-,103.93,-,-,96.11,9740960000,2478882465,0.301488,深A,2025-08-28 09:22:06,2025-08-28
002256,兆新股份,10.15,2.93,-,-,-,0.27,0.0,-,947.01,-,-,2.66,5819347384,5716704093,0.002256,深A,2025-08-28 09:22:06,2025-08-28
002250,联化科技,10.04,12.82,-,-,-,1.17,0.0,-,26.09,-,-,11.65,11683290560,11621767880,0.002250,深A,2025-08-28 09:22:06,2025-08-28
002392,北京利尔,10.04,8.33,-,-,-,0.76,0.0,-,22.78,-,-,7.57,9916788689,9528531920,0.002392,深A,2025-08-28 09:22:06,2025-08-28
603177,德创环保,10.02,13.18,-,-,-,1.2,0.0,-,77.93,-,-,11.98,2717109720,2691250560,1.603177,沪A,2025-08-28 09:22:07,2025-08-28
603303,得邦照明,10.01,16.49,-,-,-,1.5,0.0,-,27.53,-,-,14.99,7864816042,7864816042,1.603303,沪A,2025-08-28 09:22:08,2025-08-28
603068,博通集成,10.01,46.71,-,-,-,4.25,0.0,-,182.68,-,-,42.46,7026350162,7026350162,1.603068,沪A,2025-08-28 09:22:06,2025-08-28
603083,剑桥科技,10.0,97.01,-,-,-,8.82,0.0,-,107.53,-,-,88.19,26000604775,26000604775,1.603083,沪A,2025-08-28 09:22:06,2025-08-28
600211,西藏药业,10.0,49.28,-,-,-,4.48,0.0,-,14.0,-,-,44.8,15883889979,15883889979,1.600211,沪A,2025-08-28 09:22:08,2025-08-28
603256,宏和科技,10.0,44.89,-,-,-,4.08,0.0,-,225.99,-,-,40.81,39490967475,39490967475,1.603256,沪A,2025-08-28 09:22:06,2025-08-28
603859,能科科技,10.0,58.32,-,-,-,5.3,0.0,-,64.51,-,-,53.02,14270769922,14270769922,1.603859,沪A,2025-08-28 09:22:06,2025-08-28
605255,天普股份,10.0,42.9,-,-,-,3.9,0.0,-,164.81,-,-,39.0,5752032000,5752032000,1.605255,沪A,2025-08-28 09:22:06,2025-08-28
605188,国光连锁,9.99,18.49,-,-,-,1.68,0.0,-,232.94,-,-,16.81,9269989235,9269989235,1.605188,沪A,2025-08-28 09:22:07,2025-08-28
600741,华域汽车,9.98,20.06,-,-,-,1.82,0.0,-,10.97,-,-,18.24,63243643119,63243643119,1.600741,沪A,2025-08-28 09:22:08,2025-08-28
000061,农 产 品,9.92,8.42,-,-,-,0.76,0.0,-,37.5,-,-,7.66,14288437983,14288175911,0.000061,深A,2025-08-28 09:22:06,2025-08-28
603948,建业股份,9.87,26.49,-,-,-,2.38,0.0,-,21.69,-,-,24.11,4304338034,4304338034,1.603948,沪A,2025-08-28 09:22:07,2025-08-28
002195,岩山科技,9.84,8.04,-,-,-,0.72,0.0,-,339.69,-,-,7.32,45591259756,45034144164,0.002195,深A,2025-08-28 09:22:06,2025-08-28
603363,傲农生物,9.63,5.01,-,-,-,0.44,0.0,-,18.07,-,-,4.57,13040838748,8005788748,1.603363,沪A,2025-08-28 09:22:06,2025-08-28
000592,平潭发展,9.56,4.24,-,-,-,0.37,0.0,-,473.33,-,-,3.87,8190750982,8119991984,0.000592,深A,2025-08-28 09:22:06,2025-08-28
002718,友邦吊顶,9.49,20.2,-,-,-,1.75,0.0,-,130.71,-,-,18.45,2655246146,1141418978,0.002718,深A,2025-08-28 09:21:57,2025-08-28
600980,北矿科技,9.3,30.68,-,-,-,2.61,0.0,-,53.46,-,-,28.07,5806604978,5761544955,1.600980,沪A,2025-08-28 09:22:08,2025-08-28
002792,通宇通讯,9.25,19.37,-,-,-,1.64,0.0,-,226.25,-,-,17.73,10119535055,6078415983,0.002792,深A,2025-08-28 09:22:06,2025-08-28
002446,盛路通信,9.22,8.65,-,-,-,0.73,0.0,-,78.93,-,-,7.92,7917532913,7332460510,0.002446,深A,2025-08-28 09:22:06,2025-08-28
002232,启明信息,9.03,25.61,-,-,-,2.12,0.0,-,368.72,-,-,23.49,10462925933,10462925933,0.002232,深A,2025-08-28 09:22:06,2025-08-28
300045,华力创通,8.96,24.57,-,-,-,2.02,0.0,-,2744.87,-,-,22.55,16281930549,12685814734,0.300045,深A,2025-08-28 09:22:06,2025-08-28
600210,紫江企业,8.09,6.95,-,-,-,0.52,0.0,-,11.15,-,-,6.43,10541316298,10541316298,1.600210,沪A,2025-08-28 09:22:06,2025-08-28
688260,昀冢科技,7.63,31.89,-,-,-,2.26,0.0,-,-19.15,-,-,29.63,3826800000,3826800000,1.688260,沪A,2025-08-28 09:22:05,2025-08-28
603181,皇马科技,7.12,20.3,-,-,-,1.35,0.0,-,27.33,-,-,18.95,11950610000,11950610000,1.603181,沪A,2025-08-28 09:22:07,2025-08-28
002380,科远智慧,6.55,31.88,-,-,-,1.96,0.0,-,28.17,-,-,29.92,7650933770,4519050253,0.002380,深A,2025-08-28 09:22:06,2025-08-28
831961,创远信科,6.42,28.2,-,-,-,1.7,0.0,-,318.92,-,-,26.5,4028102326,2929731981,0.831961,深A,2025-08-28 09:22:05,2025-08-28
688630,芯碁微装,5.99,132.0,-,-,-,7.46,0.0,-,61.22,-,-,124.54,17389774512,17389774512,1.688630,沪A,2025-08-28 09:22:07,2025-08-28
688335,复洁环保,5.78,15.38,-,-,-,0.84,0.0,-,171.52,-,-,14.54,2276772025,2276772025,1.688335,沪A,2025-08-28 09:22:08,2025-08-28
688222,成都先导,5.52,23.53,-,-,-,1.23,0.0,-,94.2,-,-,22.3,9428000400,9428000400,1.688222,沪A,2025-08-28 09:22:09,2025-08-28
300669,沪宁股份,5.02,34.97,-,-,-,1.67,0.0,-,362.2,-,-,33.3,6738912244,6382022797,0.300669,深A,2025-08-28 09:22:06,2025-08-28
688485,九州一轨,5.01,14.05,-,-,-,0.67,0.0,-,-494.95,-,-,13.38,2111603471,1238619591,1.688485,沪A,2025-08-28 09:22:08,2025-08-28
603721,*ST天择,5.0,21.63,-,-,-,1.03,0.0,-,-106.75,-,-,20.6,2811900000,2811900000,1.603721,沪A,2025-08-28 09:22:07,2025-08-28
600246,万通发展,4.96,12.9,-,-,-,0.61,0.0,-,-172.88,-,-,12.29,24386320940,24386320940,1.600246,沪A,2025-08-28 09:22:08,2025-08-28
