股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
113042,上银转债,0.12,121.677,122.163,121.011,121.406,0.147,2.27,0.67,-,453690,552086174.0,121.53,24308423479,24308423479,1.113042,沪A,2025-09-25 15:24:18,2025-09-25
113691,和邦转债,0.12,121.998,123.05,121.556,121.837,0.143,2.6,0.85,-,119630,146281697.0,121.855,5611568846,5611568846,1.113691,沪A,2025-09-25 15:24:09,2025-09-25
123241,欧通转债,0.12,541.3,546.005,521.877,538.0,0.639,119.18,0.95,-,310654,1670359100.879,540.661,1410892496,1410892496,0.123241,深A,2025-09-25 15:24:18,2025-09-25
127018,本钢转债,0.12,120.604,121.09,120.25,120.535,0.147,1.39,1.29,-,78287,94616355.928,120.457,6791159501,6791159501,0.127018,深A,2025-09-25 15:24:06,2025-09-25
127025,冀东转债,0.12,106.833,106.953,106.503,106.751,0.133,4.08,1.82,-,72563,77471455.7,106.7,1897795087,1897795087,0.127025,深A,2025-09-25 15:24:21,2025-09-25
127038,国微转债,0.12,130.66,132.872,130.02,130.458,0.163,2.61,0.73,-,38872,51194153.176,130.497,1949513053,1949513053,0.127038,深A,2025-09-25 15:24:15,2025-09-25
128108,蓝帆转债,0.11,107.421,107.48,107.166,107.305,0.116,2.25,0.9,-,34171,36691864.468,107.305,1633276364,1633276364,0.128108,深A,2025-09-25 15:24:18,2025-09-25
123088,威唐转债,0.1,132.13,132.802,131.332,131.8,0.13,4.94,0.79,-,14834,19593021.25,132.0,396960141,396960141,0.123088,深A,2025-09-25 15:24:06,2025-09-25
113052,兴业转债,0.1,120.896,121.496,120.284,120.754,0.118,1.23,0.65,-,506776,612898015.0,120.778,49993008702,49993008702,1.113052,沪A,2025-09-25 15:24:08,2025-09-25
113574,华体转债,0.1,133.982,135.241,133.474,133.6,0.134,8.9,0.8,-,18493,24853638.0,133.848,278348945,278348945,1.113574,沪A,2025-09-25 15:24:06,2025-09-25
118058,微导转债,0.09,227.889,229.0,220.339,225.88,0.215,34.76,0.48,-,406678,915490430.0,227.674,2666301300,2666301300,1.118058,沪A,2025-09-25 15:24:16,2025-09-25
123187,超达转债,0.09,149.912,151.242,149.0,149.775,0.137,7.3,0.74,-,19966,29995141.23,149.775,409827327,409827327,0.123187,深A,2025-09-25 15:23:45,2025-09-25
113660,寿22转债,0.09,118.201,118.931,117.996,118.2,0.11,1.39,0.83,-,5541,6562859.0,118.091,470072375,470072375,1.113660,沪A,2025-09-25 15:24:11,2025-09-25
113672,福蓉转债,0.09,142.262,144.0,141.341,141.5,0.129,8.94,1.05,-,35162,50244016.0,142.133,559702809,559702809,1.113672,沪A,2025-09-25 15:24:19,2025-09-25
118029,富淼转债,0.09,138.792,139.7,138.074,138.9,0.123,9.01,0.24,-,40547,56255773.0,138.669,624554285,624554285,1.118029,沪A,2025-09-25 15:24:06,2025-09-25
110070,凌钢转债,0.08,124.923,126.241,124.385,125.006,0.104,9.52,0.66,-,20658,25891949.0,124.819,271084159,271084159,1.110070,沪A,2025-09-25 15:24:29,2025-09-25
113696,伯25转债,0.08,140.583,142.1,140.33,140.38,0.106,1.8,0.68,-,50481,71376152.0,140.477,3939135660,3939135660,1.113696,沪A,2025-09-25 15:24:05,2025-09-25
127041,弘亚转债,0.08,124.288,124.99,123.56,124.181,0.105,3.33,1.01,-,19961,24882612.494,124.183,745613904,745613904,0.127041,深A,2025-09-25 15:24:15,2025-09-25
127016,鲁泰转债,0.08,112.854,113.08,112.437,112.82,0.095,1.58,0.75,-,22186,25054971.454,112.759,1579775434,1579775434,0.127016,深A,2025-09-25 15:24:18,2025-09-25
118053,正帆转债,0.08,143.917,145.491,142.5,143.888,0.116,5.08,0.91,-,52874,76181683.0,143.801,1498294414,1498294414,1.118053,沪A,2025-09-25 15:24:26,2025-09-25
118005,天奈转债,0.07,119.816,121.28,119.7,119.866,0.079,3.28,0.66,-,27184,32714295.0,119.737,994400910,994400910,1.118005,沪A,2025-09-25 15:24:28,2025-09-25
113682,益丰转债,0.07,121.918,122.5,121.527,121.92,0.091,1.7,0.75,-,30478,37182554.0,121.827,2191174913,2191174913,1.113682,沪A,2025-09-25 15:24:09,2025-09-25
123236,家联转债,0.06,145.379,147.082,144.001,145.708,0.089,3.73,0.69,-,26149,38066269.638,145.29,1019457880,1019457880,0.123236,深A,2025-09-25 15:24:00,2025-09-25
127054,双箭转债,0.05,125.145,125.888,124.815,125.086,0.06,1.67,0.56,-,8587,10766347.512,125.085,642743969,642743969,0.127054,深A,2025-09-25 15:23:42,2025-09-25
118050,航宇转债,0.05,187.624,193.641,186.014,187.2,0.102,16.02,0.49,-,106827,203332898.0,187.522,1251071203,1251071203,1.118050,沪A,2025-09-25 15:24:05,2025-09-25
118010,洁特转债,0.05,115.915,116.736,115.6,115.9,0.058,1.39,0.84,-,6106,7101450.0,115.857,509959928,509959928,1.118010,沪A,2025-09-25 15:24:23,2025-09-25
127060,湘佳转债,0.04,116.348,117.0,115.85,116.415,0.049,2.24,1.18,-,14344,16702563.663,116.299,744502708,744502708,0.127060,深A,2025-09-25 15:23:48,2025-09-25
118039,煜邦转债,0.04,130.448,131.093,129.876,130.478,0.049,4.28,0.73,-,17549,22896892.0,130.399,535369028,535369028,1.118039,沪A,2025-09-25 15:24:23,2025-09-25
123194,百洋转债,0.04,131.8,133.333,131.3,131.91,0.052,6.7,0.74,-,56674,75023773.04,131.748,1114927832,1114927832,0.123194,深A,2025-09-25 15:23:48,2025-09-25
123180,浙矿转债,0.04,119.55,120.457,119.309,119.552,0.05,2.12,0.75,-,6796,8145753.322,119.5,382457546,382457546,0.123180,深A,2025-09-25 15:24:27,2025-09-25
123192,科思转债,0.04,122.773,123.423,122.341,122.62,0.053,1.7,0.82,-,12231,15026026.03,122.72,882341559,882341559,0.123192,深A,2025-09-25 15:23:48,2025-09-25
113624,正川转债,0.04,124.667,125.59,124.4,124.7,0.052,3.74,0.9,-,15134,18911099.0,124.615,504689416,504689416,1.113624,沪A,2025-09-25 15:24:20,2025-09-25
127042,嘉美转债,0.03,118.0,118.3,117.6,117.969,0.04,2.3,0.86,-,17281,20391377.93,117.96,884735562,884735562,0.127042,深A,2025-09-25 15:24:33,2025-09-25
127053,豪美转债,0.03,244.0,247.5,241.763,243.93,0.07,32.58,0.59,-,84186,206061620.77,243.93,630532600,630532600,0.127053,深A,2025-09-25 15:24:21,2025-09-25
123214,东宝转债,0.02,120.265,121.077,119.951,120.243,0.024,2.51,0.97,-,11437,13779542.53,120.241,547166063,547166063,0.123214,深A,2025-09-25 15:23:54,2025-09-25
128137,洁美转债,0.02,138.833,140.076,138.0,138.2,0.034,6.28,0.69,-,37617,52263865.29,138.799,830988392,830988392,0.128137,深A,2025-09-25 15:24:12,2025-09-25
110086,精工转债,0.02,118.265,119.2,118.002,118.142,0.023,1.32,0.51,-,26419,31303001.0,118.242,2365206571,2365206571,1.110086,沪A,2025-09-25 15:24:30,2025-09-25
127082,亚科转债,0.01,137.0,138.422,136.501,137.003,0.019,3.51,0.64,-,40632,55849225.973,136.981,1587621212,1587621212,0.127082,深A,2025-09-25 15:24:27,2025-09-25
123255,鼎龙转债,0.01,162.29,164.373,159.5,161.63,0.013,10.57,0.57,-,96195,156211300.344,162.277,1476839000,1476839000,0.123255,深A,2025-09-25 15:23:54,2025-09-25
127015,希望转债,0.01,108.45,108.86,108.0,108.5,0.01,3.09,0.71,-,29299,31787198.992,108.44,1029608792,1029608792,0.127015,深A,2025-09-25 15:24:03,2025-09-25
110064,建工转债,0.0,114.509,115.368,114.349,114.538,0.005,1.91,0.9,-,24155,27720170.0,114.504,1447952564,1447952564,1.110064,沪A,2025-09-25 15:24:18,2025-09-25
127080,声迅转债,0.0,124.405,124.975,124.2,124.85,0.006,1.52,0.62,-,4246,5289975.92,124.399,347544401,347544401,0.127080,深A,2025-09-25 15:23:45,2025-09-25
113651,松霖转债,0.0,213.958,218.5,211.782,213.922,0.008,30.19,0.5,-,71804,154275989.0,213.95,508899317,508899317,1.113651,沪A,2025-09-25 15:24:31,2025-09-25
113618,美诺转债,0.0,128.198,129.196,127.769,128.0,0.0,3.11,0.88,-,14831,19071514.0,128.198,610741938,610741938,1.113618,沪A,2025-09-25 15:24:25,2025-09-25
113589,天创转债,0.0,216.257,217.1,215.133,216.44,0.009,18.55,0.37,-,12353,26726189.0,216.248,144033650,144033650,1.113589,沪A,2025-09-25 15:24:18,2025-09-25
113641,华友转债,0.0,152.088,-,-,-,0.0,0.0,-,-,-,-,152.088,77807004,77807004,1.113641,沪A,2025-09-25 15:24:33,2025-09-25
110097,天润转债,-0.01,148.116,150.0,147.019,148.114,-0.011,3.06,0.95,-,30231,44875108.0,148.127,1464871832,1464871832,1.110097,沪A,2025-09-25 15:24:13,2025-09-25
123197,光力转债,-0.01,127.383,128.607,126.5,127.0,-0.017,15.72,3.13,-,62821,80328762.075,127.4,508949732,508949732,0.123197,深A,2025-09-25 15:23:39,2025-09-25
113545,金能转债,-0.02,109.881,109.93,109.875,109.891,-0.019,3.58,0.65,-,34259,37647219.0,109.9,1050415221,1050415221,1.113545,沪A,2025-09-25 15:24:19,2025-09-25
127072,博实转债,-0.03,142.235,143.5,141.88,142.238,-0.046,8.05,0.66,-,36209,51587781.299,142.281,639806740,639806740,0.127072,深A,2025-09-25 15:23:57,2025-09-25
127092,运机转债,-0.04,232.249,235.693,228.945,231.999,-0.091,10.1,1.01,-,53024,123169629.948,232.34,1219485849,1219485849,0.127092,深A,2025-09-25 15:24:00,2025-09-25
123166,蒙泰转债,-0.05,128.432,128.9,128.012,128.59,-0.069,11.95,0.43,-,34865,44783539.79,128.501,374618677,374618677,0.123166,深A,2025-09-25 15:24:27,2025-09-25
111019,宏柏转债,-0.05,129.233,130.573,128.906,129.498,-0.071,7.08,1.11,-,50972,66066790.0,129.304,930977344,930977344,1.111019,沪A,2025-09-25 15:24:22,2025-09-25
113698,凯众转债,-0.06,148.475,150.054,148.136,148.136,-0.093,28.25,0.43,-,87128,129993083.0,148.568,457966683,457966683,1.113698,沪A,2025-09-25 15:24:33,2025-09-25
127056,中特转债,-0.07,110.54,111.91,110.456,110.648,-0.075,2.78,1.26,-,139120,154420196.941,110.615,5526602277,5526602277,0.127056,深A,2025-09-25 15:24:24,2025-09-25
113681,镇洋转债,-0.07,133.347,134.48,133.001,133.12,-0.098,9.78,0.92,-,56673,75718873.0,133.445,772989890,772989890,1.113681,沪A,2025-09-25 15:24:15,2025-09-25
113049,长汽转债,-0.08,112.173,113.1,111.901,112.352,-0.085,4.72,1.54,-,164815,185308695.0,112.258,3920510289,3920510289,1.113049,沪A,2025-09-25 15:24:30,2025-09-25
113037,紫银转债,-0.08,110.791,111.05,110.512,110.91,-0.086,2.2,0.71,-,99186,109855077.0,110.877,4985116383,4985116383,1.113037,沪A,2025-09-25 15:24:28,2025-09-25
113062,常银转债,-0.08,128.919,129.419,128.274,128.801,-0.108,2.13,0.96,-,127920,164961120.0,129.027,7734483802,7734483802,1.113062,沪A,2025-09-25 15:24:33,2025-09-25
127017,万青转债,-0.08,113.702,114.101,113.7,113.88,-0.096,1.61,0.7,-,16048,18279459.67,113.798,1136508455,1136508455,0.127017,深A,2025-09-25 15:24:24,2025-09-25
123165,回天转债,-0.09,123.832,124.842,123.6,123.655,-0.116,2.97,0.87,-,25243,31323375.712,123.948,1052268240,1052268240,0.123165,深A,2025-09-25 15:23:39,2025-09-25
113640,苏利转债,-0.09,128.921,129.99,128.542,128.542,-0.119,5.61,1.13,-,51051,65997281.0,129.04,1173442810,1173442810,1.113640,沪A,2025-09-25 15:24:25,2025-09-25
123224,宇邦转债,-0.09,128.98,130.103,128.95,129.1,-0.119,3.59,0.45,-,10228,13250027.57,129.099,367395532,367395532,0.123224,深A,2025-09-25 15:24:06,2025-09-25
123195,蓝晓转02,-0.09,130.693,132.09,130.315,130.8,-0.122,4.88,0.66,-,26632,34945179.751,130.815,713535424,713535424,0.123195,深A,2025-09-25 15:23:48,2025-09-25
113627,太平转债,-0.1,114.625,115.313,114.411,114.596,-0.114,2.63,0.81,-,21072,24182540.0,114.739,916714584,916714584,1.113627,沪A,2025-09-25 15:24:21,2025-09-25
110075,南航转债,-0.1,124.679,125.644,124.43,124.8,-0.12,1.16,1.02,-,68156,85137230.0,124.799,7351376810,7351376810,1.110075,沪A,2025-09-25 15:24:24,2025-09-25
113623,凤21转债,-0.1,125.987,127.048,125.545,125.681,-0.128,2.81,0.69,-,70164,88536916.0,126.115,3149566651,3149566651,1.113623,沪A,2025-09-25 15:24:23,2025-09-25
113687,振华转债,-0.11,254.469,260.899,252.01,255.6,-0.283,23.0,0.75,-,93385,239306734.0,254.752,1033057621,1033057621,1.113687,沪A,2025-09-25 15:24:16,2025-09-25
123144,裕兴转债,-0.11,115.494,116.121,115.219,115.66,-0.127,1.64,0.87,-,9854,11392051.562,115.621,692656324,692656324,0.123144,深A,2025-09-25 15:24:18,2025-09-25
111015,东亚转债,-0.12,120.05,120.977,119.7,120.249,-0.142,4.93,0.93,-,32874,39605267.0,120.192,799798311,799798311,1.111015,沪A,2025-09-25 15:24:25,2025-09-25
127075,百川转2,-0.12,121.449,122.366,121.26,121.7,-0.144,4.98,0.81,-,48112,58617602.294,121.593,1174121445,1174121445,0.127075,深A,2025-09-25 15:24:24,2025-09-25
118003,华兴转债,-0.12,143.447,144.859,142.999,143.0,-0.168,9.09,0.8,-,64647,93076812.0,143.615,1019751813,1019751813,1.118003,沪A,2025-09-25 15:24:22,2025-09-25
123089,九洲转2,-0.13,121.742,123.45,121.266,121.99,-0.157,54.91,0.8,-,57446,70258497.408,121.899,127366602,127366602,0.123089,深A,2025-09-25 15:24:09,2025-09-25
113661,福22转债,-0.13,129.758,131.032,129.27,129.923,-0.165,2.94,0.84,-,89193,116036173.0,129.923,3931458490,3931458490,1.113661,沪A,2025-09-25 15:24:18,2025-09-25
123142,申昊转债,-0.16,117.908,118.892,117.671,118.1,-0.192,2.01,0.57,-,11029,13041751.85,118.1,647872625,647872625,0.123142,深A,2025-09-25 15:24:15,2025-09-25
123183,海顺转债,-0.16,130.187,131.95,129.919,130.014,-0.214,7.99,0.82,-,50554,66092187.564,130.401,823932172,823932172,0.123183,深A,2025-09-25 15:24:30,2025-09-25
123155,中陆转债,-0.16,121.558,122.378,121.311,121.751,-0.193,3.27,0.54,-,11759,14343264.71,121.751,437571117,437571117,0.123155,深A,2025-09-25 15:24:09,2025-09-25
127089,晶澳转债,-0.16,127.0,128.482,126.8,127.1,-0.2,1.87,0.97,-,167590,214233431.243,127.2,11378201399,11378201399,0.127089,深A,2025-09-25 15:24:06,2025-09-25
127049,希望转2,-0.17,119.551,120.56,119.202,119.749,-0.198,1.04,0.8,-,84563,101395774.026,119.749,9735609264,9735609264,0.127049,深A,2025-09-25 15:24:18,2025-09-25
123112,万讯转债,-0.17,134.85,136.077,134.507,134.945,-0.227,7.11,0.85,-,16092,21749803.46,135.077,305377265,305377265,0.123112,深A,2025-09-25 15:24:00,2025-09-25
128097,奥佳转债,-0.18,110.506,110.94,110.505,110.698,-0.194,2.68,0.58,-,12275,13593571.322,110.7,506401701,506401701,0.128097,深A,2025-09-25 15:24:15,2025-09-25
123090,三诺转债,-0.18,119.74,120.412,119.23,119.986,-0.21,1.6,1.15,-,7951,9526270.642,119.95,596760691,596760691,0.123090,深A,2025-09-25 15:24:03,2025-09-25
118041,星球转债,-0.19,128.554,130.099,128.276,129.017,-0.246,6.73,0.9,-,41728,53916247.0,128.8,796822686,796822686,1.118041,沪A,2025-09-25 15:24:26,2025-09-25
128125,华阳转债,-0.19,131.544,132.814,130.482,131.601,-0.256,9.18,0.34,-,41258,54377800.24,131.8,591500882,591500882,0.128125,深A,2025-09-25 15:24:06,2025-09-25
127069,小熊转债,-0.19,127.607,128.159,126.805,127.857,-0.249,6.57,1.0,-,33112,42261425.249,127.856,643241110,643241110,0.127069,深A,2025-09-25 15:24:33,2025-09-25
128121,宏川转债,-0.19,115.533,116.775,115.0,115.999,-0.218,1.08,0.55,-,7019,8132183.7,115.751,753314672,753314672,0.128121,深A,2025-09-25 15:23:39,2025-09-25
123237,佳禾转债,-0.2,151.699,154.36,151.036,151.5,-0.301,5.5,0.45,-,23749,36177885.89,152.0,654675845,654675845,0.123237,深A,2025-09-25 15:23:57,2025-09-25
118027,宏图转债,-0.21,119.574,120.533,119.247,119.97,-0.246,4.55,0.71,-,45877,54958033.0,119.82,1206197942,1206197942,1.118027,沪A,2025-09-25 15:24:21,2025-09-25
123059,银信转债,-0.23,151.673,153.98,151.385,152.226,-0.346,17.04,0.9,-,26735,40804514.8,152.019,238013159,238013159,0.123059,深A,2025-09-25 15:23:57,2025-09-25
128141,旺能转债,-0.23,132.289,133.35,131.717,132.598,-0.311,4.22,1.23,-,48824,64726917.16,132.6,1531350874,1531350874,0.128141,深A,2025-09-25 15:23:39,2025-09-25
113593,沪工转债,-0.24,126.869,127.82,126.732,127.323,-0.299,5.86,0.62,-,23413,29772784.0,127.168,506986286,506986286,1.113593,沪A,2025-09-25 15:24:06,2025-09-25
123198,金埔转债,-0.26,129.451,130.803,129.3,129.85,-0.337,7.72,0.7,-,25165,32724409.39,129.788,421881068,421881068,0.123198,深A,2025-09-25 15:23:51,2025-09-25
110098,南药转债,-0.27,124.294,125.039,124.2,124.626,-0.332,1.59,0.38,-,17225,21463167.0,124.626,1344146390,1344146390,1.110098,沪A,2025-09-25 15:24:30,2025-09-25
113676,荣23转债,-0.29,134.519,135.364,133.884,134.9,-0.389,7.43,0.32,-,42801,57574141.0,134.908,774572509,774572509,1.113676,沪A,2025-09-25 15:24:12,2025-09-25
123119,康泰转2,-0.29,129.8,131.574,129.6,130.192,-0.376,2.91,1.03,-,58148,75887574.286,130.176,2594698366,2594698366,0.123119,深A,2025-09-25 15:24:06,2025-09-25
127105,龙星转债,-0.3,127.0,128.144,126.761,127.342,-0.38,4.66,0.81,-,35160,44767862.686,127.38,958347715,958347715,0.127105,深A,2025-09-25 15:24:18,2025-09-25
113665,汇通转债,-0.31,125.766,127.07,125.647,126.147,-0.396,5.73,0.75,-,20591,25962611.0,126.162,452309873,452309873,1.113665,沪A,2025-09-25 15:24:12,2025-09-25
127103,东南转债,-0.31,113.421,114.49,113.31,113.49,-0.353,1.65,1.16,-,32953,37528125.568,113.774,2268303970,2268303970,0.127103,深A,2025-09-25 15:24:03,2025-09-25
123039,开润转债,-0.31,116.799,117.296,116.703,117.2,-0.36,3.63,0.5,-,8043,9407785.55,117.159,258854499,258854499,0.123039,深A,2025-09-25 15:24:00,2025-09-25
111004,明新转债,-0.32,140.171,142.831,139.5,141.225,-0.456,20.18,0.5,-,135528,190710259.0,140.627,941255834,941255834,1.111004,沪A,2025-09-25 15:24:09,2025-09-25
118036,力合转债,-0.33,137.168,138.153,136.64,138.001,-0.461,12.17,0.69,-,46229,63522031.0,137.629,521193135,521193135,1.118036,沪A,2025-09-25 15:24:08,2025-09-25
123160,泰福转债,-0.34,148.45,151.044,148.098,149.0,-0.51,23.43,0.92,-,54282,81059320.87,148.96,343913224,343913224,0.123160,深A,2025-09-25 15:23:36,2025-09-25
118024,冠宇转债,-0.34,131.856,133.904,131.71,132.51,-0.456,5.29,1.17,-,163252,216997674.0,132.312,4072980416,4072980416,1.118024,沪A,2025-09-25 15:24:29,2025-09-25
127026,超声转债,-0.34,135.934,137.491,135.734,136.4,-0.466,6.46,0.55,-,45228,61712006.11,136.4,951096350,951096350,0.127026,深A,2025-09-25 15:24:09,2025-09-25
127045,牧原转债,-0.35,134.06,137.18,133.03,134.52,-0.465,2.53,1.22,-,241556,326338539.76,134.525,12793396609,12793396609,0.127045,深A,2025-09-25 15:23:36,2025-09-25
123149,通裕转债,-0.36,131.481,133.05,131.006,132.0,-0.472,7.23,0.26,-,107277,141828492.943,131.953,1951326219,1951326219,0.123149,深A,2025-09-25 15:24:21,2025-09-25
113656,嘉诚转债,-0.37,131.402,132.5,130.826,131.558,-0.491,7.67,0.84,-,61355,80715681.0,131.893,1051049382,1051049382,1.113656,沪A,2025-09-25 15:24:26,2025-09-25
127061,美锦转债,-0.37,110.716,111.765,110.5,111.394,-0.416,3.9,1.2,-,108740,120888375.899,111.132,3087972206,3087972206,0.127061,深A,2025-09-25 15:23:51,2025-09-25
118016,京源转债,-0.38,145.889,149.353,145.57,146.451,-0.562,30.72,0.92,-,51477,75808574.0,146.451,244437457,244437457,1.118016,沪A,2025-09-25 15:24:31,2025-09-25
110092,三房转债,-0.38,101.238,102.238,100.0,101.66,-0.39,2.57,0.83,-,64220,65263322.0,101.628,2530051007,2530051007,1.110092,沪A,2025-09-25 15:24:30,2025-09-25
111003,聚合转债,-0.38,134.193,135.499,133.921,134.72,-0.517,7.68,0.4,-,15641,21066063.0,134.71,273176690,273176690,1.111003,沪A,2025-09-25 15:24:34,2025-09-25
