商品,日期,总库存,增持/减持,总价值,单价
黄金,2023-02-01,918.5,1.44,56853671185.33,61898389.96769734
黄金,2023-02-02,920.24,1.74,56834779356.8,61760822.56454838
黄金,2023-02-06,917.92,-2.32,55260988697.56,60202401.84063971
黄金,2023-02-07,920.82,2.9,55359103803.9,60119354.27542842
黄金,2023-02-08,921.1,0.28,55433642331.4,60182002.31397242
黄金,2023-02-09,920.79,-0.31,55624045816.37,60409046.38014097
黄金,2023-02-15,921.08,0.29,54219415496.55,58865044.834922045
黄金,2023-02-17,919.92,-1.16,54231448860.77,58952353.314168625
黄金,2023-02-22,919.06,-0.86,54230504275.05,59006489.538278244
黄金,2023-02-23,917.32,-1.74,53841416154.59,58694257.35249422
黄金,2023-02-27,917.61,0.29,53637736599.7,58453740.25969638
黄金,2023-02-28,915.3,-2.31,53676964926.62,58644122.06557413
黄金,2023-03-01,912.69,-2.61,54012266091.82,59179202.23933646
黄金,2023-03-03,912.12,-0.57,53973913278.22,59174136.383611806
黄金,2023-03-07,906.62,-5.5,53237727329.21,58721104.02286515
黄金,2023-03-09,903.15,-3.47,53173617068.2,58875731.68155899
黄金,2023-03-11,901.42,-1.73,53935965571.43,59834445.17697633
黄金,2023-03-13,913.27,11.85,56113214297.58,61442086.45590023
黄金,2023-03-15,914.72,1.45,56556674051.51,61829493.23455265
黄金,2023-03-17,921.08,6.36,58094840005.13,63072523.56486949
黄金,2023-03-20,924.55,3.47,58527310285.88,63303564.20515927
黄金,2023-03-21,923.11,-1.44,57935053773.64,62760725.995428495
黄金,2023-03-23,925.42,2.31,58836191533.37,63577825.78004582
黄金,2023-03-24,923.97,-1.45,59214461168.0,64086995.430587575
黄金,2023-03-28,927.73,3.76,58529654211.78,63089103.73899733
黄金,2023-03-29,929.47,1.74,58702729337.66,63157207.15855273
黄金,2023-03-31,928.02,-1.45,59048716551.79,63628711.18272236
黄金,2023-04-03,930.04,2.02,59283223322.66,63742659.80243861
黄金,2023-04-05,930.91,0.87,60760358756.65,65269852.89302941
黄金,2023-04-10,933.22,2.31,60039454329.23,64335798.98548038
黄金,2023-04-11,932.93,-0.29,60062799356.69,64380821.022681236
黄金,2023-04-12,934.08,1.15,60301763123.52,64557386.00924974
黄金,2023-04-13,930.61,-3.47,61281415456.51,65850802.65257197
黄金,2023-04-14,927.72,-2.89,60223900833.0,64916031.596818
黄金,2023-04-17,925.7,-2.02,59380735085.55,64146845.72275035
黄金,2023-04-18,924.26,-1.44,59401765107.05,64269540.07211175
黄金,2023-04-19,926.57,2.31,59286117037.11,63984498.782725535
黄金,2023-04-21,923.68,-2.89,58597960616.1,63439676.7453014
黄金,2023-04-24,927.43,3.75,58970123277.67,63584446.564883605
黄金,2023-04-25,930.04,2.61,59410006631.44,63878980.07767408
黄金,2023-04-27,926.28,-3.76,59116511231.54,63821426.81644859
黄金,2023-05-01,924.83,-1.45,58929497431.15,63719275.359958045
黄金,2023-05-02,928.3,3.47,59533418762.43,64131658.690541856
黄金,2023-05-04,930.04,1.74,61117479368.36,65714893.30390091
黄金,2023-05-05,931.77,1.73,59920179648.84,64307908.227180526
黄金,2023-05-08,937.55,5.78,60290026060.84,64305931.48188363
黄金,2023-05-09,934.95,-2.6,61001279530.92,65245499.25762875
黄金,2023-05-10,938.99,4.04,61474498545.9,65468746.787399225
黄金,2023-05-11,937.84,-1.15,60758894741.8,64785992.00481959
黄金,2023-05-12,937.54,-0.3,60877329602.97,64933047.7664633
黄金,2023-05-15,934.07,-3.47,60650142318.52,64931046.194096796
黄金,2023-05-16,934.94,0.87,60331541907.61,64529854.223383315
黄金,2023-05-17,936.96,2.02,59465835190.37,63466781.06895705
黄金,2023-05-19,942.74,5.78,59443411831.97,63053876.81860322
黄金,2023-05-22,943.89,1.15,59778363912.2,63331917.82114441
黄金,2023-05-23,941.29,-2.6,59579692072.35,63295787.77247182
黄金,2023-05-30,939.56,-1.73,58959434427.4,62752175.941291675
黄金,2023-06-01,938.11,-1.45,59527986149.69,63455230.35645074
黄金,2023-06-05,939.56,1.45,59173028940.58,62979510.55875091
黄金,2023-06-06,938.11,-1.45,59008987762.56,62901992.05056976
黄金,2023-06-07,934.65,-3.46,59093695287.28,63225480.43361686
黄金,2023-06-09,931.76,-2.89,58698484066.45,62997428.59368292
黄金,2023-06-12,931.44,-0.32,58474875145.19,62779003.63436185
黄金,2023-06-14,929.7,-1.74,58451453648.75,62871306.49537485
黄金,2023-06-16,934.03,4.33,58841244178.06,62997167.30518292
黄金,2023-06-21,932.3,-1.73,57706721076.84,61897158.722342595
黄金,2023-06-22,929.7,-2.6,57377761447.63,61716426.21020759
黄金,2023-06-23,927.1,-2.6,57534105845.45,62058144.585751265
黄金,2023-06-26,925.66,-1.44,57210440450.36,61805026.089881815
黄金,2023-06-28,926.81,1.15,56848543838.11,61337861.95456459
黄金,2023-06-29,924.5,-2.31,56444589971.97,61054180.60786371
黄金,2023-06-30,921.9,-2.6,56660165903.82,61460208.161210544
黄金,2023-07-05,917.86,-4.04,56774398293.02,61855183.026845045
黄金,2023-07-07,915.26,-2.6,56543176964.71,61778267.33901842
黄金,2023-07-11,914.95,-0.31,56883514088.02,62171172.2914039
黄金,2023-07-12,914.66,-0.29,57433961754.12,62792689.91113638
黄金,2023-07-17,912.93,-1.73,57213408051.36,62670093.05353095
黄金,2023-07-18,912.07,-0.86,57903299125.5,63485586.77020404
黄金,2023-07-19,913.8,1.73,58022958684.97,63496343.494167216
黄金,2023-07-21,919.0,5.2,57915963626.7,63020635.06713819
黄金,2023-07-26,917.26,-1.74,57971686654.83,63200931.74762881
黄金,2023-07-27,915.82,-1.44,57262931536.55,62526404.245976284
黄金,2023-07-28,912.93,-2.89,57342949702.51,62811989.640509136
黄金,2023-08-01,909.18,-3.75,56898535137.53,62582255.59023516
黄金,2023-08-03,906.0,-3.18,56362038987.62,62209756.05697572
黄金,2023-08-07,903.69,-2.31,56101068756.94,62079992.87027631
黄金,2023-08-09,903.38,-0.31,55839804459.57,61812088.44513936
黄金,2023-08-11,899.63,-3.75,55405570988.5,61587064.66936407
黄金,2023-08-14,895.87,-3.76,54825529351.34,61198086.05192717
黄金,2023-08-15,894.43,-1.44,54739462359.14,61200387.24007469
黄金,2023-08-17,887.5,-6.93,54100205820.87,60957978.38971268
黄金,2023-08-18,890.1,2.6,54182168909.73,60872001.920829125
黄金,2023-08-21,889.23,-0.87,54017596466.6,60746484.56147453
黄金,2023-08-22,884.91,-4.32,53836440304.21,60838322.88505046
黄金,2023-08-24,884.04,-0.87,54473224160.05,61618506.13100087
黄金,2023-08-28,886.64,2.6,54586757250.92,61565863.542046376
黄金,2023-08-29,889.23,2.59,55160678845.05,62031958.936439395
黄金,2023-08-30,890.1,0.87,55716035165.75,62595253.52853612
黄金,2023-09-01,890.97,0.87,55568514605.23,62368558.543194495
黄金,2023-09-05,889.81,-1.16,55080670915.21,61901609.23703937
黄金,2023-09-06,886.64,-3.17,54768031519.59,61770314.354856536
黄金,2023-09-11,884.89,-1.75,54758395093.95,61881584.257873856
黄金,2023-09-13,882.01,-2.88,54262424470.91,61521325.68894911
黄金,2023-09-14,879.7,-2.31,53778975546.76,61133313.11442537
黄金,2023-09-15,880.27,0.57,54548094086.76,61967457.810399085
黄金,2023-09-19,878.83,-1.44,54659720797.39,62196011.51234027
黄金,2023-09-20,878.25,-0.58,54861818559.28,62467200.18136066
黄金,2023-09-21,878.83,0.58,54096246168.34,61554846.97648009
黄金,2023-09-22,877.39,-1.44,54355202193.72,61951016.30257925
黄金,2023-09-25,876.52,-0.87,54229325085.18,61868896.41443436
黄金,2023-09-26,872.77,-3.75,53497132302.35,61295796.48973957
黄金,2023-09-27,873.64,0.87,52994880035.33,60659859.936964884
黄金,2023-10-02,875.08,1.44,51553240919.82,58912603.327490054
黄金,2023-10-03,873.35,-1.73,51153026163.75,58571049.594950475
黄金,2023-10-04,869.31,-4.04,50817985825.65,58457841.075853266
黄金,2023-10-05,867.58,-1.73,50730147092.78,58473163.38871343
黄金,2023-10-06,865.85,-1.73,50632511626.21,58477232.34533695
黄金,2023-10-09,861.81,-4.04,51112202280.34,59307970.759610586
黄金,2023-10-10,861.51,-0.3,51430282273.38,59697835.51366786
黄金,2023-10-11,862.37,0.86,51876485798.83,60155717.15021395
黄金,2023-10-16,855.45,-6.92,52744252674.51,61656733.50226197
黄金,2023-10-18,848.24,-7.21,53325151466.27,62865641.170270205
黄金,2023-10-20,863.24,15.0,55177458273.1,63919023.994601734
黄金,2023-10-23,860.07,-3.17,54544196691.54,63418322.56855837
黄金,2023-10-25,861.8,1.73,54938174285.04,63748171.60018566
黄金,2023-10-30,859.49,-2.31,55183197460.2,64204583.48578808
黄金,2023-11-01,861.51,2.02,55000053722.43,63841457.11881464
黄金,2023-11-03,863.24,1.73,55334170891.32,64100564.027755894
黄金,2023-11-06,867.57,4.33,55335013782.77,63781612.760664836
黄金,2023-11-08,867.28,-0.29,54629531267.42,62989497.356586106
黄金,2023-11-10,868.15,0.87,54188806717.83,62418714.18283707
黄金,2023-11-13,870.45,2.3,54037199888.73,62079613.86493193
黄金,2023-11-17,883.43,12.98,56257794140.27,63681099.96295122
黄金,2023-11-22,882.28,-1.15,56649286513.08,64207832.56231582
黄金,2023-11-28,880.55,-1.73,57329972428.16,65107004.063551195
黄金,2023-11-29,878.53,-2.02,57799522026.02,65791176.19890043
黄金,2023-11-30,876.51,-2.02,57341989574.23,65420804.75320305
黄金,2023-12-01,878.82,2.31,57773443106.38,65739790.97696911
黄金,2023-12-04,881.12,2.3,58026629634.72,65855535.72126385
黄金,2023-12-05,880.83,-0.29,57279194221.8,65028659.58448282
黄金,2023-12-07,880.55,-0.28,57378475008.3,65162086.20555335
黄金,2023-12-11,878.54,-2.01,56107594158.38,63864586.88093883
黄金,2023-12-12,875.65,-2.89,55759556442.75,63677903.77747959
黄金,2023-12-13,877.96,2.31,55952400518.04,63730011.068886966
黄金,2023-12-14,877.67,-0.29,57728057692.77,65774217.75014527
黄金,2023-12-15,879.69,2.02,57469877869.92,65329693.26685537
黄金,2023-12-19,877.67,-2.02,57590888824.76,65617930.22976746
黄金,2023-12-20,878.25,0.58,57464327959.95,65430490.13373185
黄金,2023-12-27,881.71,3.46,58645828354.72,66513738.479454696
黄金,2023-12-28,880.55,-1.16,58823269882.27,66802873.07054681
黄金,2023-12-29,879.11,-1.44,58274098894.92,66287607.80211805
黄金,2024-01-02,878.54,-0.57,58378790116.1,66449780.449495755
黄金,2024-01-03,874.21,-4.33,57375455252.27,65631204.4614795
黄金,2024-01-05,869.6,-4.61,57469841522.73,66087674.244169734
黄金,2024-01-10,864.99,-4.61,56340071619.09,65133783.76523428
黄金,2024-01-11,863.84,-1.15,56329602882.63,65208375.257721335
黄金,2024-01-16,864.4,0.56,56633102491.36,65517240.272281356
黄金,2024-01-17,862.1,-2.3,55749684582.5,64667306.09268066
黄金,2024-01-19,860.95,-1.15,56138933641.37,65205800.15258726
黄金,2024-01-22,858.93,-2.02,55813611591.56,64980396.06435914
黄金,2024-01-26,856.05,-2.88,55537188267.65,64876103.34402197
黄金,2024-01-29,854.89,-1.16,55571888117.5,65004723.55215291
黄金,2024-01-30,852.88,-2.01,56003620014.29,65664126.27132774
黄金,2024-01-31,851.15,-1.73,56168572507.94,65991391.06848382
黄金,2024-02-01,851.73,0.58,56003361985.81,65752482.57758914
黄金,2024-02-06,847.69,-4.04,55324836914.87,65265411.78363553
黄金,2024-02-07,842.22,-5.47,55259255965.5,65611426.90211584
黄金,2024-02-08,843.66,1.44,55001950441.25,65194450.89402129
黄金,2024-02-09,841.92,-1.74,54767943500.25,65051244.18026654
黄金,2024-02-13,840.48,-1.44,53931435725.82,64167423.05089948
黄金,2024-02-14,839.04,-1.44,53541671106.18,63813013.80885298
黄金,2024-02-15,837.31,-1.73,53940904492.92,64421665.20514505
黄金,2024-02-16,837.89,0.58,53811765504.58,64222947.52841065
黄金,2024-02-20,836.16,-1.73,54537136494.82,65223326.27107252
黄金,2024-02-21,829.82,-6.34,54060403728.48,65147144.83680798
黄金,2024-02-22,827.81,-2.01,53855227622.85,65057474.08565976
黄金,2024-02-27,826.94,-0.87,54089831731.45,65409620.68765569
黄金,2024-02-28,825.5,-1.44,53926003356.52,65325261.485790424
黄金,2024-02-29,822.91,-2.59,54168745292.82,65825844.00823905
黄金,2024-03-01,823.77,0.86,54271401150.25,65881740.23119318
黄金,2024-03-04,821.47,-2.3,55392084839.99,67430441.57423887
黄金,2024-03-06,817.44,-4.03,56296256707.55,68868977.18187268
黄金,2024-03-07,816.57,-0.87,56514396891.03,69209494.45978911
黄金,2024-03-08,815.13,-1.44,56879249374.21,69779359.57971121
黄金,2024-03-13,816.86,1.73,56923234160.85,69685422.4234875
黄金,2024-03-15,831.84,14.98,57833679442.74,69525004.13870455
黄金,2024-03-18,833.32,1.48,57809935664.72,69373032.76618825
黄金,2024-03-19,837.35,4.03,58001564290.69,69268005.36297844
黄金,2024-03-20,838.5,1.15,58149482756.06,69349412.9470006
黄金,2024-03-22,835.33,-3.17,58308497879.45,69802949.58812684
黄金,2024-03-26,830.15,-5.18,58162904565.81,70063126.6226706
黄金,2024-04-01,826.98,-3.17,58855679197.47,71169410.623558
黄金,2024-04-02,829.0,2.02,60335173277.62,72780667.40364295
黄金,2024-04-03,830.73,1.73,60878283854.95,73282876.3315999
黄金,2024-04-04,832.45,1.72,61361569033.33,73712017.57862934
黄金,2024-04-05,826.41,-6.04,61049198858.24,73872773.6332329
黄金,2024-04-08,827.85,1.44,61731150705.18,74568038.53980793
黄金,2024-04-09,828.71,0.86,62750083820.77,75720196.23362817
黄金,2024-04-10,828.45,-0.26,62133932486.73,75000220.27488683
黄金,2024-04-11,830.75,2.3,62643898025.63,75406437.58727655
黄金,2024-04-12,826.72,-4.03,63823698919.89,77201106.68653232
黄金,2024-04-15,828.45,1.73,62428787142.95,75356131.50214255
黄金,2024-04-16,830.18,1.73,63224233294.46,76157259.02148932
黄金,2024-04-17,827.59,-2.59,63590251648.78,76837868.56871155
黄金,2024-04-19,831.91,4.32,63635899213.88,76493730.34809054
黄金,2024-04-23,833.63,1.72,62391692956.04,74843387.30136871
黄金,2024-04-25,834.78,1.15,62214857155.76,74528447.20256835
黄金,2024-04-26,832.19,-2.59,62673866595.88,75311967.9350629
黄金,2024-05-01,831.04,-1.15,61494935125.44,73997563.445129
黄金,2024-05-02,829.6,-1.44,61027649090.21,73562739.98337753
黄金,2024-05-03,830.47,0.87,61240049918.25,73741435.47418931
黄金,2024-05-06,832.19,1.72,61365444370.38,73739704.11850658
黄金,2024-05-07,830.47,-1.72,61908877382.18,74546795.64846411
黄金,2024-05-10,831.93,1.46,63449673638.49,76268043.75186615
黄金,2024-05-15,833.36,1.43,63155430391.31,75784091.37864788
黄金,2024-05-17,838.54,5.18,64762597523.4,77232567.94356859
黄金,2024-05-23,833.36,-5.18,63145792187.59,75772525.90427905
黄金,2024-05-24,832.21,-1.15,62665876988.31,75300557.53753258
黄金,2024-06-05,833.65,1.44,62694996495.29,75205417.73560847
黄金,2024-06-06,837.11,3.46,63507166820.9,75864780.99759889
黄金,2024-06-07,835.67,-1.44,62059294413.55,74262920.06838825
黄金,2024-06-11,830.78,-4.89,61845425554.05,74442602.7998387
黄金,2024-06-13,829.34,-1.44,61584943569.85,74257775.54422794
黄金,2024-06-14,825.31,-4.03,61827959709.86,74914831.65096752
黄金,2024-06-20,833.65,8.34,63015924409.28,75590384.94485696
黄金,2024-06-21,831.93,-1.72,62442061225.72,75056869.23866192
黄金,2024-06-24,829.05,-2.88,62056109858.99,74852071.47818588
黄金,2024-07-01,827.61,-1.44,61952993938.66,74857715.51655973
黄金,2024-07-02,833.37,5.76,62454141954.27,74941672.91151589
黄金,2024-07-03,834.81,1.44,63355736368.71,75892402.30556653
黄金,2024-07-09,833.37,-1.44,63417869321.7,76098094.86986572
黄金,2024-07-11,835.09,1.72,64656720573.6,77424853.09798944
黄金,2024-07-15,836.53,1.44,65089376482.39,77808777.30911025
黄金,2024-07-16,842.02,5.49,66130878150.17,78538369.81327046
黄金,2024-07-18,840.01,-2.01,66527612619.95,79198595.99284533
黄金,2024-07-23,841.74,1.73,65018059643.76,77242449.73953953
黄金,2024-07-25,845.19,3.45,64226234100.81,75990291.05977353
黄金,2024-07-26,843.17,-2.02,64666187627.94,76694127.67050536
黄金,2024-07-31,846.05,2.88,65976750629.8,77982094.00130017
黄金,2024-08-01,845.47,-0.58,66699069939.63,78889930.97286716
黄金,2024-08-05,844.9,-0.57,65001895836.39,76934425.1821399
黄金,2024-08-06,848.06,3.16,65318253537.43,77020792.79464898
黄金,2024-08-07,844.04,-4.02,65113179282.67,77144660.54057865
黄金,2024-08-08,846.91,2.87,65633908453.71,77498091.24193834
黄金,2024-08-12,849.79,2.88,66930414211.71,78761122.40872452
黄金,2024-08-13,845.76,-4.03,67175349339.83,79426018.42110056
黄金,2024-08-15,847.78,2.02,66677753482.77,78649830.71406497
黄金,2024-08-16,854.97,7.19,68318621522.68,79907624.27065277
黄金,2024-08-19,859.0,4.03,68879738699.32,80185958.9049127
黄金,2024-08-20,857.27,-1.73,69710806089.41,81317211.71790685
黄金,2024-08-21,856.7,-0.57,68787394962.14,80293445.73612699
黄金,2024-08-22,857.85,1.15,68466678651.47,79811946.90385266
黄金,2024-08-23,856.12,-1.73,69104420051.11,80718147.04843947
黄金,2024-08-29,857.27,1.15,69382913350.49,80934726.92441122
黄金,2024-08-30,862.74,5.47,69692622762.67,80780562.81460232
黄金,2024-09-10,864.46,1.72,69627707194.03,80544741.45018855
黄金,2024-09-11,866.18,1.72,69806302382.89,80590988.45839202
黄金,2024-09-12,870.78,4.6,71245812025.53,81818383.54754359
黄金,2024-09-13,870.51,-0.27,72061124288.45,82780352.07918346
黄金,2024-09-16,872.23,1.72,72451127554.51,83064246.30488516
黄金,2024-09-19,873.96,1.73,72348983085.14,82782945.54114604
黄金,2024-09-20,875.39,1.43,73325592265.84,83763342.35693805
黄金,2024-09-24,877.12,1.73,74315674335.06,84726918.0215478
黄金,2024-09-27,871.94,-5.18,74600863600.97,85557336.05634561
黄金,2024-10-01,874.82,2.88,75003881360.21,85736358.74832538
黄金,2024-10-03,877.41,2.59,74662704480.72,85094430.74585427
黄金,2024-10-04,876.26,-1.15,74631646375.55,85170664.38676877
黄金,2024-10-11,877.98,1.72,74737562940.25,85124448.09705232
黄金,2024-10-14,880.57,2.59,75128042626.21,85317513.231441
黄金,2024-10-15,884.59,4.02,75304227091.36,85128960.41257532
黄金,2024-10-18,888.63,4.04,77482137818.25,87192799.94851625
黄金,2024-10-22,895.24,6.61,78745843310.49,87960595.27108932
黄金,2024-10-23,893.8,-1.44,78617147098.37,87958320.7634482
黄金,2024-10-25,889.78,-4.02,78118495087.56,87795292.19308144
黄金,2024-10-28,891.5,1.72,78563969846.38,88125597.1355917
黄金,2024-10-29,889.78,-1.72,79193548444.46,89003515.97525232
黄金,2024-10-30,892.65,2.87,79696720123.86,89281039.73994286
黄金,2024-10-31,891.79,-0.86,78367356067.35,87876468.75088307
黄金,2024-11-01,888.63,-3.16,78378676453.5,88201699.75524122
黄金,2024-11-05,886.91,-1.72,78173254308.1,88141135.29907207
黄金,2024-11-06,883.46,-3.45,75529378122.42,85492697.03486292
黄金,2024-11-07,880.59,-2.87,76183149663.9,86513757.43978468
黄金,2024-11-08,876.85,-3.74,75835124390.92,86485857.77603923
黄金,2024-11-11,871.97,-4.88,73548623492.35,84347653.58022639
黄金,2024-11-12,870.53,-1.44,72925624468.36,83771523.63314304
黄金,2024-11-13,868.52,-2.01,72530116583.27,83510013.10651454
黄金,2024-11-14,867.37,-1.15,71556289098.17,82497998.66051397
黄金,2024-11-15,869.93,2.56,71918505890.87,82671601.03786512
黄金,2024-11-18,871.65,1.72,73040892634.41,83796125.31911892
黄金,2024-11-19,872.23,0.58,73546737752.78,84320348.70708413
黄金,2024-11-20,875.39,3.16,74300705814.27,84877261.35124916
黄金,2024-11-21,877.97,2.58,75217980902.48,85672609.43139286
黄金,2024-11-25,879.41,1.44,74492337573.36,84707175.91721722
黄金,2024-11-27,878.55,-0.86,74571642524.31,84880362.55683798
黄金,2024-12-02,875.96,-2.59,74384698489.1,84917916.90157086
黄金,2024-12-03,873.66,-2.3,74146580792.14,84868920.16589978
黄金,2024-12-05,871.94,-1.72,73984645877.22,84850615.72725187
黄金,2024-12-09,870.79,-1.15,74797460111.36,85896094.47899035
黄金,2024-12-11,873.38,2.59,75959906756.35,86972345.0918844
黄金,2024-12-12,868.5,-4.88,74945274611.33,86292774.45173287
黄金,2024-12-13,863.9,-4.6,73845215597.52,85478892.92455146
黄金,2024-12-16,864.19,0.29,73732583251.83,85319875.55031879
黄金,2024-12-18,863.9,-0.29,73191243516.08,84721893.1775437
黄金,2024-12-19,860.74,-3.16,71727299403.23,83332132.12262703
黄金,2024-12-20,877.4,16.66,73791629376.55,84102609.27347846
黄金,2024-12-23,873.95,-3.45,73424900507.33,84014989.99637279
黄金,2024-12-26,872.8,-1.15,73324570248.05,84010735.84790331
黄金,2024-12-27,872.52,-0.28,73361353321.92,84079852.9797827
黄金,2025-01-03,871.08,-1.44,74098968972.93,85065629.99142443
黄金,2025-01-10,876.82,5.74,75727797720.12,86366412.39948905
黄金,2025-01-13,874.53,-2.29,75022188374.5,85785723.04494986
黄金,2025-01-14,872.52,-2.01,74778773570.17,85704366.1694517
黄金,2025-01-16,868.78,-3.74,75839778640.46,87294572.43543822
黄金,2025-01-17,879.12,10.34,76704749977.69,87251740.35136274
黄金,2025-01-21,871.66,-7.46,76708503056.87,88002779.81881697
黄金,2025-01-22,869.36,-2.3,76896840697.24,88452241.53082728
黄金,2025-01-23,864.19,-5.17,76229116641.72,88208746.50449553
黄金,2025-01-24,860.18,-4.01,76773907619.37,89253304.67968333
黄金,2025-01-27,857.02,-3.16,75541667527.89,88144579.50560081
黄金,2025-01-28,861.04,4.02,76158122925.55,88448995.31444533
黄金,2025-01-29,865.34,4.3,76660615513.44,88590167.46416438
黄金,2025-01-30,864.19,-1.15,77417962845.54,89584423.38552864
黄金,2025-01-31,864.77,0.58,78158065340.11,90380176.62512577
黄金,2025-02-03,865.63,0.86,78624358590.45,90829059.28682
黄金,2025-02-04,863.05,-2.58,78872992529.71,91388671.02683507
黄金,2025-02-05,864.19,1.14,79743930699.05,92275923.92766637
黄金,2025-02-07,868.5,4.31,80237308762.62,92386078.02259067
黄金,2025-02-10,871.08,2.58,81307959795.69,93341552.78010057
黄金,2025-02-11,871.94,0.86,81133761463.01,93049706.93282793
黄金,2025-02-12,866.5,-5.44,80543323144.76,92952479.10532025
黄金,2025-02-13,864.2,-2.3,80990288215.8,93717065.7438093
黄金,2025-02-14,863.06,-1.14,81046908690.36,93906459.21530369
黄金,2025-02-18,869.94,6.88,81853820471.69,94091340.17482814
黄金,2025-02-19,877.98,8.04,82884291439.75,94403393.51665185
黄金,2025-02-20,883.72,5.74,83288903591.26,94248069.06176163
黄金,2025-02-21,904.38,20.66,85296675781.3,94315084.12536766
黄金,2025-02-24,907.53,3.15,85525978545.76,94240387.14506407
黄金,2025-02-25,907.82,0.29,85591491518.24,94282447.53171334
黄金,2025-02-26,906.96,-0.86,84568985244.07,93244448.75636192
黄金,2025-02-27,906.1,-0.86,83899312839.36,92593877.9818563
黄金,2025-02-28,904.38,-1.72,82394162386.91,91105688.30238396
黄金,2025-03-03,900.93,-3.45,83414442713.14,92587040.85016595
黄金,2025-03-04,901.8,0.87,84223879702.93,93395297.96288534
黄金,2025-03-05,900.36,-1.44,84301690684.77,93631092.76819272
黄金,2025-03-06,898.64,-1.72,84398110184.49,93917597.90849507
黄金,2025-03-07,894.34,-4.3,84250198132.32,94203768.28982267
黄金,2025-03-10,891.75,-2.59,83403449727.91,93527838.21464537
黄金,2025-03-11,895.2,3.45,83917490783.5,93741611.6884495
黄金,2025-03-12,898.64,3.44,84467676395.74,93995010.67806908
黄金,2025-03-13,905.81,7.17,86575473419.13,95577961.62454599
黄金,2025-03-14,906.41,0.6,86773420202.34,95733079.07275957
黄金,2025-03-17,907.27,0.86,87391145248.87,96323195.13360962
黄金,2025-03-19,909.28,2.01,88490395178.96,97319192.3048566
黄金,2025-03-20,910.43,1.15,88911389860.3,97658677.61420429
黄金,2025-03-21,930.51,20.08,90140421031.29,96872060.51658767
黄金,2025-03-24,929.07,-1.44,89820757009.98,96678137.28780392
黄金,2025-03-25,929.36,0.29,90368909601.32,97237786.86549884
黄金,2025-03-27,929.65,0.29,91331844607.69,98243257.7934599
黄金,2025-03-28,931.94,2.29,92007288210.41,98726622.11130545
黄金,2025-03-31,933.38,1.44,93451271551.85,100121356.30916668
黄金,2025-04-01,931.37,-2.01,93806115024.82,100718420.20337783
黄金,2025-04-02,931.94,0.57,93444907118.78,100269230.97922613
黄金,2025-04-03,936.24,4.3,93825761624.39,100215502.03408314
黄金,2025-04-04,932.8,-3.44,91572310498.66,98169286.55516724
黄金,2025-04-07,926.78,-6.02,89793393960.18,96887496.45026867
黄金,2025-04-08,925.92,-0.86,89728361163.7,96907250.26319769
黄金,2025-04-09,937.09,11.17,92650872248.25,98870836.57732981
黄金,2025-04-10,949.71,12.62,95963281407.56,101044825.69159006
黄金,2025-04-11,953.15,3.44,98986818489.46,103852298.6827467
黄金,2025-04-16,957.17,4.02,102241899199.05,106816865.55058141
黄金,2025-04-17,952.29,-4.88,101191784432.25,106261521.62917809
黄金,2025-04-21,959.17,6.88,101918823488.27,106257309.43239468
黄金,2025-04-22,947.7,-11.47,104595605890.86,110367844.1393479
黄金,2025-04-23,949.14,1.44,99546818566.36,104881069.77512275
黄金,2025-04-24,948.56,-0.58,101065302247.75,106546030.03262842
黄金,2025-04-25,946.27,-2.29,99680361662.65,105340295.75348473
黄金,2025-04-29,947.13,0.86,100611638946.88,106227908.4675599
黄金,2025-04-30,944.26,-2.87,100214764735.18,106130477.55404231
黄金,2025-05-01,945.41,1.15,97681902197.7,103322264.62349668
黄金,2025-05-02,944.26,-1.15,98623321456.48,104445090.81871518
黄金,2025-05-05,939.39,-4.87,98110801650.51,104440968.7675087
黄金,2025-05-06,937.96,-1.43,102234529328.01,108996683.57713547
黄金,2025-05-07,937.67,-0.29,102226262210.54,109021577.11192636
黄金,2025-05-08,939.68,2.01,101237102752.71,107735721.4718947
黄金,2025-05-09,937.94,-1.74,100244401709.59,106877200.79065824
黄金,2025-05-12,939.09,1.15,97672045916.78,104007119.56977499
黄金,2025-05-13,936.51,-2.58,97178252440.75,103766379.90064174
黄金,2025-05-15,927.62,-8.89,95153276358.32,102577862.01065092
黄金,2025-05-16,918.73,-8.89,94001163288.72,102316418.63084911
黄金,2025-05-19,921.03,2.3,95630441596.67,103829887.8393429
黄金,2025-05-20,921.6,0.57,96619320970.7,104838672.9282769
黄金,2025-05-21,919.88,-1.72,97564687738.94,106062407.85639432
黄金,2025-05-22,923.89,4.01,97524530935.04,105558595.64995833
黄金,2025-05-23,922.46,-1.43,99111543049.12,107442645.80482621
黄金,2025-05-28,925.61,3.15,98201075445.86,106093360.53614374
黄金,2025-05-29,930.2,4.59,99032160812.83,106463299.08926037
黄金,2025-06-02,933.07,2.87,100002482566.52,107175755.90954591
黄金,2025-06-03,935.65,2.58,100279072087.13,107175837.2117031
黄金,2025-06-06,934.21,-1.44,100276779331.94,107338584.82775821
黄金,2025-06-09,936.22,2.01,99868864976.74,106672432.73668583
黄金,2025-06-10,935.91,-0.31,100421610863.21,107298362.94431089
黄金,2025-06-11,934.19,-1.72,99995692490.02,107039994.53004207
黄金,2025-06-12,937.91,3.72,102254006159.12,109023260.39718096
黄金,2025-06-13,940.49,2.58,103863080624.26,110435071.74372932
