代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113697,应流转债,100.0,0.0,603308,应流股份,36.25,4.5,5.16,30.47,118.97,-15.95,AA+,21.329,39.611,6.1,2031-09-18,5.932,15.0,0.0,0.0,2.03,84.05
113699,金25转债,100.0,0.0,603979,金诚信,68.23,0.0,4.31,63.46,107.52,-6.99,AA,44.422,82.498,4.7,2031-09-25,5.951,20.0,0.0,0.0,2.48,93.01
123201,纽泰转债,151.59,-2.28,301229,纽泰格,23.24,-0.51,3.76,15.04,154.52,-1.9,A,10.528,19.552,11.2,2029-06-27,,2.844,15777.51,36.2,,149.69
127020,中金转债,142.5,0.65,000060,中金岭南,6.19,1.31,1.54,4.29,144.29,-1.24,AA+,3.003,5.577,12.7,2026-07-20,0.764,29.574,25674.83,6.0,-29.84,141.26
113628,晨丰转债,134.46,-3.09,603685,晨丰科技,17.33,-3.18,2.65,12.77,135.71,-0.92,A,8.939,16.601,8.2,2027-08-23,1.858,2.563,12080.81,34.62,-7.08,133.54
113689,洛凯转债,133.539,-3.59,603829,洛凯股份,20.64,-3.6,2.92,15.33,134.64,-0.82,AA-,10.731,19.929,11.0,2030-10-17,5.011,3.684,13547.89,27.01,-2.16,132.72
128105,长集转债,129.51,-0.63,002616,长青集团,6.71,-1.61,1.74,5.15,130.29,-0.6,AA-,3.605,6.695,15.1,2026-04-09,,4.964,6063.29,9.35,,128.91
123166,蒙泰转债,118.912,0.94,300876,蒙泰高新,28.03,1.08,3.68,23.47,119.43,-0.43,A,16.429,30.511,6.6,2028-11-02,,1.399,4371.09,26.2,,118.48
127078,优彩转债,147.669,0.29,002998,优彩资源,9.61,0.21,1.92,6.48,148.3,-0.43,A+,4.536,8.424,25.7,2028-12-14,3.17,5.992,4914.38,5.54,-6.37,147.24
128095,恩捷转债,138.868,-2.82,002812,恩捷股份,44.64,-2.64,1.75,32.01,139.46,-0.42,AA,22.407,41.613,1.1,2026-02-11,,4.104,17152.37,29.56,,138.45
123146,中环转2,153.81,-0.49,300692,中环环保,9.62,-2.34,1.79,6.23,154.41,-0.39,AA-,4.361,8.099,18.9,2028-05-06,2.562,7.209,33887.23,30.12,-9.67,153.42
113668,Z鹿山转,141.299,1.26,603051,鹿山新材,22.75,0.84,2.21,16.05,141.74,-0.31,A+,11.235,20.865,1.5,2029-03-27,,0.526,11470.87,152.9,,140.99
123147,Z辰转债,141.262,-0.02,300933,中辰股份,9.11,-0.11,2.87,6.43,141.68,-0.3,AA-,4.501,8.359,0.9,2028-05-31,,0.458,4358.77,66.6,,140.96
113569,科达转债,129.0,-1.12,603660,苏州科达,8.25,-0.84,5.33,6.38,129.31,-0.24,A-,4.466,8.294,2.2,2026-03-09,,0.993,2366.59,18.27,,128.76
113030,东风转债,159.113,2.72,601515,东峰集团,4.94,2.28,1.79,3.1,159.35,-0.15,AA,2.17,4.03,2.0,2025-12-24,0.195,1.878,7822.55,26.34,-154.38,158.96
123217,富仕转债,134.543,0.7,300852,四会富仕,39.79,0.35,3.52,29.57,134.56,-0.01,AA-,20.699,38.441,4.7,2029-08-08,,2.731,12435.62,33.47,,134.53
