代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
111018,华康转债,100.0,0.0,605077,华康股份,23.02,2.13,1.93,22.66,101.59,-1.56,AA-,15.86,29.46,37.2,2029-12-24,6.003,13.03,0.0,0.0,3.11,98.44
118046,诺泰转债,100.0,0.0,688076,诺泰生物,43.28,1.12,4.68,42.73,101.29,-1.27,A+,29.91,55.55,6.9,2029-12-14,5.984,4.34,0.0,0.0,3.13,98.73
113595,花王转债,120.769,4.22,603007,ST花王,5.45,3.42,5.96,4.48,121.65,-0.73,B-,3.14,5.83,6.5,2026-07-21,2.581,1.239,146969.35,972.77,0.73,120.04
127012,招路转债,125.55,-0.21,001965,招商公路,9.91,-0.1,0.98,7.87,125.92,-0.29,AAA,5.51,10.23,7.5,2025-03-22,1.249,46.403,8501.57,1.46,-12.49,125.26
113044,大秦转债,116.024,0.2,601006,大秦铁路,7.23,0.42,0.82,6.22,116.24,-0.18,AAA,4.35,7.46,24.0,2026-12-14,2.981,266.848,53359.44,1.72,-1.08,115.84
127058,科伦转债,178.35,-1.57,002422,科伦药业,28.66,-1.24,2.27,16.04,178.68,-0.18,AA+,11.23,20.85,5.0,2028-03-18,4.241,17.083,13094.75,4.3,-10.49,178.17
110061,川投转债,174.348,0.35,600674,川投能源,14.67,0.55,1.83,8.4,174.64,-0.17,AAA,5.88,10.92,4.3,2025-11-11,1.89,28.208,16124.5,3.29,-22.64,174.18
113066,平煤转债,130.252,0.57,601666,平煤股份,11.82,0.77,1.1,9.06,130.46,-0.16,AAA,6.34,11.78,10.0,2029-03-16,5.236,27.181,25846.33,7.27,-3.02,130.09
132018,G三峡EB1,153.002,0.26,600900,长江电力,23.18,0.13,2.88,15.1,153.51,-0.1,AAA,10.57,18.12,1.6,2024-04-09,0.299,89.04,30777.32,2.26,-97.95,152.9
110045,海澜转债,124.009,0.22,600398,海澜之家,7.57,0.13,2.15,6.1,124.1,-0.07,AA+,4.27,7.93,8.1,2024-07-13,0.559,26.536,6326.56,1.92,-23.1,123.94
