代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113699,金25转债,100.0,0.0,603979,金诚信,64.45,-1.84,4.14,63.46,101.56,-1.54,AA,44.422,82.498,5.0,2031-09-25,5.932,20.0,0.0,0.0,2.49,98.46
128105,长集转债,117.171,-0.62,002616,长青集团,6.07,-0.16,1.69,5.15,117.86,-0.58,AA-,3.605,6.695,4.5,2026-04-09,,1.532,550.47,3.07,,116.59
123201,纽泰转债,145.34,0.69,301229,纽泰格,21.96,0.78,3.72,15.04,146.01,-0.46,A,10.528,19.552,4.9,2029-06-27,,1.29,2843.01,15.19,,144.88
127078,优彩转债,132.405,0.69,002998,优彩资源,8.62,1.29,1.74,6.48,133.02,-0.46,A+,4.536,8.424,24.2,2028-12-14,3.151,5.281,1443.92,2.08,-3.03,131.95
123217,富仕转债,128.761,-1.69,300852,四会富仕,38.23,-1.62,3.52,29.57,129.29,-0.41,AA-,20.699,38.441,3.3,2029-08-08,,1.894,2699.93,11.03,,128.35
113030,东风转债,161.679,-1.74,601515,东峰集团,5.03,4.36,1.74,3.1,162.26,-0.36,AA,2.17,4.03,1.7,2025-12-24,0.175,1.604,11769.55,45.87,-180.85,161.32
110093,神马转债,127.632,-1.43,600810,神马股份,10.38,-4.07,1.39,8.11,127.99,-0.28,AAA,5.677,10.543,19.8,2029-03-16,3.403,22.506,5789.13,2.02,-4.15,127.35
113675,新23转债,140.869,0.89,603179,新泉股份,71.67,0.94,5.86,50.75,141.22,-0.25,AA-,35.525,65.975,0.6,2029-08-11,,2.259,5145.53,16.33,,140.62
113689,洛凯转债,128.094,-0.14,603829,洛凯股份,19.68,-0.05,2.88,15.33,128.38,-0.22,AA-,10.731,19.929,8.9,2030-10-17,4.992,2.935,1156.16,3.08,-1.37,127.87
113685,升24转债,120.47,0.45,603305,旭升集团,15.1,0.6,2.2,12.51,120.7,-0.19,AA-,8.757,16.263,10.1,2030-06-14,4.649,15.654,2555.67,1.36,-0.77,120.28
123166,蒙泰转债,126.035,2.55,300876,蒙泰高新,29.63,2.46,3.93,23.47,126.25,-0.17,A,16.429,30.511,2.8,2028-11-02,,0.657,8876.88,106.45,,125.87
123146,中环转2,140.788,0.92,300692,中环环保,8.78,1.5,1.6,6.23,140.93,-0.1,AA-,4.361,8.099,18.7,2028-05-06,2.543,6.669,3188.05,3.39,-6.49,140.69
113577,春秋转债,121.703,-0.44,603890,春秋电子,12.79,-0.47,1.95,10.5,121.81,-0.09,AA-,7.35,13.65,2.2,2026-04-14,,1.269,636.55,4.13,,121.61
113628,晨丰转债,148.783,-0.76,603685,晨丰科技,19.01,-0.73,3.08,12.77,148.86,-0.05,A,8.939,16.601,3.9,2027-08-23,1.838,1.399,3163.36,15.22,-12.19,148.73
127086,恒邦转债,116.24,-4.16,002237,恒邦股份,13.01,-4.55,1.56,11.19,116.26,-0.02,AA+,7.833,14.547,16.5,2029-06-12,,21.486,3661.31,1.46,,116.22
128095,恩捷转债,127.051,-0.48,002812,恩捷股份,40.65,-0.54,1.6,32.01,126.99,0.05,AA,22.407,41.613,0.6,2026-02-11,,2.014,811.41,3.17,,127.1
123247,万凯转债,173.762,0.75,301216,万凯新材,19.62,1.4,2.09,11.3,173.63,0.08,AA,7.91,14.69,18.9,2030-08-16,4.822,20.202,2912.81,0.83,-8.37,173.84
110060,Z天路转,296.678,1.16,600326,西藏天路,12.36,0.49,4.36,4.17,296.4,0.09,AA,2.919,5.421,0.4,2025-10-28,0.019,0.602,6779.8,37.82,-4592.9,296.77
110099,福能转债,100.0,0.0,600483,福能股份,9.83,0.0,1.06,9.84,99.9,0.1,AA+,6.888,12.792,13.9,2031-10-13,5.981,38.02,0.0,0.0,1.69,100.1
123049,维尔转债,125.984,0.25,300190,维尔利,4.46,1.36,1.3,3.55,125.63,0.28,A-,2.485,4.615,22.7,2026-04-13,0.477,8.129,536.57,0.52,-13.37,126.26
118049,汇成转债,213.29,-1.74,688403,汇成股份,16.15,-1.04,4.33,7.61,212.22,0.5,AA-,5.327,9.893,6.6,2030-08-07,4.797,9.301,3969.9,2.0,-12.03,213.79
