代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113686,泰瑞转债,149.04,-0.5,603289,泰瑞机器,11.53,1.95,2.28,8.15,141.47,5.35,AA-,5.705,10.595,9.9,2030-07-02,4.69,3.364,0,0,-4.6,154.39
111005,富春转债,157.5,-1.01,605189,富春染织,17.89,0.62,1.86,11.98,149.33,5.47,AA-,8.386,15.574,15.3,2028-06-23,2.666,5.298,0,0,-12.34,162.97
123239,锋工转债,152.515,0.45,300488,恒锋工具,34.95,0.17,3.63,24.19,144.48,5.56,A+,16.933,31.447,8.7,2030-01-18,4.238,4.379,0,0,-5.66,158.08
123254,亿纬转债,167.7,-0.53,300014,亿纬锂能,80.2,-0.06,4.12,50.65,158.34,5.91,AA+,35.455,65.845,3.3,2031-03-24,5.416,49.989,0,0,-6.6,173.61
123187,超达转债,150.646,0.0,301186,超达装备,43.96,0.76,2.28,30.98,141.9,6.16,A,21.686,40.274,8.2,2029-04-04,3.447,2.731,0,0,-6.51,156.81
123246,远信转债,161.3,0.06,301053,远信工业,34.86,-1.53,4.32,22.95,151.9,6.19,A,16.065,29.835,8.5,2030-08-16,4.814,2.297,0,0,-5.44,167.49
127070,大中转债,143.602,0.0,001203,大中矿业,14.5,-0.89,3.38,10.76,134.76,6.56,AA,7.532,13.988,8.1,2028-08-17,2.816,15.19,0,0,-7.63,150.16
123198,金埔转债,134.07,0.0,301098,金埔园林,9.48,0.96,1.31,7.55,125.56,6.78,A,5.285,9.815,23.0,2029-06-08,3.625,3.259,0,0,-3.06,140.85
127092,运机转债,225.65,0.06,001288,运机集团,25.55,0.67,2.64,12.09,211.33,6.78,AA-,8.463,15.717,13.5,2029-09-21,3.912,5.251,0,0,-15.05,232.43
123245,集智转债,212.748,0.59,300553,集智股份,36.05,-1.1,4.79,18.11,199.06,6.88,A,12.677,23.543,5.0,2030-08-14,4.808,1.538,0,0,-11.32,219.63
110093,神马转债,129.2,0.05,600810,神马股份,9.8,-1.01,1.27,8.11,120.84,6.92,AAA,5.677,10.543,20.9,2029-03-16,3.395,22.476,0,0,-4.51,136.12
113047,旗滨转债,135.96,0.0,601636,旗滨集团,6.9,0.44,1.33,5.43,127.07,6.99,AA+,3.801,7.059,8.1,2027-04-09,1.458,14.981,0,0,-12.77,142.95
113663,新化转债,162.0,0.2,603867,新化股份,29.91,0.94,2.3,19.81,150.98,7.3,AA-,13.867,25.753,8.7,2028-11-28,3.099,5.021,0,0,-9.56,169.3
113062,常银转债,129.61,-0.01,601128,常熟银行,7.08,-0.14,0.79,5.89,120.2,7.83,AAA,,7.657,25.6,2028-09-15,2.896,59.994,0,0,-5.79,137.44
123209,聚隆转债,199.8,0.22,300644,南京聚隆,32.87,0.0,3.69,17.77,184.98,8.01,A+,12.439,23.101,5.7,2029-07-26,3.756,1.674,0,0,-13.33,207.81
123249,英搏转债,199.49,0.68,300681,英搏尔,32.18,1.55,3.54,17.43,184.62,8.05,AA,12.201,22.659,11.7,2030-10-24,5.0,6.927,0,0,-10.63,207.54
118048,利扬转债,212.01,-1.96,688135,利扬芯片,31.58,-0.54,5.73,16.12,195.91,8.22,A+,11.284,20.956,7.5,2030-07-02,4.69,4.809,0,0,-11.65,220.23
127055,精装转债,157.3,0.26,002989,中天精装,26.89,0.11,3.45,18.5,145.35,8.22,AA-,12.95,24.05,4.1,2028-02-22,2.332,2.085,0,0,-11.67,165.52
111012,福新转债,355.3,0.18,605488,福莱新材,31.33,0.26,5.67,9.56,327.72,8.42,A+,6.692,12.428,1.2,2029-01-04,3.2,1.019,0,0,-29.21,363.72
118043,福立转债,225.913,0.05,688678,福立旺,31.0,1.64,4.4,14.9,208.05,8.58,AA-,10.43,19.37,5.1,2029-08-14,3.808,4.143,0,0,-15.68,234.49
113681,镇洋转债,136.905,0.0,603213,镇洋发展,14.12,0.14,3.35,11.2,126.07,8.59,AA-,7.84,14.56,9.3,2029-12-29,4.184,5.797,0,0,-3.22,145.5
127084,柳工转2,174.299,-0.59,000528,柳工,11.68,-2.18,1.34,7.3,160.0,8.94,AAA,5.11,9.49,10.5,2029-03-27,3.425,24.81,0,0,-11.26,183.24
118050,航宇转债,203.0,-3.37,688239,航宇科技,46.5,-0.21,4.68,24.96,186.3,8.97,AA-,17.472,32.448,7.5,2030-08-21,4.827,6.667,0,0,-10.52,211.97
113676,荣23转债,137.456,-0.12,603165,荣晟环保,13.29,0.15,1.62,10.54,126.09,9.01,AA-,7.378,13.702,15.9,2029-08-18,3.819,5.758,0,0,-3.75,146.47
123222,博俊转债,216.201,0.47,300926,博俊科技,33.03,1.66,4.58,16.68,198.02,9.18,A+,11.676,21.684,2.6,2029-09-08,3.877,2.44,0,0,-14.45,225.38
127082,亚科转债,140.19,0.0,002540,亚太科技,6.77,0.45,1.53,5.29,127.98,9.54,AA,3.703,6.877,19.6,2029-03-09,3.375,11.588,0,0,-5.5,149.73
113593,沪工转债,130.12,-0.56,603131,上海沪工,25.05,10.01,5.91,21.09,118.78,9.55,A,14.763,27.417,5.0,2026-07-20,0.737,3.996,0,0,-15.94,139.67
110077,洪城转债,205.3,0.0,600461,洪城环境,9.12,0.11,1.24,4.88,186.89,9.85,AA+,3.416,6.344,5.7,2026-11-20,1.074,6.685,0,0,-44.0,215.15
113649,丰山转债,140.839,0.0,603810,丰山集团,17.6,-0.45,1.82,13.73,128.19,9.87,AA-,9.611,17.849,15.7,2028-06-27,2.677,4.578,0,0,-6.37,150.71
110090,爱迪转债,144.2,0.36,600933,爱柯迪,22.98,1.37,2.71,17.55,130.94,10.13,AA,12.285,22.815,7.0,2028-09-23,2.918,15.696,0,0,-8.19,154.33
113574,华体转债,136.5,0.04,603679,华体科技,16.66,1.59,3.35,13.49,123.5,10.53,A,9.443,17.537,7.6,2026-03-31,0.433,2.077,0,0,-46.02,147.03
118000,嘉元转债,142.11,0.0,688388,嘉元科技,42.56,1.6,2.56,33.18,128.27,10.79,A+,23.226,43.134,5.4,2027-02-23,1.334,9.779,0,0,-13.57,152.9
113615,金诚转债,627.0,0.43,603979,金诚信,66.66,0.85,4.17,11.78,565.87,10.8,AA,8.246,15.314,1.2,2026-12-23,1.164,4.959,0,0,-77.47,637.8
123188,水羊转债,184.2,0.0,300740,水羊股份,22.5,-1.23,4.13,13.54,166.17,10.85,A+,9.478,17.602,8.3,2029-04-04,3.447,6.723,0,0,-11.85,195.05
123203,明电转02,155.8,0.13,300739,明阳电路,16.5,1.35,2.45,11.74,140.55,10.85,AA-,8.218,15.262,2.7,2029-07-03,3.693,1.472,0,0,-6.43,166.65
123235,亿田转债,203.002,0.0,300911,亿田智能,39.0,0.57,5.77,21.31,183.01,10.92,AA-,14.917,27.703,6.5,2029-12-21,4.162,4.355,0,0,-12.09,213.92
128141,旺能转债,134.885,-0.08,002034,旺能环境,17.0,0.47,1.04,13.98,121.6,10.92,AA,9.786,18.174,15.8,2026-12-17,1.148,11.576,0,0,-15.4,145.81
123159,崧盛转债,166.357,0.0,301002,崧盛股份,36.49,3.22,5.51,24.35,149.86,11.01,AA-,17.045,31.655,9.8,2028-09-27,2.929,2.656,0,0,-11.38,177.37
123220,易瑞转债,142.05,0.0,300942,易瑞生物,11.35,4.51,5.09,8.87,127.96,11.01,A+,6.209,11.531,6.3,2029-08-18,3.819,2.908,0,0,-4.63,153.06
110070,凌钢转债,131.397,0.03,600231,凌钢股份,2.33,0.87,1.31,1.97,118.27,11.1,AA,1.379,2.561,3.3,2026-04-13,0.469,2.169,0,0,-32.07,142.5
123177,测绘转债,151.095,-0.01,300826,测绘股份,17.86,1.19,2.14,13.15,135.82,11.25,A+,9.205,17.095,4.5,2029-03-02,3.356,1.299,0,0,-6.9,162.35
111017,蓝天转债,137.986,0.03,605368,蓝天燃气,9.89,-0.1,2.02,7.98,123.94,11.34,AA,5.586,10.374,9.5,2029-08-15,3.811,6.715,0,0,-4.92,149.33
123160,泰福转债,147.301,0.39,300992,泰福泵业,26.11,-0.11,2.76,19.77,132.07,11.53,A,13.839,25.701,11.5,2028-09-28,2.932,2.317,0,0,-7.08,158.83
113667,春23转债,155.0,-1.51,603890,春秋电子,14.1,0.0,2.14,10.15,138.92,11.58,AA-,7.105,13.195,9.1,2029-03-17,3.397,5.699,0,0,-7.53,166.58
113042,上银转债,125.618,0.16,601229,上海银行,9.64,-0.31,0.52,8.57,112.49,11.67,AAA,,11.141,14.6,2027-01-25,1.255,199.778,0,0,-6.67,137.29
118055,伟测转债,178.0,1.16,688372,伟测科技,99.8,12.63,4.84,62.68,159.22,11.79,AA,43.876,81.484,7.9,2031-04-09,5.46,11.75,0,0,-8.01,189.79
127028,英特转债,137.85,0.15,000411,英特集团,11.45,0.26,1.27,9.3,123.12,11.97,AA+,6.51,12.09,11.0,2027-01-05,1.2,4.062,0,0,-17.62,149.82
118039,煜邦转债,135.789,0.0,688597,煜邦电力,8.85,1.03,3.4,7.3,121.23,12.01,A,5.11,9.49,13.8,2029-07-20,3.74,4.104,0,0,-3.81,147.8
123212,立中转债,139.671,0.38,300428,立中集团,23.2,1.18,1.92,18.66,124.33,12.34,AA-,13.062,24.258,7.0,2029-07-27,3.759,8.996,0,0,-4.59,152.01
128137,洁美转债,140.146,0.26,002859,洁美科技,33.0,1.82,4.65,26.46,124.72,12.37,AA-,18.522,34.398,4.5,2026-11-04,1.03,5.986,0,0,-18.72,152.52
127019,国城转债,130.4,0.0,000688,国城矿业,14.55,-1.49,4.72,12.58,115.66,12.74,A+,8.806,16.354,4.6,2026-07-15,0.723,7.518,0,0,-21.96,143.14
123242,赛龙转债,150.58,0.39,301131,聚赛龙,48.31,0.02,2.64,36.2,133.45,12.83,A+,25.34,47.06,16.8,2030-07-08,4.707,2.495,0,0,-4.71,163.41
123259,锦浪转02,100.0,0.0,300763,锦浪科技,79.52,0.47,3.46,89.82,88.53,12.95,AA,62.874,116.766,6.6,2031-10-16,5.981,16.766,0,0,2.31,112.95
118054,安集转债,198.5,-0.87,688019,安集科技,226.0,2.07,12.24,128.7,175.6,13.04,AA-,90.09,167.31,2.2,2031-04-07,5.455,8.298,0,0,-8.92,211.54
127076,中宠转2,223.203,0.32,002891,中宠股份,54.21,-0.28,5.72,27.46,197.41,13.06,AA-,19.222,35.698,2.9,2028-10-25,3.006,4.838,0,0,-20.01,236.26
118024,冠宇转债,136.592,-0.27,688772,珠海冠宇,27.59,0.0,4.34,22.89,120.53,13.32,AA,16.023,27.468,9.9,2028-10-24,3.0,30.889,0,0,-5.58,149.91
127039,北港转债,139.778,0.0,000582,北部湾港,9.01,-0.11,1.14,7.31,123.26,13.4,AAA,5.117,9.503,6.5,2027-06-29,1.68,10.799,0,0,-13.57,153.18
113632,鹤21转债,133.505,-0.27,603733,仙鹤股份,22.33,0.0,1.92,18.99,117.59,13.54,AA,13.293,24.687,12.8,2027-11-17,2.066,20.167,0,0,-7.02,147.05
118031,天23转债,125.69,0.21,688599,天合光能,17.7,0.85,1.64,16.0,110.63,13.62,AA,11.2,20.8,23.0,2029-02-13,3.31,88.645,0,0,-1.6,139.31
123092,天壕转债,137.525,0.15,300332,天壕能源,6.01,-0.83,1.22,4.98,120.68,13.96,A+,3.486,6.474,6.9,2026-12-24,1.167,3.423,0,0,-12.99,151.49
123128,首华转债,132.109,0.01,300483,首华燃气,14.04,0.14,1.85,12.15,115.56,14.33,AA-,8.505,15.795,35.1,2027-11-01,2.022,13.401,0,0,-7.49,146.44
118013,道通转债,198.018,0.19,688208,道通科技,38.0,0.34,6.86,21.98,172.88,14.54,AA,15.386,28.574,5.0,2028-07-08,2.707,12.797,0,0,-17.6,212.56
128127,文科转债,123.349,0.1,002775,文科股份,4.76,0.85,12.32,4.42,107.69,14.54,A-,3.094,5.746,35.8,2026-08-20,0.822,8.037,0,0,-8.35,137.89
113653,永22转债,133.0,0.09,603681,永冠新材,19.14,6.93,1.33,16.5,116.0,14.66,AA-,11.55,21.45,21.0,2028-07-28,2.762,7.7,0,0,-4.03,147.66
123225,翔丰转债,143.601,0.35,300890,翔丰华,34.31,-0.23,1.87,27.44,125.04,14.85,AA-,19.208,35.672,15.4,2029-10-10,3.964,5.735,0,0,-4.0,158.45
113039,嘉泽转债,172.101,0.74,601619,嘉泽新能,4.45,0.0,1.92,2.97,149.83,14.86,AA,2.079,3.861,2.6,2026-08-24,0.833,2.869,0,0,-45.16,186.96
118007,山石转债,139.432,0.0,688030,山石网科,20.03,1.26,4.21,16.5,121.39,14.86,A,11.55,21.45,7.4,2028-03-22,2.411,2.672,0,0,-6.75,154.29
113654,永02转债,142.055,0.13,603901,永创智能,11.98,0.67,2.28,9.69,123.63,14.9,AA-,6.783,12.597,10.6,2028-08-04,2.781,6.104,0,0,-7.01,156.96
123236,家联转债,143.833,-0.12,301193,家联科技,19.17,0.37,2.26,15.33,125.05,15.02,AA-,10.731,19.929,26.5,2029-12-22,4.164,7.012,0,0,-4.42,158.85
123054,思特转债,147.3,0.07,300608,思特奇,12.65,0.08,2.89,9.88,128.04,15.05,AA-,6.916,12.844,4.6,2026-06-10,0.627,1.667,0,0,-35.57,162.35
118004,博瑞转债,177.8,0.18,688166,博瑞医药,53.65,0.49,9.13,34.74,154.43,15.13,AA-,24.318,45.162,2.0,2028-01-04,2.197,4.428,0,0,-17.06,192.93
123221,力诺转债,141.99,0.42,301188,力诺药包,17.47,0.29,2.61,14.2,123.03,15.41,A+,9.94,18.46,9.7,2029-08-23,3.833,4.053,0,0,-6.05,157.4
127073,天赐转债,139.5,-0.07,002709,天赐材料,34.42,0.53,5.01,28.5,120.77,15.51,AA,19.95,37.05,7.2,2027-09-23,1.915,34.097,0,0,-11.59,155.01
118029,富淼转债,138.677,0.07,688350,富淼科技,22.1,0.0,1.89,18.43,119.91,15.65,A,12.901,23.959,16.7,2028-12-15,3.145,4.5,0,0,-6.19,154.33
123085,万顺转2,136.0,0.0,300057,万顺新材,5.86,0.0,1.01,4.99,117.44,15.81,AA-,3.493,6.487,12.4,2026-12-11,1.132,5.287,0,0,-17.6,151.81
123061,航新转债,140.7,0.0,300424,航新科技,18.0,-1.15,5.65,14.82,121.46,15.84,A-,10.374,19.266,3.8,2026-07-22,0.743,1.675,0,0,-22.06,156.54
127089,晶澳转债,127.492,0.0,002459,晶澳科技,12.83,0.0,1.71,11.66,110.03,15.87,AA+,8.162,15.158,21.1,2029-07-18,3.734,89.592,0,0,-3.5,143.36
110094,众和转债,141.763,0.0,600888,新疆众和,8.13,0.25,1.02,6.65,122.26,15.96,AA,4.655,8.645,8.7,2029-07-18,3.734,9.944,0,0,-5.75,157.72
110063,鹰19转债,120.601,-0.41,600567,山鹰国际,1.83,0.55,0.7,1.76,103.98,15.99,AA,1.232,2.288,6.9,2025-12-13,0.137,7.465,0,0,-63.18,136.59
110082,宏发转债,139.741,0.0,600885,宏发股份,27.37,0.63,3.99,22.72,120.47,16.0,AA,15.904,29.536,5.0,2027-10-28,2.011,19.994,0,0,-9.34,155.74
123211,阳谷转债,205.2,2.26,300121,阳谷华泰,16.38,1.24,2.02,9.28,176.51,16.25,AA-,6.496,12.064,4.4,2029-07-27,3.759,3.071,0,0,-13.63,221.45
118045,盟升转债,194.0,0.42,688311,盟升电子,34.94,2.04,3.61,20.94,166.86,16.27,A,14.658,27.222,2.1,2029-09-12,3.888,1.238,0,0,-12.6,210.27
123185,能辉转债,139.668,0.26,301046,能辉科技,26.57,2.67,4.68,22.15,119.96,16.43,A+,15.505,28.795,11.6,2029-03-31,3.436,3.479,0,0,-5.29,156.1
123149,通裕转债,134.672,0.0,300185,通裕重工,3.14,0.32,1.76,2.72,115.44,16.66,AA,1.904,3.536,12.8,2028-06-20,2.658,14.841,0,0,-5.78,151.33
127015,希望转债,107.168,0.04,000876,新希望,9.7,0.1,1.68,10.59,91.6,17.0,AAA,7.413,13.767,2.2,2026-01-03,0.195,9.493,0,0,-5.94,124.17
113677,华懋转债,188.0,2.57,603306,华懋科技,54.2,4.51,5.21,33.74,160.64,17.03,AA-,23.618,43.862,5.9,2029-09-14,3.893,10.492,0,0,-11.81,205.03
113683,伟24转债,146.15,0.22,603568,伟明环保,21.9,-0.36,2.69,17.55,124.79,17.12,AA,12.285,22.815,0.8,2030-03-28,4.427,2.847,0,0,-5.46,163.27
123240,楚天转债,133.5,0.0,300358,楚天科技,9.11,1.56,1.2,8.0,113.88,17.23,AA,5.6,10.4,19.0,2030-01-30,4.271,10.0,0,0,-3.55,150.73
123233,凯盛转债,140.572,0.0,301069,凯盛新材,23.99,0.54,5.8,20.01,119.89,17.25,AA-,14.007,26.013,6.9,2029-11-29,4.101,6.498,0,0,-3.92,157.82
113069,博23转债,178.0,0.28,601137,博威合金,22.24,-2.71,2.18,14.68,151.5,17.49,AA,10.276,19.084,7.7,2028-12-22,3.164,14.125,0,0,-13.86,195.49
118030,睿创转债,241.69,0.12,688002,睿创微纳,80.33,0.97,6.36,39.13,205.29,17.73,AA,27.391,50.869,4.0,2028-12-30,3.186,14.694,0,0,-21.33,259.42
111019,宏柏转债,133.2,0.2,605366,宏柏新材,6.16,0.0,1.95,5.46,112.82,18.06,AA-,3.822,7.098,18.0,2030-04-17,4.482,7.204,0,0,-2.4,151.26
113033,利群转债,112.5,0.0,601366,利群股份,4.61,0.44,1.0,4.84,95.25,18.11,AA,3.388,6.292,30.8,2026-04-01,0.436,12.967,0,0,-5.23,130.61
113056,重银转债,125.24,0.15,601963,重庆银行,10.25,0.79,0.56,9.67,106.0,18.15,AAA,,12.571,67.5,2028-03-23,2.414,129.987,0,0,-3.85,143.39
128116,瑞达转债,136.008,0.32,002961,瑞达期货,23.39,0.65,3.42,20.32,115.11,18.16,AA,14.224,26.416,6.2,2026-06-29,0.68,6.489,0,0,-28.49,154.17
127040,国泰转债,129.3,-0.24,002091,江苏国泰,8.55,0.59,0.88,7.82,109.34,18.26,AA+,5.474,10.166,29.2,2027-07-07,1.701,39.869,0,0,-9.3,147.56
113656,嘉诚转债,130.269,0.0,603535,嘉诚国际,11.4,1.24,2.12,10.35,110.15,18.27,AA-,7.245,13.455,13.7,2028-09-01,2.858,7.998,0,0,-3.32,148.54
123230,金钟转债,138.93,0.2,301133,金钟股份,28.59,0.0,2.7,24.35,117.41,18.33,A,17.045,31.655,12.7,2029-11-09,4.047,3.498,0,0,-3.46,157.26
110081,闻泰转债,114.8,0.46,600745,闻泰科技,42.23,2.97,1.47,43.6,96.86,18.52,AA-,30.52,56.68,16.4,2027-07-28,1.759,85.971,0,0,-2.54,133.32
113657,再22转债,136.528,0.07,603601,再升科技,4.88,0.21,2.26,4.24,115.09,18.62,AA-,3.392,5.512,9.4,2028-09-29,2.934,4.739,0,0,-6.26,155.15
113687,振华转债,263.1,-0.89,603067,振华股份,18.16,0.78,3.81,8.2,221.46,18.8,AA,5.74,10.66,3.1,2030-07-12,4.718,4.059,0,0,-16.4,281.9
123059,银信转债,146.601,0.21,300231,银信科技,11.25,0.54,3.04,9.15,122.95,19.24,AA-,6.405,11.895,3.1,2026-07-15,0.723,1.569,0,0,-27.39,165.84
118016,京源转债,145.7,0.2,688096,京源环保,8.44,0.6,2.16,6.91,122.14,19.29,A,4.837,8.983,8.4,2028-08-05,2.784,1.675,0,0,-7.03,164.99
123107,温氏转债,129.888,0.0,300498,温氏股份,18.04,0.22,2.73,16.59,108.74,19.45,AAA,11.613,21.567,7.2,2027-03-29,1.427,77.064,0,0,-11.28,149.34
110067,华安转债,132.5,0.18,600909,华安证券,6.45,0.78,1.3,5.82,110.83,19.56,AAA,,7.566,9.3,2026-03-12,0.381,27.992,0,0,-52.03,152.06
118035,国力转债,142.999,0.0,688103,国力电子,74.8,0.0,6.23,62.54,119.6,19.56,A+,43.778,81.302,6.7,2029-06-12,3.636,4.8,0,0,-4.96,162.56
127094,红墙转债,137.35,0.42,002809,红墙股份,11.99,1.1,1.54,10.44,114.85,19.59,A+,7.308,13.572,18.1,2029-10-18,3.986,3.011,0,0,-3.38,156.94
123234,中能转债,132.0,-0.64,300062,中能电气,6.07,0.17,2.71,5.5,110.36,19.6,A+,3.85,7.15,17.1,2029-12-11,4.134,3.998,0,0,-2.43,151.6
127045,牧原转债,132.9,0.07,002714,牧原股份,49.16,0.61,3.4,44.26,111.07,19.65,AA+,30.982,57.538,5.1,2027-08-16,1.811,95.43,0,0,-10.72,152.55
