代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123258,胜蓝转 02,100.0,0.0,300843,胜蓝股份,63.59,-2.02,6.58,54.56,116.55,-14.2,AA-,38.19,70.93,4.4,2031-08-27,5.997,4.5,0.0,0.0,2.81,85.8
113698,凯众转债,100.0,0.0,603037,凯众股份,13.91,4.27,3.81,12.7,109.53,-8.7,AA-,8.89,16.51,8.3,2031-08-14,5.962,3.08,0.0,0.0,2.2,91.3
127111,金威转债,100.0,0.0,002626,金达威,20.31,-0.88,2.86,19.59,103.68,-3.55,AA,13.71,25.47,10.4,2031-08-19,5.975,12.924,0.0,0.0,2.17,96.45
127052,西子转债,123.552,-3.47,002534,西子洁能,13.95,-2.58,2.45,10.99,126.93,-2.66,AA,7.69,14.29,8.0,2027-12-24,,10.025,55601.2,53.52,,120.89
111007,永和转债,153.367,2.52,605020,永和股份,30.9,3.69,3.07,19.68,157.01,-2.32,AA-,13.78,25.59,3.5,2028-10-11,3.121,4.332,54024.59,81.69,-7.84,151.05
113628,晨丰转债,148.065,-0.52,603685,晨丰科技,19.23,0.47,2.79,12.77,150.59,-1.67,A,8.94,16.6,12.1,2027-08-23,1.984,3.973,28726.97,48.96,-11.11,146.4
128131,崇达转2,170.124,0.07,002815,崇达技术,17.7,2.97,2.85,10.25,172.68,-1.48,AA,7.18,13.33,2.9,2026-09-07,,4.25,241200.0,374.01,,168.64
128132,交建转债,154.722,1.79,002941,新疆交建,15.69,1.95,2.82,10.0,156.9,-1.39,AA,7.0,13.0,3.1,2026-09-15,,4.41,96015.74,185.17,,153.33
123147,中辰转债,136.093,-1.74,300933,中辰股份,8.87,-0.56,2.45,6.43,137.95,-1.34,AA-,4.5,8.36,11.1,2028-05-31,2.756,4.948,24035.26,37.38,-4.98,134.75
123231,信测转债,134.268,-4.71,300938,信测标准,24.78,-4.18,3.82,18.22,136.0,-1.28,AA-,12.75,23.69,1.8,2029-11-09,,0.848,6350.3,61.16,,132.99
113657,再22转债,139.055,-5.56,603601,再升科技,5.96,-5.4,2.74,4.24,140.57,-1.07,AA-,3.39,5.51,7.8,2028-09-29,3.088,4.806,47322.04,68.5,-6.28,137.99
127077,华宏转债,147.536,0.02,002645,华宏科技,16.58,-0.36,2.92,11.14,148.83,-0.87,A,7.8,14.48,1.7,2028-12-02,,2.401,77206.34,336.24,,146.67
123169,正海转债,150.48,-2.13,300224,正海磁材,19.14,-2.35,4.33,12.63,151.54,-0.7,AA-,8.84,16.42,3.1,2028-11-23,,5.652,139309.55,169.02,,149.78
123241,欧通转债,603.0,-4.29,300870,欧陆通,267.08,-4.63,11.78,43.98,607.28,-0.7,AA-,30.79,57.17,0.9,2030-07-05,4.852,2.704,253500.44,154.62,-29.09,602.3
123056,雪榕转债,152.7,-0.2,300511,雪榕生物,6.3,-0.16,2.93,4.1,153.66,-0.62,A,2.87,4.92,5.2,2026-06-24,0.819,1.747,28223.13,106.35,-30.24,152.08
113606,荣泰转债,159.484,-1.02,603579,荣泰健康,37.02,-1.31,3.46,23.07,160.47,-0.61,AA-,16.15,29.99,0.9,2026-10-30,,0.685,21974.2,200.21,,158.87
123087,明电转债,150.952,-1.14,300739,明阳电路,17.89,-1.16,2.61,11.78,151.87,-0.6,AA-,7.07,15.31,0.7,2026-12-15,,0.525,26435.39,431.93,,150.35
113641,华友转债,138.829,3.15,603799,华友钴业,48.05,3.18,2.09,34.43,139.56,-0.52,AA+,24.1,44.76,7.3,2028-02-24,2.49,60.238,236121.54,28.44,-8.63,138.31
113064,东材转债,171.54,3.63,601208,东材科技,19.88,2.47,4.26,11.53,172.42,-0.51,AA,8.07,14.99,0.6,2028-11-16,,1.19,185352.73,914.92,,171.03
123161,强联转债,164.65,1.01,300850,新强联,36.06,1.32,2.32,21.8,165.41,-0.46,AA,15.26,28.34,7.2,2028-10-11,3.121,7.117,27741.0,24.3,-10.75,164.19
113669,景23转债,266.042,-3.31,603228,景旺电子,63.89,-2.05,5.15,23.91,267.21,-0.44,AA,16.74,31.08,1.6,2029-04-04,3.6,9.519,116980.0,45.91,-21.61,265.6
113664,大元转债,263.961,-6.99,603757,大元泵业,54.56,-8.7,5.22,20.59,264.98,-0.39,AA-,14.41,26.77,3.6,2028-12-05,3.271,3.378,505219.52,551.77,-21.75,263.57
113565,宏辉转债,147.653,-0.15,603336,宏辉果蔬,8.67,-1.14,4.19,5.85,148.21,-0.37,A+,4.1,7.61,2.4,2026-02-26,0.496,1.221,21270.39,117.73,-48.96,147.28
118014,高测转债,149.789,-0.98,688556,高测股份,11.08,-1.07,2.43,7.37,150.34,-0.37,A+,5.16,9.58,0.6,2028-07-18,,0.545,25015.2,307.06,,149.42
123130,设研转债,114.6,-0.68,300732,设研院,9.26,-0.86,1.16,8.05,115.03,-0.37,AA,5.64,10.47,7.1,2027-11-11,,2.39,12563.34,47.92,,114.23
123145,药石转债,131.63,2.44,300725,药石科技,44.34,2.52,2.6,33.61,131.93,-0.22,AA,23.53,43.69,5.2,2028-04-20,,4.532,20555.62,35.57,,131.41
127033,中装转2,85.7,0.86,002822,*ST中装,3.25,0.62,3.52,3.79,85.75,-0.06,B-,2.65,4.93,36.2,2027-04-16,1.63,7.832,27736.63,41.85,19.26,85.64
118004,博瑞转债,277.614,-1.02,688166,博瑞医药,96.47,-1.6,16.48,34.74,277.69,-0.03,AA-,24.32,45.16,1.1,2028-01-04,2.351,4.491,88945.59,69.91,-30.67,277.58
127081,中旗转债,397.5,-1.12,001212,中旗新材,58.69,-0.36,6.3,14.76,397.63,-0.03,A+,10.33,19.19,2.4,2029-03-03,3.512,2.282,109748.79,120.01,-30.03,397.47
113632,鹤21转债,131.856,-0.42,603733,仙鹤股份,25.04,1.83,2.15,18.99,131.86,0.0,AA,13.29,24.69,11.6,2027-11-17,2.219,20.498,30684.73,11.24,-5.98,131.86
128081,海亮转债,130.785,0.27,002203,海亮股份,12.03,-0.58,1.83,9.2,130.76,0.02,AA,6.44,11.96,3.6,2025-11-21,,9.767,22491.49,18.56,,130.81
123244,松原转债,151.056,-1.56,300893,松原安全,30.69,-1.63,6.69,20.35,150.81,0.16,A+,14.25,26.46,8.3,2030-08-01,4.926,4.044,17941.62,29.11,-4.68,151.22
123162,东杰转债,250.65,-6.75,300486,东杰智能,20.12,-7.02,7.98,8.05,249.94,0.28,BBB+,5.64,10.47,1.3,2028-10-14,,1.234,146029.4,459.48,,250.93
123200,海泰转债,162.42,1.13,301022,海泰科,42.15,0.4,3.63,26.06,161.74,0.42,A,18.24,33.88,3.5,2029-06-27,,0.925,114856.71,757.09,,162.84
123232,金现转债,127.166,-3.66,300830,金现代,11.83,-4.9,4.32,9.35,126.52,0.51,A+,6.55,12.16,4.8,2029-11-27,,1.799,22542.63,97.52,,127.68
127055,精装转债,180.8,5.48,002989,中天精装,33.22,10.0,4.43,18.5,179.57,0.69,AA-,12.95,24.05,3.4,2028-02-22,2.485,2.135,94168.48,245.74,-15.87,181.49
111016,神通转债,143.798,-1.98,605228,神通科技,16.45,-0.42,4.45,11.52,142.8,0.7,AA-,8.06,14.98,7.8,2029-07-25,3.907,5.492,16266.14,20.35,-4.74,144.5
127047,帝欧转债,129.87,-0.71,002798,帝欧家居,6.55,-2.09,2.06,5.1,128.43,1.12,A-,3.57,6.63,29.7,2027-10-25,2.156,8.537,9666.42,8.68,-4.2,130.99
113030,东风转债,152.336,-2.07,601515,东峰集团,4.66,-0.85,1.7,3.1,150.32,1.34,AA,2.17,4.03,2.2,2025-12-24,0.321,1.907,11129.67,37.93,-83.32,153.68
128076,金轮转债,138.5,-0.82,002722,物产金轮,18.2,0.61,1.43,13.34,136.43,1.52,AA-,9.34,17.34,5.7,2025-10-14,0.126,1.836,12834.98,50.14,-163.31,140.02
123235,亿田转债,263.797,-2.84,300911,亿田智能,55.3,-2.3,8.14,21.31,259.5,1.65,AA-,14.92,27.7,4.8,2029-12-21,4.315,4.503,61117.25,50.33,-16.94,265.45
127107,领益转债,174.1,-3.06,002600,领益智造,15.54,-4.43,5.34,9.13,170.21,2.29,AA+,6.39,11.87,2.0,2030-11-18,5.225,21.317,124653.95,33.28,-8.13,176.39
123251,华医转债,172.9,3.92,301235,华康洁净,37.78,9.89,2.33,22.43,168.44,2.65,A+,15.7,29.16,25.5,2030-12-23,5.321,7.014,85001.19,70.39,-6.74,175.55
123246,远信转债,161.921,0.39,301053,远信工业,36.1,3.32,4.31,22.95,157.3,2.94,A,16.07,29.84,8.3,2030-08-16,4.967,2.315,28353.03,75.48,-5.34,164.86
123243,严牌转债,145.2,0.34,301081,严牌股份,10.25,1.49,2.08,7.27,140.99,2.99,A+,5.09,9.45,14.6,2030-07-10,4.866,3.232,14264.52,30.41,-4.12,148.19
110062,烽火转债,130.23,-1.04,600498,烽火通信,27.43,-2.04,2.48,21.71,126.35,3.07,AAA,15.2,28.22,9.6,2025-12-02,0.26,30.874,39885.45,9.87,-72.26,133.3
118049,汇成转债,187.64,-5.34,688403,汇成股份,13.85,-1.91,3.6,7.61,182.0,3.1,AA-,5.33,9.89,9.9,2030-08-07,4.943,11.486,40095.26,18.25,-9.34,190.74
123166,蒙泰转债,138.02,-2.11,300876,蒙泰高新,31.32,-0.54,3.93,23.47,133.45,3.43,A,16.43,30.51,14.0,2028-11-02,3.181,2.999,6716.75,16.03,-4.28,141.45
123247,万凯转债,155.796,-3.42,301216,万凯新材,17.0,-1.85,1.65,11.3,150.44,3.56,AA,7.91,14.69,51.6,2030-08-16,4.967,25.858,31547.47,7.66,-6.06,159.36
113601,塞力转债,293.21,-0.72,603716,塞力医疗,33.95,2.57,8.14,12.0,282.92,3.64,BB+,8.4,15.6,2.6,2026-08-21,0.978,1.879,389063.18,685.35,-62.32,296.85
113062,常银转债,129.652,-0.03,601128,常熟银行,7.52,-0.27,0.84,6.04,124.5,4.14,AAA,,7.85,24.1,2028-09-15,3.049,59.994,17253.38,2.21,-5.33,133.79
110059,浦发转债,113.591,0.35,600000,浦发银行,13.63,-1.66,0.52,12.51,108.95,4.26,AAA,,16.26,8.4,2025-10-28,0.164,350.55,55540.4,1.4,-19.56,117.85
123213,天源转债,212.2,-0.93,301127,武汉天源,14.52,0.48,2.85,7.14,203.36,4.35,AA-,5.0,9.28,3.4,2029-07-28,3.915,3.268,23195.72,33.01,-14.41,216.55
113577,春秋转债,140.687,-1.8,603890,春秋电子,14.13,-0.49,2.12,10.5,134.57,4.54,AA-,7.35,13.65,2.9,2026-04-14,0.625,1.775,6310.65,24.97,-32.79,145.23
