代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
127081,中旗转债,338.7,-0.6,001212,中旗新材,52.5,5.4,5.24,14.76,355.69,-4.78,A+,10.332,19.188,2.3,2029-03-03,3.34,1.95,0,0,-27.97,333.92
127070,大中转债,179.0,-0.28,001203,大中矿业,20.09,3.03,4.43,10.76,186.71,-4.13,AA,7.532,13.988,5.8,2028-08-17,2.797,14.955,0,0,-14.78,174.87
113628,晨丰转债,160.001,-2.08,603685,晨丰科技,21.27,2.01,3.08,12.77,166.56,-3.94,A,8.939,16.601,2.2,2027-08-23,,0.919,0,0,,156.06
123207,冠中转债,185.0,-7.37,300948,冠中生态,20.01,-2.39,4.07,10.44,191.67,-3.48,A-,7.308,13.572,6.8,2029-07-21,3.723,2.025,0,0,-11.17,181.52
118059,颀中转债,100.0,0.0,688352,颀中科技,14.2,-2.94,2.89,13.75,103.27,-3.17,AA+,9.625,17.875,16.4,2031-11-03,6.0,8.5,0,0,2.01,96.83
113689,洛凯转债,137.098,-2.87,603829,洛凯股份,21.45,0.05,3.21,15.33,139.92,-2.02,AA-,10.731,19.929,5.2,2030-10-17,4.964,1.937,0,0,-2.74,135.08
113663,新化转债,161.66,0.18,603867,新化股份,32.67,10.0,2.27,19.81,164.92,-1.97,AA-,13.867,25.753,8.0,2028-11-28,3.08,5.021,0,0,-9.56,159.69
127020,中金转债,126.425,-0.45,000060,中金岭南,5.49,-0.36,1.33,4.29,127.97,-1.21,AA+,3.003,5.577,7.4,2026-07-20,,16.448,0,0,,125.22
123247,万凯转债,182.799,-0.45,301216,万凯新材,20.8,0.0,1.99,11.3,184.07,-0.69,AA,7.91,14.69,17.4,2030-08-16,4.795,19.767,0,0,-9.41,182.11
127019,国城转债,142.0,-1.31,000688,国城矿业,17.98,-0.88,5.89,12.58,142.93,-0.65,A+,8.806,16.354,3.6,2026-07-15,0.704,7.362,0,0,-32.51,141.35
123240,楚天转债,142.0,-0.91,300358,楚天科技,11.42,1.96,1.47,8.0,142.75,-0.53,AA,5.6,10.4,15.2,2030-01-30,4.252,9.988,0,0,-4.98,141.47
113030,东风转债,158.613,0.17,601515,东峰集团,4.94,1.44,1.79,3.1,159.36,-0.47,AA,2.17,4.03,1.7,2025-12-24,0.148,1.59,0,0,-214.51,158.14
113047,旗滨转债,129.611,-0.54,601636,旗滨集团,7.07,-0.42,1.37,5.43,130.2,-0.45,AA+,3.801,7.059,7.8,2027-04-09,1.438,14.748,0,0,-9.94,129.16
118051,皓元转债,200.0,-1.79,688131,皓元医药,81.7,2.39,5.44,40.47,200.77,-0.38,AA-,28.329,52.611,4.7,2030-11-28,5.08,8.218,0,0,-10.13,199.62
127086,恒邦转债,117.51,-0.62,002237,恒邦股份,13.18,-0.38,1.63,11.19,117.78,-0.23,AA+,7.833,14.547,9.2,2029-06-12,,13.047,0,0,,117.28
113687,振华转债,295.0,-6.81,603067,振华股份,24.2,0.0,4.95,8.2,295.12,-0.04,AA,5.74,10.66,2.4,2030-07-12,4.699,4.059,0,0,-18.5,294.96
123118,惠城转债,1401.0,-0.52,300779,惠城环保,155.5,0.8,22.64,11.11,1399.64,0.1,A+,7.777,14.443,0.5,2027-07-07,1.682,1.238,0,0,-77.53,1401.1
110062,烽火转债,111.611,-0.35,600498,烽火通信,24.1,-0.86,1.99,21.71,111.01,0.54,AAA,15.197,28.223,8.9,2025-12-02,0.088,25.512,0,0,-65.55,112.15
113621,彤程转债,132.6,-1.1,603650,彤程新材,41.01,-0.51,7.08,31.11,131.82,0.59,AA,21.777,40.443,1.6,2027-01-26,,4.04,0,0,,133.19
118049,汇成转债,214.0,-2.82,688403,汇成股份,16.18,-1.76,4.07,7.61,212.62,0.65,AA-,5.327,9.893,6.6,2030-08-07,4.77,9.301,0,0,-12.17,214.65
113577,Z春秋转,142.99,-0.19,603890,春秋电子,14.85,-1.53,2.15,10.5,141.43,1.1,AA-,7.35,13.65,0.5,2026-04-14,,0.367,0,0,,144.09
127078,优彩转债,130.11,-0.49,002998,优彩资源,8.31,0.0,1.77,6.48,128.24,1.46,A+,4.536,8.424,23.4,2028-12-14,3.123,5.0,0,0,-2.5,131.57
113671,武进转债,133.37,0.06,603878,武进不锈,10.41,-1.05,2.24,7.93,131.27,1.6,AA,5.551,10.309,5.3,2029-07-10,3.693,3.097,0,0,-4.18,134.97
113685,升24转债,119.545,0.03,603305,旭升集团,14.72,-2.06,2.2,12.51,117.67,1.6,AA-,8.757,16.263,5.1,2030-06-14,,8.164,0,0,,121.15
118031,天23转债,130.2,-0.26,688599,天合光能,20.5,0.64,2.02,16.0,128.13,1.62,AA,11.2,20.8,19.8,2029-02-13,3.29,88.645,0,0,-2.68,131.82
127073,天赐转债,143.0,-1.37,002709,天赐材料,39.87,0.0,5.73,28.5,139.9,2.22,AA,19.95,37.05,6.0,2027-09-23,1.896,33.214,0,0,-12.87,145.22
123213,天源转债,193.052,-0.25,301127,武汉天源,13.48,0.67,2.73,7.14,188.8,2.25,AA-,4.998,9.282,3.6,2029-07-28,3.743,3.261,0,0,-12.85,195.3
123243,严牌转债,154.1,0.06,301081,严牌股份,10.9,1.87,2.18,7.27,149.93,2.78,A+,5.089,9.451,13.0,2030-07-10,4.693,3.081,0,0,-5.5,156.88
110096,豫光转债,211.005,-1.81,600531,豫光金铅,12.21,-0.16,2.29,5.95,205.21,2.82,AA,4.165,7.735,5.3,2030-08-12,4.784,7.064,0,0,-11.99,213.83
127055,精装转债,158.363,0.48,002989,中天精装,28.48,5.4,3.54,18.5,153.95,2.87,AA-,12.95,24.05,3.9,2028-02-22,2.312,2.085,0,0,-12.03,161.23
128144,利民转债,238.501,-0.77,002734,利民股份,18.77,-0.05,2.3,8.1,231.73,2.92,AA,5.67,10.53,3.4,2027-03-01,1.332,2.58,0,0,-43.96,241.42
123049,维尔转债,125.183,-0.21,300190,维尔利,4.31,-0.23,1.21,3.55,121.41,3.11,A-,2.485,4.615,23.3,2026-04-13,0.449,8.085,0,0,-13.01,128.29
123245,集智转债,233.011,-0.57,300553,集智股份,40.8,1.67,5.23,18.11,225.29,3.43,A,12.677,23.543,4.4,2030-08-14,4.789,1.538,0,0,-13.06,236.44
123256,恒帅转债,225.0,-11.77,300969,恒帅股份,136.01,2.57,10.75,62.55,217.44,3.48,A+,43.785,81.315,2.5,2031-05-28,5.575,3.276,0,0,-10.96,228.48
123239,锋工转债,147.611,0.0,300488,恒锋工具,34.48,-0.29,3.51,24.19,142.54,3.56,A+,16.933,31.447,8.8,2030-01-18,4.219,4.379,0,0,-4.94,151.17
123187,超达转债,160.8,0.04,301186,超达装备,47.83,0.0,2.4,30.98,154.39,4.15,A,21.686,40.274,7.6,2029-04-04,3.427,2.731,0,0,-8.35,164.95
123246,远信转债,161.06,0.06,301053,远信工业,35.49,0.0,4.12,22.95,154.64,4.15,A,16.065,29.835,8.4,2030-08-16,4.795,2.297,0,0,-5.43,165.21
123212,立中转债,139.765,0.0,300428,立中集团,24.99,2.17,1.98,18.66,133.98,4.32,AA-,13.062,24.258,6.5,2029-07-27,3.74,8.996,0,0,-4.63,144.09
127053,豪美转债,244.0,2.87,002988,豪美新材,40.3,2.94,3.6,17.23,233.89,4.32,AA-,12.061,22.399,2.6,2028-01-24,2.233,2.581,0,0,-27.13,248.32
127092,运机转债,253.466,0.0,001288,运机集团,29.35,0.03,3.0,12.09,242.76,4.41,AA-,8.463,15.717,11.8,2029-09-21,3.893,5.25,0,0,-17.66,257.88
113631,皖天转债,136.707,0.0,603689,皖天然气,8.86,-0.45,1.29,6.81,130.1,5.08,AA+,4.767,8.853,19.5,2027-11-08,2.022,8.399,0,0,-9.07,141.79
113045,环旭转债,135.01,-0.35,601231,环旭电子,23.88,-0.87,2.8,18.59,128.46,5.1,AA+,13.013,24.167,6.5,2027-03-04,1.34,34.396,0,0,-14.56,140.11
111005,富春转债,166.02,0.27,605189,富春染织,18.85,0.53,1.97,11.98,157.35,5.51,AA-,8.386,15.574,14.5,2028-06-23,2.647,5.298,0,0,-14.18,171.53
113649,丰山转债,140.0,-0.63,603810,丰山集团,18.18,2.94,1.8,13.73,132.41,5.73,AA-,9.611,17.849,15.2,2028-06-27,2.658,4.578,0,0,-6.2,145.73
123209,聚隆转债,209.015,-0.75,300644,南京聚隆,35.01,-0.6,3.74,17.77,197.02,6.09,A+,12.439,23.101,5.4,2029-07-26,3.737,1.674,0,0,-14.45,215.11
127047,帝欧转债,132.1,0.0,002798,帝欧水华,6.35,0.63,1.58,5.1,124.51,6.1,A-,3.57,6.63,30.1,2027-10-25,1.984,8.437,0,0,-6.01,138.2
127089,晶澳转债,130.701,-0.12,002459,晶澳科技,14.35,1.92,2.01,11.66,123.07,6.2,AA+,8.162,15.158,18.9,2029-07-18,3.715,89.592,0,0,-4.17,136.9
123235,亿田转债,197.8,-1.79,300911,亿田智能,39.6,1.1,5.85,21.31,185.83,6.44,AA-,14.917,27.703,6.4,2029-12-21,4.143,4.355,0,0,-11.58,204.24
123146,中环转2,150.71,-0.78,300692,中环环保,8.82,-1.23,1.62,6.23,141.57,6.45,AA-,4.361,8.099,17.5,2028-05-06,2.515,6.362,0,0,-9.13,157.16
127096,泰坦转债,178.0,-8.51,003036,泰坦股份,22.18,10.02,2.97,13.27,167.14,6.5,A,9.289,17.251,6.1,2029-10-25,3.986,2.919,0,0,-9.56,184.5
127079,华亚转债,176.08,-4.74,003043,华亚智能,50.7,0.0,3.74,30.71,165.09,6.66,A+,21.497,39.923,7.3,2028-12-16,3.129,3.106,0,0,-11.76,182.74
111012,福新转债,356.2,-0.43,605488,福莱新材,31.78,0.0,5.73,9.56,332.43,7.15,A+,6.692,12.428,1.2,2029-01-04,3.181,1.019,0,0,-29.41,363.35
123254,亿纬转债,176.0,-1.68,300014,亿纬锂能,83.18,0.0,4.27,50.65,164.23,7.17,AA+,35.455,65.845,3.2,2031-03-24,5.397,49.988,0,0,-7.47,183.17
123061,航新转债,146.108,0.0,300424,航新科技,20.17,0.0,6.25,14.82,136.1,7.35,A-,10.374,19.266,3.4,2026-07-22,0.723,1.675,0,0,-27.01,153.46
118009,华锐转债,146.11,-2.18,688059,华锐精密,87.98,4.37,5.13,64.79,135.79,7.6,A+,45.353,84.227,5.2,2028-06-24,2.649,3.998,0,0,-8.13,153.71
123085,万顺转2,138.297,-1.0,300057,万顺新材,6.41,0.94,1.1,4.99,128.46,7.66,AA-,3.493,6.487,11.4,2026-12-11,1.112,5.287,0,0,-19.13,145.96
113651,松霖转债,202.13,0.0,603992,松霖科技,28.7,-0.93,3.85,15.3,187.58,7.76,AA,10.71,19.89,2.0,2028-07-20,2.721,2.378,0,0,-18.94,209.89
113058,友发转债,148.536,-0.1,601686,友发集团,6.57,0.0,1.38,4.77,137.74,7.84,AA,3.339,6.201,19.3,2028-03-30,2.414,18.638,0,0,-10.16,156.38
118048,利扬转债,203.124,-1.25,688135,利扬芯片,30.31,0.0,5.38,16.12,188.03,8.03,A+,11.284,20.956,7.8,2030-07-02,4.671,4.809,0,0,-10.87,211.15
118000,嘉元转债,140.02,-1.17,688388,嘉元科技,43.0,1.18,2.59,33.18,129.6,8.04,A+,23.226,43.134,5.3,2027-02-23,1.315,9.779,0,0,-12.76,148.06
123203,明电转02,158.26,-0.98,300739,明阳电路,17.17,-0.17,2.39,11.74,146.25,8.21,AA-,8.218,15.262,2.6,2029-07-03,3.674,1.471,0,0,-6.86,166.47
113062,常银转债,129.701,-0.17,601128,常熟银行,7.05,0.0,0.77,5.89,119.69,8.36,AAA,,7.657,25.7,2028-09-15,2.877,59.994,0,0,-5.85,138.06
118030,睿创转债,230.0,-4.67,688002,睿创微纳,83.05,0.0,6.15,39.13,212.24,8.37,AA,27.391,50.869,3.8,2028-12-30,3.167,14.694,0,0,-20.18,238.37
110077,洪城转债,204.06,0.49,600461,洪城环境,9.17,0.11,1.21,4.88,187.91,8.59,AA+,3.416,6.344,5.7,2026-11-20,1.055,6.685,0,0,-44.28,212.65
110093,神马转债,133.938,0.0,600810,神马股份,9.99,0.6,1.27,8.11,123.18,8.73,AAA,5.677,10.543,20.5,2029-03-16,3.375,22.476,0,0,-5.57,142.67
