代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123258,胜蓝转 02,100.0,0.0,300843,胜蓝股份,57.8,-11.12,5.98,54.56,105.94,-5.61,AA-,38.19,70.93,4.9,2031-08-27,5.986,4.5,0.0,0.0,2.82,94.39
127111,金威转债,100.0,0.0,002626,金达威,20.66,-0.91,2.91,19.59,105.46,-5.18,AA,13.71,25.47,10.3,2031-08-19,5.964,12.924,0.0,0.0,2.17,94.82
113664,大元转债,225.981,-13.47,603757,大元泵业,47.95,-9.36,4.59,20.59,232.88,-2.96,AA-,14.41,26.77,3.7,2028-12-05,,3.062,215079.84,296.93,,223.02
123236,家联转债,160.489,-4.19,301193,家联科技,25.01,2.17,2.93,15.33,163.14,-1.63,AA-,10.73,19.93,20.3,2029-12-22,4.307,7.246,195816.12,175.41,-6.71,158.86
113698,凯众转债,100.0,0.0,603037,凯众股份,12.9,-3.66,3.66,12.7,101.58,-1.55,AA-,8.89,16.51,9.0,2031-08-14,5.951,3.08,0.0,0.0,2.21,98.45
113606,荣泰转债,170.922,4.58,603579,荣泰健康,40.02,5.87,3.74,23.07,173.47,-1.47,AA-,16.15,29.99,0.6,2026-10-30,,0.462,105656.94,1370.66,,169.45
113628,晨丰转债,145.275,-3.43,603685,晨丰科技,18.72,-3.36,2.72,12.77,146.59,-0.9,A,8.94,16.6,10.9,2027-08-23,1.973,3.556,23414.03,45.29,-10.3,144.38
118048,利扬转债,185.905,-7.1,688135,利扬芯片,30.24,5.88,5.45,16.12,187.59,-0.9,A+,11.28,20.96,7.9,2030-07-02,4.833,4.848,411247.72,426.65,-8.83,185.01
123169,正海转债,138.331,-5.26,300224,正海磁材,17.6,-5.63,3.98,12.63,139.35,-0.73,AA-,8.84,16.42,2.8,2028-11-23,,4.802,50105.24,81.23,,137.6
118014,高测转债,151.73,5.39,688556,高测股份,11.26,5.63,2.46,7.37,152.78,-0.69,A+,5.16,9.58,0.4,2028-07-18,,0.407,156508.08,2445.09,,151.04
127052,西子转债,121.2,-1.3,002534,西子洁能,13.41,-1.47,2.44,10.99,122.02,-0.67,AA,7.69,14.29,5.6,2027-12-24,,7.441,40015.34,56.54,,120.53
123241,欧通转债,512.98,-11.36,300870,欧陆通,227.11,-11.14,10.02,43.98,516.39,-0.66,AA-,30.79,57.17,1.0,2030-07-05,4.841,2.663,213291.44,152.65,-26.72,512.32
