代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
118060,瑞可转债,100.0,0.0,688800,瑞可达,85.72,-3.65,7.72,73.85,116.07,-13.85,AA-,51.695,96.005,5.7,2031-11-13,5.926,10.0,0.0,0.0,2.52,86.15
123249,英搏转债,145.541,-4.29,300681,英搏尔,25.54,-3.84,2.9,17.34,147.29,-1.19,AA,12.138,22.542,11.5,2030-10-24,4.871,5.717,26481.76,31.31,-4.84,144.35
113593,沪工转债,147.397,3.01,603131,上海沪工,31.37,2.65,8.09,21.09,148.74,-0.9,A,14.763,27.417,2.8,2026-07-20,0.606,2.847,146327.58,352.13,-36.3,146.5
110096,豫光转债,180.124,-2.91,600531,豫光金铅,10.79,-3.4,2.11,5.95,181.34,-0.67,AA,4.165,7.735,1.9,2030-08-12,,2.388,34416.82,77.9,,179.45
123185,能辉转债,145.813,3.41,301046,能辉科技,32.44,3.54,6.28,22.15,146.46,-0.44,A+,15.505,28.795,2.2,2029-03-31,,0.901,156487.7,1164.73,,145.37
113069,博23转债,140.274,-1.03,601137,博威合金,20.67,-0.86,1.91,14.68,140.8,-0.37,AA,10.276,19.084,7.4,2028-12-22,3.033,12.753,26691.35,14.74,-7.3,139.9
123212,Z中转债,118.772,-2.04,300428,立中集团,22.23,-1.64,1.87,18.65,119.2,-0.36,AA-,13.055,24.245,0.6,2029-07-27,,0.805,7628.52,79.2,,118.41
123049,维尔转债,126.039,-0.28,300190,维尔利,4.49,-0.44,1.26,3.55,126.48,-0.35,A-,2.485,4.615,20.7,2026-04-13,0.337,7.482,5347.95,5.68,-18.93,125.69
128144,利民转债,192.006,-2.44,002734,利民股份,15.6,-2.5,1.94,8.1,192.59,-0.3,AA,5.67,10.53,1.9,2027-03-01,,1.226,9023.62,37.96,,191.71
113663,新化转债,127.463,-2.19,603867,新化股份,25.32,-1.9,1.94,19.81,127.81,-0.27,AA-,13.867,25.753,5.1,2028-11-28,2.967,2.621,5757.03,17.08,-2.46,127.19
113683,伟24转债,122.673,-1.65,603568,伟明环保,21.57,-1.64,2.52,17.55,122.91,-0.19,AA,12.285,22.815,0.2,2030-03-28,,0.777,5516.69,57.39,,122.48
123118,惠城转债,1196.686,-1.75,300779,惠城环保,133.17,-0.51,19.91,11.11,1198.65,-0.16,A+,7.777,14.443,0.4,2027-07-07,1.57,0.906,81839.62,74.41,-77.5,1196.53
113030,东风转债,139.268,-2.1,601515,衢州东峰,4.32,-2.04,1.59,3.1,139.35,-0.06,AA,2.17,4.03,1.0,2025-12-24,0.036,0.851,2611.6,21.91,-595.12,139.21
127081,中旗转债,301.502,-1.61,001212,中旗新材,44.51,-1.57,4.83,14.76,301.56,-0.02,A+,10.332,19.188,1.1,2029-03-03,,0.805,36590.69,149.52,,301.48
123240,楚天转债,112.988,-1.41,300358,楚天科技,9.04,-1.74,1.37,8.0,113.0,-0.01,AA,5.6,10.4,3.2,2030-01-30,,1.971,7037.44,31.24,,112.98
123233,凯盛转债,132.582,-5.87,301069,凯盛新材,26.24,-2.49,6.41,19.96,131.46,0.85,AA-,13.972,25.948,6.3,2029-11-29,3.97,6.496,31410.5,35.61,-2.67,133.43
123207,冠中转债,184.53,-2.55,300948,冠中生态,19.07,-2.46,3.78,10.44,182.66,1.02,A-,7.308,13.572,7.1,2029-07-21,3.611,2.021,16960.97,44.79,-11.42,185.55
123213,天源转债,214.305,-1.1,301127,武汉天源,15.11,-0.46,3.09,7.14,211.62,1.27,AA-,4.998,9.282,3.2,2029-07-28,3.63,3.261,18649.43,26.34,-15.7,215.58
123230,金钟转债,135.456,-2.8,301133,金钟股份,32.52,-3.04,3.09,24.35,133.55,1.43,A,17.045,31.655,11.2,2029-11-09,3.915,3.498,9805.94,20.46,-3.04,136.89
118009,华锐转债,143.055,-4.78,688059,华锐精密,87.86,0.64,5.73,62.49,140.6,1.75,A+,43.743,81.237,5.2,2028-06-24,2.537,3.998,20320.4,34.93,-7.68,144.81
123128,首华转债,129.93,0.11,300483,首华燃气,15.51,-1.77,2.15,12.15,127.65,1.79,AA-,8.505,15.795,24.8,2027-11-01,1.89,11.149,24007.0,16.63,-7.7,131.72
123173,恒锋转债,131.279,-2.67,300605,恒锋信息,17.68,-4.95,5.78,13.77,128.4,2.24,A-,9.639,17.901,11.0,2028-12-30,3.055,2.333,22645.16,73.55,-2.89,133.52
123187,超达转债,150.492,-2.02,301186,超达装备,45.26,-1.8,2.27,30.98,146.09,3.01,A,21.686,40.274,8.0,2029-04-04,3.315,2.731,3951.22,9.54,-6.72,153.5
113672,福蓉转债,171.641,0.85,603327,福蓉科技,13.59,0.82,6.75,8.17,166.34,3.19,AA,5.719,10.621,2.8,2029-07-18,3.603,3.74,351131.87,533.59,-11.3,174.83
123263,鼎捷转债,100.0,0.0,300378,鼎捷数智,41.99,-3.65,5.03,43.54,96.44,3.69,AA,,56.602,7.3,2031-12-15,6.0,8.28,0.0,0.0,2.16,103.69
128116,瑞达转债,141.953,-3.83,002961,瑞达期货,27.5,-7.87,3.94,20.32,135.33,4.89,AA,14.224,26.416,5.2,2026-06-29,0.548,6.399,68927.62,75.33,-41.08,146.84
127053,豪美转债,235.225,-2.68,002988,豪美新材,38.58,-2.11,3.55,17.23,223.91,5.05,AA-,12.061,22.399,2.7,2028-01-24,2.121,2.581,15159.72,24.66,-27.0,240.28
113671,武进转债,135.627,-2.68,603878,武进不锈,10.22,-4.13,2.18,7.93,128.88,5.24,AA,5.551,10.309,5.4,2029-07-10,3.581,3.094,16731.77,39.55,-4.75,140.87
