代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113649,丰山转债,142.9,0.33,603810,丰山集团,18.05,0.0,1.84,13.73,131.46,8.7,AA-,9.611,17.849,15.3,2028-06-27,2.638,4.578,38.73,0.06,-6.98,151.6
113681,镇洋转债,137.0,-0.23,603213,镇洋发展,14.1,-0.07,3.23,11.2,125.89,8.82,AA-,7.84,14.56,9.3,2029-12-29,4.145,5.797,8.91,0.01,-3.27,145.82
113045,环旭转债,136.344,-0.03,601231,环旭电子,23.29,0.74,2.69,18.59,125.28,8.83,AA+,13.013,24.167,6.7,2027-03-04,1.321,34.396,2.32,0.0,-15.4,145.17
123158,宙邦转债,149.54,0.5,300037,新宙邦,56.36,1.22,4.04,41.05,137.3,8.92,AA,28.735,53.365,6.5,2028-09-26,2.888,19.693,28.71,0.01,-9.32,158.46
110077,洪城转债,208.4,-0.14,600461,洪城环境,9.33,0.11,1.23,4.88,191.19,9.0,AA+,3.416,6.344,5.6,2026-11-20,1.036,6.685,4.58,0.0,-46.01,217.4
113574,华体转债,142.0,1.0,603679,华体科技,17.57,0.57,3.72,13.49,130.25,9.03,A,9.443,17.537,7.2,2026-03-31,0.395,2.077,63.9,0.22,-58.75,151.03
127055,精装转债,156.43,-0.04,002989,中天精装,26.54,-0.45,3.5,18.5,143.46,9.04,AA-,12.95,24.05,4.2,2028-02-22,2.293,2.085,7.98,0.02,-11.64,165.47
110074,精达转债,363.0,0.01,600577,精达股份,11.05,-0.45,3.91,3.32,332.83,9.06,AA,2.324,4.316,1.1,2026-08-19,0.781,2.701,36.66,0.04,-89.81,372.06
123188,水羊转债,166.7,-0.63,300740,水羊股份,20.68,-1.34,3.79,13.54,152.73,9.14,A+,9.478,17.602,9.1,2029-04-04,3.408,6.723,31.84,0.03,-9.3,175.84
118048,利扬转债,201.0,-0.71,688135,利扬芯片,29.67,0.03,5.26,16.12,184.06,9.21,A+,11.284,20.956,8.0,2030-07-02,4.652,4.809,30.55,0.03,-10.71,210.21
113042,上银转债,127.25,0.0,601229,上海银行,9.98,-0.2,0.55,8.57,116.45,9.27,AAA,,11.141,14.1,2027-01-25,1.216,199.778,3.05,0.0,-7.89,136.52
123254,亿纬转债,191.0,1.39,300014,亿纬锂能,88.4,1.18,4.48,50.65,174.53,9.44,AA+,35.455,65.845,3.0,2031-03-24,5.378,49.987,133.51,0.01,-8.91,200.44
113676,荣23转债,138.451,0.0,603165,荣晟环保,13.3,0.38,1.7,10.54,126.19,9.72,AA-,7.378,13.702,15.9,2029-08-18,3.781,5.758,15.65,0.02,-3.98,148.17
123241,欧通转债,527.0,0.0,300870,欧陆通,209.12,0.24,8.55,43.55,480.18,9.75,AA-,30.485,56.615,1.1,2030-07-05,4.66,2.606,102.77,0.07,-28.07,536.75
123239,锋工转债,154.3,0.13,300488,恒锋工具,34.0,-0.23,3.46,24.19,140.55,9.78,A+,16.933,31.447,8.9,2030-01-18,4.2,4.379,16.2,0.02,-5.97,164.08
127076,中宠转2,231.555,-0.45,002891,中宠股份,57.92,1.69,6.0,27.46,210.93,9.78,AA-,19.222,35.698,2.7,2028-10-25,2.967,4.838,3.7,0.0,-21.23,241.34
118050,航宇转债,263.98,0.96,688239,航宇科技,59.9,3.49,5.65,24.96,239.98,10.0,AA-,17.472,32.448,5.8,2030-08-21,4.789,6.667,153.11,0.09,-15.44,273.98
118049,汇成转债,220.0,0.2,688403,汇成股份,15.18,-0.07,3.75,7.61,199.47,10.29,AA-,5.327,9.893,7.1,2030-08-07,4.751,9.301,16.94,0.01,-12.74,230.29
127028,英特转债,137.5,-0.51,000411,英特集团,11.58,0.0,1.27,9.3,124.52,10.43,AA+,6.51,12.09,10.9,2027-01-05,1.162,4.062,11.28,0.02,-17.97,147.93
123085,万顺转2,139.9,-0.06,300057,万顺新材,6.32,0.0,1.1,4.99,126.65,10.46,AA-,3.493,6.487,11.5,2026-12-11,1.093,5.287,10.07,0.01,-20.3,150.36
113056,重银转债,126.76,-0.07,601963,重庆银行,11.09,-0.81,0.62,9.67,114.69,10.53,AAA,,12.571,62.4,2028-03-23,2.375,129.987,1.27,0.0,-4.41,137.29
110094,众和转债,146.346,-0.32,600888,新疆众和,8.8,0.8,1.08,6.65,132.33,10.59,AA,4.655,8.645,8.1,2029-07-18,3.696,9.944,2.49,0.0,-6.63,156.94
123222,博俊转债,222.503,-0.22,300926,博俊科技,33.55,0.3,4.33,16.68,201.14,10.62,A+,11.676,21.684,2.9,2029-09-08,3.838,2.44,3.78,0.01,-15.23,233.12
110093,神马转债,133.72,-0.06,600810,神马股份,9.8,-0.61,1.27,8.11,120.84,10.66,AAA,5.677,10.543,20.9,2029-03-16,3.356,22.476,0.94,0.0,-5.56,144.38
113667,春23转债,176.37,-0.23,603890,春秋电子,16.17,-1.4,2.33,10.15,159.31,10.71,AA-,7.105,13.195,7.7,2029-03-17,3.359,5.699,20.11,0.02,-11.16,187.08
123185,能辉转债,145.0,0.61,301046,能辉科技,29.0,1.97,5.14,22.15,130.93,10.75,A+,15.505,28.795,10.6,2029-03-31,3.397,3.479,16.24,0.03,-6.41,155.75
110070,凌钢转债,131.665,-0.36,600231,凌钢股份,2.34,0.0,1.4,1.97,118.78,10.85,AA,1.379,2.561,3.3,2026-04-13,0.43,2.169,3.56,0.01,-35.4,142.52
123249,英搏转债,189.654,-0.09,300681,英搏尔,29.6,-0.03,3.34,17.34,170.7,11.1,AA,12.138,22.542,12.5,2030-10-24,4.964,6.927,2.66,0.0,-9.78,200.75
123242,赛龙转债,152.5,-0.07,301131,聚赛龙,49.68,0.34,2.69,36.2,137.24,11.12,A+,25.34,47.06,16.3,2030-07-08,4.669,2.495,3.05,0.01,-5.02,163.62
111016,神通转债,151.988,0.43,605228,神通科技,15.74,0.32,4.05,11.51,136.75,11.14,AA-,8.057,14.963,8.1,2029-07-25,3.715,5.488,0.46,0.0,-6.43,163.13
127079,华亚转债,179.566,0.0,003043,华亚智能,49.6,-0.04,3.66,30.71,161.51,11.18,A+,21.497,39.923,7.5,2028-12-16,3.11,3.106,0.0,0.0,-12.4,190.75
113593,沪工转债,136.8,0.85,603131,上海沪工,25.91,2.57,6.59,21.09,122.85,11.35,A,14.763,27.417,4.8,2026-07-20,0.699,3.996,333.52,0.61,-23.08,148.15
110064,建工转债,115.0,-0.46,600939,重庆建工,4.2,5.79,1.0,4.07,103.19,11.44,AA+,2.849,5.291,15.8,2025-12-20,0.118,12.644,386.75,0.27,-16.28,126.44
113686,泰瑞转债,146.995,-0.06,603289,泰瑞机器,10.73,-0.09,2.15,8.15,131.66,11.65,AA-,5.705,10.595,10.7,2030-07-02,4.652,3.364,1.91,0.0,-4.35,158.65
113654,永02转债,143.5,-0.88,603901,永创智能,12.43,-0.24,2.34,9.69,128.28,11.87,AA-,6.783,12.597,10.2,2028-08-04,2.743,6.104,10.76,0.01,-7.45,155.37
110095,双良转债,134.0,0.55,600481,双良节能,7.4,1.51,3.17,6.18,119.74,11.91,AA-,4.326,8.034,18.6,2029-08-08,3.753,25.774,14.2,0.0,-4.23,145.91
123092,天壕转债,138.692,-0.22,300332,天壕能源,6.17,-0.32,1.24,4.98,123.9,11.94,A+,3.486,6.474,6.7,2026-12-24,1.129,3.423,1.94,0.0,-14.07,150.63
128137,洁美转债,136.634,0.0,002859,洁美科技,32.27,0.66,4.55,26.46,121.96,12.03,AA-,18.522,34.398,4.6,2026-11-04,0.992,5.986,22.41,0.03,-18.38,148.66
113683,伟24转债,149.508,0.15,603568,伟明环保,23.39,0.0,2.73,17.55,133.28,12.18,AA,12.285,22.815,0.7,2030-03-28,4.389,2.847,5.98,0.01,-6.01,161.69
111017,蓝天转债,135.706,0.0,605368,蓝天燃气,9.64,0.0,2.11,7.98,120.8,12.34,AA,5.586,10.374,9.7,2029-08-15,3.773,6.715,0.0,0.0,-4.54,148.05
113069,博23转债,174.001,-0.14,601137,博威合金,22.72,-0.22,2.1,14.68,154.77,12.43,AA,10.276,19.084,7.6,2028-12-22,3.126,14.125,0.35,0.0,-13.38,186.43
113691,和邦转债,131.1,-0.17,603077,和邦生物,2.33,1.3,1.1,2.0,116.5,12.53,AA,1.4,2.6,22.4,2030-10-28,4.975,45.995,0.52,0.0,-2.68,143.63
127039,北港转债,138.7,0.0,000582,北部湾港,8.94,-0.22,1.12,7.31,122.3,13.41,AAA,5.117,9.503,6.5,2027-06-29,1.641,10.799,0.0,0.0,-13.45,152.11
113632,鹤21转债,139.575,0.5,603733,仙鹤股份,23.3,0.52,1.93,18.99,122.7,13.76,AA,13.293,24.687,12.2,2027-11-17,2.027,20.167,29.45,0.01,-9.21,153.34
123160,泰福转债,143.601,0.07,300992,泰福泵业,24.82,0.36,2.61,19.77,125.54,14.38,A,13.839,25.701,12.0,2028-09-28,2.893,2.317,0.14,0.0,-6.33,157.98
110081,闻泰转债,118.3,-0.16,600745,闻泰科技,45.0,0.0,1.58,43.6,103.21,14.62,AA-,30.52,56.68,15.3,2027-07-28,1.721,85.971,1559.9,0.15,-4.31,132.92
110063,鹰19转债,116.592,0.0,600567,山鹰国际,1.79,0.0,0.68,1.76,101.71,14.64,AA,1.232,2.288,5.9,2025-12-13,0.099,6.298,2.33,0.0,-54.69,131.23
110075,南航转债,129.762,-0.3,600029,南方航空,6.97,-0.14,3.42,6.17,112.97,14.87,AAA,4.319,8.021,6.7,2026-10-15,0.937,58.96,2.08,0.0,-19.36,144.63
118029,富淼转债,138.0,0.29,688350,富淼科技,22.14,0.0,1.88,18.43,120.13,14.88,A,12.901,23.959,16.6,2028-12-15,3.107,4.5,3.04,0.0,-6.12,152.88
127015,希望转债,106.7,0.05,000876,新希望,9.82,0.1,1.71,10.59,92.73,15.07,AAA,7.413,13.767,2.1,2026-01-03,0.156,9.493,3.41,0.0,-4.52,121.77
123251,华医转债,153.991,-0.1,301235,华康洁净,29.91,-0.5,1.76,22.43,133.35,15.48,A+,15.701,29.159,32.2,2030-12-23,5.129,7.012,0.62,0.0,-4.84,169.47
118013,道通转债,191.312,0.0,688208,道通科技,36.39,0.08,6.84,21.98,165.56,15.55,AA,15.386,28.574,5.2,2028-07-08,2.669,12.797,0.0,0.0,-16.75,206.86
118030,睿创转债,233.757,0.22,688002,睿创微纳,79.13,0.18,5.84,39.13,202.22,15.59,AA,27.391,50.869,4.0,2028-12-30,3.148,14.694,5.38,0.0,-20.71,249.35
123128,首华转债,136.999,-0.36,300483,首华燃气,14.4,-0.83,1.92,12.15,118.52,15.59,AA-,8.505,15.795,34.3,2027-11-01,1.984,13.401,6.03,0.0,-9.85,152.59
110090,爱迪转债,141.0,0.16,600933,爱柯迪,21.4,-0.23,2.34,17.55,121.94,15.63,AA,12.285,22.815,7.5,2028-09-23,2.88,15.696,0.28,0.0,-7.57,156.63
113039,嘉泽转债,180.3,-0.9,601619,嘉泽新能,4.63,-0.64,1.68,2.97,155.89,15.66,AA,2.079,3.861,2.5,2026-08-24,0.795,2.869,129.09,0.25,-51.0,195.96
111019,宏柏转债,137.899,0.3,605366,宏柏新材,6.5,-0.15,2.01,5.46,119.05,15.84,AA-,3.822,7.098,17.0,2030-04-17,4.444,7.204,4.83,0.0,-3.19,153.74
118000,嘉元转债,143.207,-0.63,688388,嘉元科技,41.0,-0.12,2.5,33.18,123.57,15.89,A+,23.226,43.134,5.6,2027-02-23,1.296,9.779,20.34,0.01,-14.48,159.1
123236,家联转债,141.7,0.14,301193,家联科技,18.74,0.27,2.18,15.33,122.24,15.92,AA-,10.731,19.929,27.1,2029-12-22,4.126,7.012,0.28,0.0,-4.11,157.62
123221,力诺转债,138.922,0.14,301188,力诺药包,16.95,-0.12,2.53,14.2,119.37,16.38,A+,9.94,18.46,10.0,2029-08-23,3.795,4.053,1.11,0.0,-5.56,155.3
113615,金诚转债,646.001,-0.06,603979,金诚信,65.35,-0.08,3.87,11.78,554.75,16.45,AA,8.246,15.314,1.2,2026-12-23,1.126,4.958,32.3,0.01,-79.16,662.45
113653,永22转债,139.9,1.13,603681,永冠新材,19.8,1.07,1.41,16.5,120.0,16.58,AA-,11.55,21.45,20.3,2028-07-28,2.723,7.7,19.45,0.02,-5.88,156.48
113657,再22转债,138.4,-0.18,603601,再升科技,5.01,0.0,2.26,4.22,118.72,16.58,AA-,3.376,5.486,9.2,2028-09-29,2.896,4.739,3.32,0.01,-6.79,154.98
127084,柳工转2,193.0,-0.46,000528,柳工,12.08,0.08,1.34,7.3,165.48,16.63,AAA,5.11,9.49,10.1,2029-03-27,3.386,24.81,7.72,0.0,-14.06,209.63
127061,美锦转债,120.86,-0.12,000723,美锦能源,5.44,-0.37,1.76,5.26,103.42,16.86,A+,3.682,6.838,11.7,2028-04-20,2.452,27.891,14.02,0.0,0.43,137.72
127109,电化转债,184.8,-0.19,002125,湘潭电化,15.97,0.76,3.23,10.1,158.12,16.87,AA,7.07,13.13,4.8,2031-06-16,5.608,4.87,21.07,0.02,-8.27,201.67
123211,阳谷转债,187.95,-0.1,300121,阳谷华泰,14.85,0.27,1.85,9.28,160.02,17.45,AA-,6.496,12.064,4.8,2029-07-27,3.721,3.07,1.13,0.0,-11.67,205.4
123149,通裕转债,136.144,-0.04,300185,通裕重工,3.15,0.64,1.77,2.72,115.81,17.56,AA,1.904,3.536,12.7,2028-06-20,2.619,14.841,5.04,0.0,-6.26,153.7
118016,京源转债,145.338,0.32,688096,京源环保,8.54,1.43,2.16,6.91,123.59,17.6,A,4.837,8.983,8.3,2028-08-05,2.745,1.675,1.6,0.01,-7.04,162.94
123233,凯盛转债,142.419,0.21,301069,凯盛新材,24.18,1.6,5.78,20.01,120.84,17.86,AA-,14.007,26.013,6.9,2029-11-29,4.063,6.498,63.09,0.07,-4.27,160.28
127105,龙星转债,131.8,0.0,002442,龙星科技,6.48,0.0,1.77,5.8,111.72,17.97,AA-,4.06,7.54,23.6,2030-01-31,4.236,7.54,0.0,0.0,-2.29,149.77
118043,福立转债,202.066,-0.48,688678,福立旺,25.5,0.2,3.52,14.9,171.14,18.07,AA-,10.43,19.37,6.2,2029-08-14,3.77,4.143,2.22,0.0,-13.26,220.14
113033,利群转债,112.011,-0.15,601366,利群股份,4.59,0.0,1.02,4.84,94.84,18.11,AA,3.388,6.292,30.9,2026-04-01,0.397,12.967,5.38,0.0,-4.65,130.12
118004,博瑞转债,180.263,0.0,688166,博瑞医药,53.01,-0.39,9.2,34.74,152.59,18.14,AA-,24.318,45.162,2.0,2028-01-04,2.159,4.428,33.17,0.04,-17.88,198.4
123220,易瑞转债,141.1,0.07,300942,易瑞生物,10.57,-0.28,4.73,8.87,119.17,18.41,A+,6.209,11.531,6.8,2029-08-18,3.781,2.908,4.23,0.01,-4.5,159.51
113601,塞力转债,237.0,-0.12,603716,塞力医疗,24.0,0.38,4.61,12.0,200.0,18.5,BB+,8.4,15.6,3.7,2026-08-21,0.786,1.878,36.26,0.08,-66.4,255.5
118007,山石转债,137.595,-0.01,688030,山石网科,19.15,0.21,4.05,16.5,116.06,18.55,A,11.55,21.45,7.7,2028-03-22,2.373,2.671,0.14,0.0,-6.33,156.15
128116,瑞达转债,134.992,0.51,002961,瑞达期货,23.13,1.31,3.27,20.32,113.83,18.59,AA,14.224,26.416,6.3,2026-06-29,0.641,6.489,7.56,0.01,-29.25,153.58
127099,盛航转债,137.7,0.0,001205,盛航股份,17.97,1.01,1.58,15.48,116.09,18.62,AA-,10.836,20.124,15.8,2029-12-06,4.082,4.541,0.0,0.0,-3.35,156.32
123159,崧盛转债,157.8,-0.06,301002,崧盛股份,32.35,0.09,4.83,24.35,132.85,18.78,AA-,17.045,31.655,11.0,2028-09-27,2.89,2.656,0.47,0.0,-9.86,176.58
123173,恒锋转债,140.11,0.14,300605,恒锋信息,16.24,0.68,5.3,13.77,117.94,18.8,A-,9.639,17.901,12.5,2028-12-30,3.148,2.408,5.88,0.02,-4.85,158.91
113677,华懋转债,186.65,1.31,603306,华懋科技,53.0,1.73,5.1,33.74,157.08,18.82,AA-,23.618,43.862,6.0,2029-09-14,3.855,10.492,20.72,0.01,-11.75,205.47
