Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-28 00:00:00+01:00,8345.5,8362.7001953125,8322.2998046875,8343.900390625,624469700,0.0,0.0
2024-08-29 00:00:00+01:00,8343.900390625,8392.400390625,8336.599609375,8379.599609375,613890100,0.0,0.0
2024-08-30 00:00:00+01:00,8379.599609375,8414.400390625,8363.7001953125,8376.599609375,1081528600,0.0,0.0
2024-09-02 00:00:00+01:00,8376.599609375,8380.099609375,8353.2001953125,8363.7998046875,510920500,0.0,0.0
2024-09-03 00:00:00+01:00,8363.7998046875,8381.0,8286.599609375,8298.5,1022494600,0.0,0.0
2024-09-04 00:00:00+01:00,8298.5,8298.5,8219.2998046875,8269.599609375,724921200,0.0,0.0
2024-09-05 00:00:00+01:00,8269.599609375,8285.599609375,8241.7001953125,8241.7001953125,738779600,0.0,0.0
2024-09-06 00:00:00+01:00,8241.7001953125,8260.7001953125,8168.39990234375,8181.5,704014000,0.0,0.0
2024-09-09 00:00:00+01:00,8181.5,8274.7001953125,8181.5,8270.7998046875,626820000,0.0,0.0
2024-09-10 00:00:00+01:00,8270.7998046875,8271.099609375,8195.099609375,8206.0,815663300,0.0,0.0
2024-09-11 00:00:00+01:00,8206.0,8232.7998046875,8170.0,8193.900390625,867081200,0.0,0.0
2024-09-12 00:00:00+01:00,8193.900390625,8301.400390625,8193.900390625,8241.0,1071633400,0.0,0.0
2024-09-13 00:00:00+01:00,8241.0,8287.900390625,8230.7998046875,8273.099609375,535984000,0.0,0.0
2024-09-16 00:00:00+01:00,8273.099609375,8290.0,8247.900390625,8278.400390625,451756300,0.0,0.0
2024-09-17 00:00:00+01:00,8278.400390625,8351.7001953125,8278.400390625,8309.900390625,746474800,0.0,0.0
2024-09-18 00:00:00+01:00,8309.900390625,8310.0,8245.7001953125,8253.7001953125,800042600,0.0,0.0
2024-09-19 00:00:00+01:00,8253.7001953125,8370.5,8253.7001953125,8328.7001953125,861254500,0.0,0.0
2024-09-20 00:00:00+01:00,8328.7001953125,8328.7001953125,8223.7998046875,8230.0,1575731600,0.0,0.0
2024-09-23 00:00:00+01:00,8230.0,8262.5,8210.099609375,8259.7001953125,653474700,0.0,0.0
2024-09-24 00:00:00+01:00,8259.7001953125,8309.7998046875,8259.5,8282.7998046875,1018907500,0.0,0.0
2024-09-25 00:00:00+01:00,8282.7998046875,8319.400390625,8243.0,8268.7001953125,712916300,0.0,0.0
2024-09-26 00:00:00+01:00,8268.7001953125,8332.900390625,8262.0,8284.900390625,835609300,0.0,0.0
2024-09-27 00:00:00+01:00,8284.900390625,8334.599609375,8283.5,8320.7998046875,801571600,0.0,0.0
2024-09-30 00:00:00+01:00,8320.7998046875,8324.599609375,8234.0,8237.0,831097600,0.0,0.0
2024-10-01 00:00:00+01:00,8237.0,8291.099609375,8226.2001953125,8276.7001953125,928541100,0.0,0.0
2024-10-02 00:00:00+01:00,8276.7001953125,8322.599609375,8267.599609375,8290.900390625,804855900,0.0,0.0
2024-10-03 00:00:00+01:00,8290.900390625,8332.7001953125,8262.0,8282.5,918547500,0.0,0.0
2024-10-04 00:00:00+01:00,8282.5,8300.7001953125,8234.2001953125,8280.599609375,721509500,0.0,0.0
2024-10-07 00:00:00+01:00,8280.599609375,8323.400390625,8260.099609375,8303.599609375,645451200,0.0,0.0
2024-10-08 00:00:00+01:00,8303.599609375,8303.599609375,8184.0,8190.60009765625,754710600,0.0,0.0
2024-10-09 00:00:00+01:00,8190.60009765625,8244.400390625,8188.7001953125,8243.7001953125,501110700,0.0,0.0
2024-10-10 00:00:00+01:00,8243.7001953125,8272.5,8218.400390625,8237.7001953125,675185500,0.0,0.0
2024-10-11 00:00:00+01:00,8237.7001953125,8265.7001953125,8211.900390625,8253.7001953125,519343300,0.0,0.0
2024-10-14 00:00:00+01:00,8253.7001953125,8292.7001953125,8237.7001953125,8292.7001953125,652695500,0.0,0.0
2024-10-15 00:00:00+01:00,8292.7001953125,8306.2001953125,8242.0,8249.2998046875,836071600,0.0,0.0
2024-10-16 00:00:00+01:00,8249.2998046875,8346.599609375,8249.2998046875,8329.099609375,983516200,0.0,0.0
2024-10-17 00:00:00+01:00,8329.099609375,8395.599609375,8322.099609375,8385.099609375,910215100,0.0,0.0
2024-10-18 00:00:00+01:00,8385.099609375,8385.099609375,8315.900390625,8358.2998046875,790396700,0.0,0.0
2024-10-21 00:00:00+01:00,8358.2998046875,8391.7998046875,8318.2001953125,8318.2001953125,641070600,0.0,0.0
2024-10-22 00:00:00+01:00,8318.2001953125,8318.2001953125,8252.400390625,8306.5,628688300,0.0,0.0
