Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-27 00:00:00+08:00,8161.68017578125,8168.0400390625,8084.0400390625,8103.759765625,968100,0.0,0.0
2024-08-28 00:00:00+08:00,8071.85986328125,8098.31005859375,8036.39990234375,8078.81982421875,940400,0.0,0.0
2024-08-29 00:00:00+08:00,8030.740234375,8191.3701171875,8028.3701171875,8154.43994140625,1216200,0.0,0.0
2024-08-30 00:00:00+08:00,8152.81005859375,8453.66015625,8152.81005859375,8348.48046875,1719900,0.0,0.0
2024-09-02 00:00:00+08:00,8331.4599609375,8340.3798828125,8172.2099609375,8172.2099609375,1347400,0.0,0.0
2024-09-03 00:00:00+08:00,8157.43994140625,8294.76953125,8157.43994140625,8268.0498046875,1133200,0.0,0.0
2024-09-04 00:00:00+08:00,8207.2802734375,8297.8203125,8189.52978515625,8226.240234375,1045600,0.0,0.0
2024-09-05 00:00:00+08:00,8224.509765625,8297.9404296875,8220.5498046875,8249.66015625,954400,0.0,0.0
2024-09-06 00:00:00+08:00,8252.009765625,8260.6904296875,8128.77001953125,8130.77001953125,964900,0.0,0.0
2024-09-09 00:00:00+08:00,8086.27978515625,8129.5400390625,8023.3701171875,8063.27001953125,991400,0.0,0.0
2024-09-10 00:00:00+08:00,8064.39990234375,8113.68994140625,7973.7900390625,8073.830078125,1023800,0.0,0.0
2024-09-11 00:00:00+08:00,8052.25,8139.7001953125,8031.9501953125,8105.3798828125,946100,0.0,0.0
2024-09-12 00:00:00+08:00,8122.77001953125,8176.0498046875,8053.8798828125,8054.240234375,980100,0.0,0.0
2024-09-13 00:00:00+08:00,8054.43017578125,8084.35009765625,7983.5498046875,7983.5498046875,930600,0.0,0.0
2024-09-18 00:00:00+08:00,7975.18994140625,8017.3798828125,7908.52001953125,7992.25,908300,0.0,0.0
2024-09-19 00:00:00+08:00,8015.39013671875,8161.22021484375,7950.7001953125,8087.60009765625,1246500,0.0,0.0
2024-09-20 00:00:00+08:00,8079.759765625,8092.5,8014.5,8075.14013671875,1060500,0.0,0.0
2024-09-23 00:00:00+08:00,8071.990234375,8163.10009765625,8054.58984375,8083.3798828125,1007700,0.0,0.0
2024-09-24 00:00:00+08:00,8148.169921875,8435.7099609375,8083.2998046875,8435.7001953125,1975300,0.0,0.0
2024-09-25 00:00:00+08:00,8555.7197265625,8738.41015625,8525.75,8537.73046875,2353900,0.0,0.0
2024-09-26 00:00:00+08:00,8524.1904296875,8916.7998046875,8505.6396484375,8916.650390625,2450700,0.0,0.0
2024-09-27 00:00:00+08:00,9100.76953125,9619.76953125,9100.76953125,9514.8603515625,3344300,0.0,0.0
2024-09-30 00:00:00+08:00,9950.650390625,10556.9296875,9829.4296875,10529.759765625,4444500,0.0,0.0
2024-10-08 00:00:00+08:00,11864.1103515625,11864.1103515625,10834.5,11495.099609375,5537200,0.0,0.0
2024-10-09 00:00:00+08:00,11158.990234375,11295.099609375,10516.669921875,10557.8095703125,4908400,0.0,0.0
2024-10-10 00:00:00+08:00,10609.4697265625,10823.3701171875,10310.3896484375,10471.080078125,3539300,0.0,0.0
2024-10-11 00:00:00+08:00,10366.5703125,10378.4599609375,9935.8203125,10060.740234375,2635200,0.0,0.0
2024-10-14 00:00:00+08:00,10118.3798828125,10361.6904296875,9966.990234375,10327.400390625,2744800,0.0,0.0
2024-10-15 00:00:00+08:00,10286.240234375,10424.1396484375,10066.51953125,10066.51953125,2639500,0.0,0.0
2024-10-16 00:00:00+08:00,9898.1298828125,10112.7900390625,9890.900390625,9965.01953125,2255500,0.0,0.0
